CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,567.321156979,567.324679136,1494.52076101,1613.87278509,1614.07520103
unit.000001,Euclidean_dist_1_5399,N/A,253.032747984,253.036842108,546.622586012,790.053405046,793.12055707
unit.000002,Euclidean_dist_1_10797,N/A,253.931965113,253.935804129,548.535375118,789.249583006,791.06708312
unit.000003,Euclidean_dist_1_16195,N/A,254.975668192,254.978845119,553.954289198,791.759399176,793.126494169
unit.000004,Euclidean_dist_1_21593,N/A,263.596746206,263.59966898,556.386996984,796.573181152,798.28887701
unit.000005,Euclidean_dist_1_26991,N/A,264.529256105,264.532258987,561.081053019,803.105647087,808.866503
unit.000006,Euclidean_dist_1_32389,N/A,265.418853998,265.421946049,563.390464067,796.9410882,798.314582109
unit.000007,Euclidean_dist_1_37787,N/A,272.091248989,272.095067024,566.200656176,800.927077055,801.39042902
unit.000008,Euclidean_dist_1_43185,N/A,273.192828178,273.196360111,569.915391207,813.63696003,817.495696068
unit.000009,Euclidean_dist_1_48583,N/A,274.142849207,274.146723032,593.575069189,833.791047096,834.61454916
unit.000010,Euclidean_dist_1_53981,N/A,286.624093056,286.628298998,598.094426155,834.49121809,834.616953135
unit.000011,Euclidean_dist_1_59379,N/A,286.772365093,286.775307178,636.193621159,875.906583071,876.696681023
unit.000012,Euclidean_dist_1_64777,N/A,287.942342043,287.945793152,662.764204979,899.467326164,899.782677174
unit.000013,Euclidean_dist_1_70175,N/A,288.90120101,288.904481173,671.589760065,908.593429089,909.201285124
unit.000014,Euclidean_dist_1_75573,N/A,298.820654154,298.823523045,720.618738174,954.722772121,958.577718019
unit.000015,Euclidean_dist_1_80971,N/A,300.779075146,300.785097122,725.849785089,954.621239185,958.60364604
unit.000016,Euclidean_dist_1_86369,N/A,313.155318022,313.159394979,728.058853149,958.236092091,958.629248142
unit.000017,Euclidean_dist_1_91767,N/A,315.068709135,315.07178998,752.6335361,983.717044115,984.641417027
unit.000018,Euclidean_dist_1_97165,N/A,326.477996111,326.480880976,775.303466082,1018.61254311,1021.37358403
unit.000019,Euclidean_dist_1_102563,N/A,227.606837034,227.610007048,495.86138916,729.20844698,728.845417976
unit.000020,Euclidean_dist_1_107961,N/A,226.479412079,226.482333183,494.05394721,728.050595045,727.807895184
unit.000021,Euclidean_dist_1_113359,N/A,336.143167019,336.149047136,782.333552122,1025.63980603,1032.171417
unit.000022,Euclidean_dist_1_118757,N/A,345.302796125,345.309767008,788.153712034,1022.02545309,1021.6980412
unit.000023,Euclidean_dist_1_124155,N/A,346.533991098,346.536864996,796.581130981,1037.3864181,1039.39164305
unit.000024,Euclidean_dist_1_129553,N/A,345.312067986,345.31487608,790.061563015,1028.4502902,1032.21960521
unit.000025,Euclidean_dist_1_134951,N/A,347.271994114,347.274847031,796.719020128,1027.94738603,1032.23273015
unit.000026,Euclidean_dist_1_140349,N/A,361.031970024,361.037902117,800.598917007,1042.50114512,1043.47310519
unit.000027,Euclidean_dist_5399_5399,N/A,240.564260006,240.567721128,515.46438098,636.188886166,646.182351112
unit.000028,Euclidean_dist_5399_10797,N/A,241.460785151,241.464257002,533.778352976,776.299450159,776.853183985
unit.000029,Euclidean_dist_5399_16195,N/A,251.984976053,251.988629103,542.70736599,780.314694166,784.056339979
unit.000030,Euclidean_dist_5399_21593,N/A,242.362775087,242.366228104,539.3956182,775.29521513,775.798787117
unit.000031,Euclidean_dist_5399_26991,N/A,242.366785049,242.369660139,539.898636103,776.50001502,776.878583193
unit.000032,Euclidean_dist_5399_32389,N/A,252.137161016,252.140101194,546.219648123,782.828230143,784.087141037
unit.000033,Euclidean_dist_5399_37787,N/A,254.678951025,254.682517052,553.150346041,788.148463011,788.570307016
unit.000034,Euclidean_dist_5399_43185,N/A,254.080338001,254.083830118,551.644935131,781.922342062,784.110288143
unit.000035,Euclidean_dist_5399_48583,N/A,263.448423147,263.452032089,554.156419992,786.942994118,787.187332153
unit.000036,Euclidean_dist_5399_53981,N/A,263.600220203,263.603125095,557.516033173,799.387744188,800.344394207
unit.000037,Euclidean_dist_5399_59379,N/A,265.271080017,265.274278164,562.486381054,796.749767065,798.292605162
unit.000038,Euclidean_dist_5399_64777,N/A,272.087877989,272.092020035,563.492300987,801.500059128,802.455496073
unit.000039,Euclidean_dist_5399_70175,N/A,272.236124039,272.242053986,566.804028988,800.492285013,801.425018072
unit.000040,Euclidean_dist_5399_75573,N/A,273.198871136,273.201831102,575.932021141,812.031246185,812.167186022
unit.000041,Euclidean_dist_5399_80971,N/A,274.146550179,274.149672031,594.48292613,824.262029171,824.616587162
unit.000042,Euclidean_dist_5399_86369,N/A,286.627530098,286.630773067,626.567816019,862.070011139,862.41153717
unit.000043,Euclidean_dist_5399_91767,N/A,286.775336027,286.778202057,658.852704048,910.399561167,910.221227169
