CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,79.7455627918,79.7498888969,79.7542748451,177.599906921,173.887893915
unit.000001,Euclidean_dist_1_5399,N/A,114.465603828,114.573618889,136.698419809,256.985918999,252.935551882
unit.000002,Euclidean_dist_1_10797,N/A,115.057255983,115.222581863,136.725700855,255.996248007,252.939049959
unit.000003,Euclidean_dist_1_16195,N/A,119.954427958,121.538342953,136.784710884,255.966411829,252.95685482
unit.000004,Euclidean_dist_1_21593,N/A,128.3539958,128.490154028,137.898784876,255.979237795,252.964310884
unit.000005,Euclidean_dist_1_26991,N/A,134.510025978,134.516376019,138.639868021,259.025548935,261.202088833
unit.000006,Euclidean_dist_1_32389,N/A,136.692222834,136.719496965,138.683940887,266.360791922,262.279443979
unit.000007,Euclidean_dist_1_37787,N/A,139.59709096,139.607643843,139.636615992,256.019580841,252.998391867
unit.000008,Euclidean_dist_1_43185,N/A,141.282764912,141.306293964,141.31772089,257.314646959,261.162383795
unit.000009,Euclidean_dist_1_48583,N/A,144.015124798,144.03609395,144.042611837,266.323344946,262.298591852
unit.000010,Euclidean_dist_1_53981,N/A,144.563838959,145.211953878,145.21628499,266.331820965,262.316973925
unit.000011,Euclidean_dist_1_59379,N/A,147.095314026,147.104792833,147.131011009,266.369584799,262.317790985
unit.000012,Euclidean_dist_1_64777,N/A,147.968748808,148.487586021,148.494108915,274.770908833,272.054261923
unit.000013,Euclidean_dist_1_70175,N/A,148.858309984,148.88920188,148.893522978,267.331271887,263.364651918
unit.000014,Euclidean_dist_1_75573,N/A,150.706631899,150.717163801,150.731952906,266.36520195,262.336077929
unit.000015,Euclidean_dist_1_80971,N/A,153.284651995,153.45293498,153.459357977,269.140896797,266.415566921
unit.000016,Euclidean_dist_1_86369,N/A,153.44867301,153.461433887,153.475736856,267.992242813,264.398015976
unit.000017,Euclidean_dist_1_91767,N/A,156.480513811,156.493217945,156.543358803,268.716872931,264.416427851
unit.000018,Euclidean_dist_1_97165,N/A,158.152724981,158.384571791,158.388902903,271.679158926,268.504097939
unit.000019,Euclidean_dist_1_102563,N/A,157.606289864,157.916946888,157.921288013,270.331378937,268.523684978
unit.000020,Euclidean_dist_1_107961,N/A,161.051392794,161.370904922,161.375300884,281.409011841,278.283991814
unit.000021,Euclidean_dist_1_113359,N/A,179.246614933,179.255154848,179.259514809,303.795602798,309.704488993
unit.000022,Euclidean_dist_1_118757,N/A,180.53202796,180.664710999,180.669035912,295.971210957,293.458225965
unit.000023,Euclidean_dist_1_124155,N/A,183.00620985,183.241238832,183.245581865,292.141757965,289.176002979
unit.000024,Euclidean_dist_1_129553,N/A,183.551277876,183.875299931,183.881783009,294.216120005,292.21210289
unit.000025,Euclidean_dist_1_134951,N/A,184.81840086,184.865170956,184.869501829,299.323442936,297.082758904
unit.000026,Euclidean_dist_1_140349,N/A,186.455788851,186.485298872,186.489621878,298.891807795,294.510986805
unit.000027,Euclidean_dist_5399_5399,N/A,187.1742239,187.582518816,187.61320281,247.921033859,250.809201002
unit.000028,Euclidean_dist_5399_10797,N/A,188.409782887,189.05714488,189.063736916,298.554277897,294.511976004
unit.000029,Euclidean_dist_5399_16195,N/A,190.880298853,191.795243025,191.799597979,302.245931864,299.184875011
unit.000030,Euclidean_dist_5399_21593,N/A,192.11480999,192.236236811,192.24057889,314.88013792,311.767163992
unit.000031,Euclidean_dist_5399_26991,N/A,193.345870018,193.678977013,193.683326006,314.886698008,311.77157402
unit.000032,Euclidean_dist_5399_32389,N/A,195.80584693,196.184043884,196.188393831,304.53638792,309.725170851
unit.000033,Euclidean_dist_5399_37787,N/A,196.52240181,196.623701811,196.628053904,314.926692963,311.789855003
unit.000034,Euclidean_dist_5399_43185,N/A,197.241877794,197.498754978,197.503081799,322.648615837,319.505357027
unit.000035,Euclidean_dist_5399_48583,N/A,198.564752817,198.644984007,198.64930582,314.906952858,311.803501844
unit.000036,Euclidean_dist_5399_53981,N/A,198.884385824,199.741985798,199.788209915,314.900318861,311.807981968
unit.000037,Euclidean_dist_5399_59379,N/A,200.835102797,201.134454012,201.138777971,314.893270016,311.821676016
unit.000038,Euclidean_dist_5399_64777,N/A,202.813789845,202.953568935,202.957892895,325.504463911,321.548381805
unit.000039,Euclidean_dist_5399_70175,N/A,204.416239023,204.627496958,204.658351898,316.062023878,311.839872837
unit.000040,Euclidean_dist_5399_75573,N/A,204.964051008,204.987787008,204.99217391,317.434364796,314.390544891
unit.000041,Euclidean_dist_5399_80971,N/A,206.068324804,206.209942818,206.214313984,326.303416967,323.258754969
unit.000042,Euclidean_dist_5399_86369,N/A,208.182051897,208.230444908,208.234824896,328.421787024,325.284494877
unit.000043,Euclidean_dist_5399_91767,N/A,206.955101967,207.451368809,207.455719948,323.39227891,319.509531021
unit.000044,Euclidean_dist_5399_97165,N/A,209.279068947,209.44528389,209.451813936,319.589306831,316.431751013
unit.000045,Euclidean_dist_5399_102563,N/A,5.9019639492,5.9089858532,6.14168691635,161.090337992,157.455864906
unit.000046,Euclidean_dist_5399_107961,N/A,211.125861883,211.576774836,211.583971024,321.948263884,318.47663784
unit.000047,Euclidean_dist_5399_113359,N/A,212.907051802,212.986063004,212.990410805,319.482572794,315.40313983
unit.000048,Euclidean_dist_5399_118757,N/A,213.28382802,213.414192915,213.418576002,324.230293989,320.533175945
