CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,276.547801971,276.553845167,629.337841034,695.266443968,692.7915411
unit.000001,Euclidean_dist_1_5399,N/A,21.2164490223,21.2206251621,21.2250299454,136.99100709,134.075911045
unit.000002,Euclidean_dist_1_10797,N/A,100.490656137,100.496781111,235.857100964,344.086805105,340.599605083
unit.000003,Euclidean_dist_1_16195,N/A,277.655909061,277.661918163,637.334634066,748.811031103,745.318074942
unit.000004,Euclidean_dist_1_21593,N/A,203.010048151,203.016036987,469.72102499,586.383192062,584.071156979
unit.000005,Euclidean_dist_1_26991,N/A,283.537497997,283.611437082,656.947579145,771.168982029,768.528460979
unit.000006,Euclidean_dist_1_32389,N/A,330.727126122,330.73120594,825.68769598,932.936638117,935.213772058
unit.000007,Euclidean_dist_1_37787,N/A,72.3691871166,72.375316143,130.056457043,240.805438042,237.858454943
unit.000008,Euclidean_dist_1_43185,N/A,288.146687031,288.15288806,658.857002974,772.512820959,774.628293037
unit.000009,Euclidean_dist_1_48583,N/A,174.348093987,174.354099989,370.718163967,482.482469082,479.114885092
unit.000010,Euclidean_dist_1_53981,N/A,52.8913590908,52.9806201458,127.104166031,237.609068155,234.745331049
unit.000011,Euclidean_dist_1_59379,N/A,291.358942032,291.363080978,695.339502096,798.469521046,795.114320993
unit.000012,Euclidean_dist_1_64777,N/A,292.440701962,292.493535042,695.356454134,801.644863129,798.203819036
unit.000013,Euclidean_dist_1_70175,N/A,294.208907127,294.215003967,695.378330946,808.956452131,805.512632132
unit.000014,Euclidean_dist_1_75573,N/A,295.315220118,295.319283009,699.272742987,810.145863056,807.363929987
unit.000015,Euclidean_dist_1_80971,N/A,10.0824890137,10.0906341076,10.1039040089,134.624278069,130.883229971
unit.000016,Euclidean_dist_1_86369,N/A,10.1081061363,10.1191351414,10.2405209541,127.062252998,123.563270092
unit.000017,Euclidean_dist_1_91767,N/A,10.2675001621,10.2759211063,10.3568110466,130.657974005,127.901532173
unit.000018,Euclidean_dist_1_97165,N/A,288.154907942,288.159052134,661.838596106,781.104666948,777.71749115
unit.000019,Euclidean_dist_1_102563,N/A,10.1345090866,10.1431970596,10.2847509384,127.093151093,123.584709167
unit.000020,Euclidean_dist_1_107961,N/A,10.1625330448,10.1717050076,10.2913701534,127.193778992,124.69395113
unit.000021,Euclidean_dist_1_113359,N/A,10.1738741398,10.1802411079,10.2935261726,138.575397968,135.109735966
unit.000022,Euclidean_dist_1_118757,N/A,62.9973211288,63.0034451485,128.24901104,239.535252094,235.781938076
unit.000023,Euclidean_dist_1_124155,N/A,84.3762359619,84.3822929859,146.305928946,262.916515112,260.336682081
