CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,8.73292398453,8.74336004257,9.64288401604,68.2893679142,65.5221190453
unit.000001,Euclidean_dist_1_5399,N/A,97.3940811157,97.3982551098,97.402643919,341.565247059,338.941566944
unit.000002,Euclidean_dist_1_10797,N/A,98.2798330784,98.2844390869,98.2888770103,342.796515942,338.942414045
unit.000003,Euclidean_dist_1_16195,N/A,68.6656010151,68.982583046,69.0592041016,317.712568998,313.625462055
unit.000004,Euclidean_dist_1_21593,N/A,100.814002037,100.820306063,100.824706078,341.604959965,339.037538052
unit.000005,Euclidean_dist_1_26991,N/A,100.818214893,100.828840017,100.833230019,341.931052923,339.103581905
unit.000006,Euclidean_dist_1_32389,N/A,101.925729036,101.934066057,101.961271048,341.627089977,339.224775076
unit.000007,Euclidean_dist_1_37787,N/A,103.098402977,103.10909009,103.115403891,345.396560907,342.475620985
unit.000008,Euclidean_dist_1_43185,N/A,105.812674046,105.967997074,105.974468946,348.220896959,344.566319942
unit.000009,Euclidean_dist_1_48583,N/A,107.530261993,107.540934086,107.546047926,341.631513119,339.299360991
unit.000010,Euclidean_dist_1_53981,N/A,108.480287075,108.484875917,108.489332914,342.361294985,339.318078995
unit.000011,Euclidean_dist_1_59379,N/A,110.632290125,110.636522055,110.640995979,347.635140896,343.533200026
unit.000012,Euclidean_dist_1_64777,N/A,111.896832943,111.901055098,111.905497074,344.50257802,342.497977972
unit.000013,Euclidean_dist_1_70175,N/A,113.484836102,113.49545908,113.499846935,341.622658014,339.318878889
unit.000014,Euclidean_dist_1_75573,N/A,115.676877022,115.686126947,115.702033997,344.095146894,340.369421005
unit.000015,Euclidean_dist_1_80971,N/A,122.657084942,142.42079401,142.440071106,351.751332998,347.705192089
unit.000016,Euclidean_dist_1_86369,N/A,166.238950968,173.729840994,179.715451002,350.667979002,346.672058105
unit.000017,Euclidean_dist_1_91767,N/A,6.84595608711,6.85456299782,6.86707806587,192.205868959,188.5919559
unit.000018,Euclidean_dist_1_97165,N/A,6.8524889946,6.86288809776,6.94563102722,122.348463058,138.547215939
unit.000019,Euclidean_dist_1_102563,N/A,6.87311506271,6.87915110588,7.12168002129,267.808965921,265.286365986
unit.000020,Euclidean_dist_1_107961,N/A,6.88694095612,6.92295193672,7.21406292915,286.255944014,283.092724085
unit.000021,Euclidean_dist_1_113359,N/A,6.92499303818,6.93135905266,7.25666093826,245.765804052,242.125745058
unit.000022,Euclidean_dist_1_118757,N/A,6.93326592445,6.9394299984,7.2929880619,179.674928904,176.307847023
unit.000023,Euclidean_dist_1_124155,N/A,6.94131493568,6.94988012314,7.329652071,192.605293036,188.609896898
unit.000024,Euclidean_dist_1_129553,N/A,6.95319795609,6.95982289314,7.3659350872,268.184379101,265.305234909
unit.000025,Euclidean_dist_1_134951,N/A,6.97094702721,6.97737908363,7.45094394684,223.152816057,224.842420101
