CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,248.485044956,248.488006115,730.111411095,853.112586021,852.85876298
unit.000001,Euclidean_dist_1_5399,N/A,32.7943880558,32.7975311279,239.758301973,466.702604055,471.987866163
unit.000002,Euclidean_dist_1_10797,N/A,34.4396681786,34.4428591728,239.994616985,470.125912189,474.297244072
unit.000003,Euclidean_dist_1_16195,N/A,41.2246010303,41.2276380062,241.89697814,473.850208044,474.373980999
unit.000004,Euclidean_dist_1_21593,N/A,20.3473200798,20.3536040783,20.3555390835,275.770529032,275.054849148
unit.000005,Euclidean_dist_1_26991,N/A,36.8892781734,36.8924870491,240.672783136,470.281883955,474.318113089
unit.000006,Euclidean_dist_1_32389,N/A,114.407155037,114.410218,472.971099138,705.270092964,704.735718012
unit.000007,Euclidean_dist_1_37787,N/A,89.6468801498,89.6500530243,365.45650506,591.817327976,592.054316044
unit.000008,Euclidean_dist_1_43185,N/A,39.5812520981,39.5842649937,241.285264015,472.789646149,474.336733103
unit.000009,Euclidean_dist_1_48583,N/A,113.507490158,113.510766983,472.688354015,704.963420153,703.583348036
unit.000010,Euclidean_dist_1_53981,N/A,123.206845999,124.673588991,476.212881088,723.04383111,722.684975147
unit.000011,Euclidean_dist_1_59379,N/A,138.451642036,138.45481801,479.965677977,711.546211958,710.50920105
unit.000012,Euclidean_dist_1_64777,N/A,153.525880098,153.528934002,489.246484041,733.647577047,732.975371122
unit.000013,Euclidean_dist_1_70175,N/A,31.5900390148,31.593378067,239.476145029,474.178792953,474.17464304
unit.000014,Euclidean_dist_1_75573,N/A,85.145401001,85.1485881805,351.567361116,579.948443174,579.49022007
unit.000015,Euclidean_dist_1_80971,N/A,144.349213123,144.352087021,481.286235094,710.736699104,709.446617126
unit.000016,Euclidean_dist_1_86369,N/A,222.896743059,222.900446177,708.011090994,940.311182976,939.942507982
unit.000017,Euclidean_dist_1_91767,N/A,216.363029003,216.365936995,707.308106184,941.248263121,940.990226984
unit.000018,Euclidean_dist_1_97165,N/A,255.181668043,255.184638977,731.93031311,970.130817175,969.481966019
unit.000019,Euclidean_dist_1_102563,N/A,5.50771903992,5.51049613953,5.609842062,242.380953074,242.831967115
unit.000020,Euclidean_dist_1_107961,N/A,229.078099966,229.396802187,711.553789139,944.760501146,948.076280117
unit.000021,Euclidean_dist_1_113359,N/A,17.639193058,17.6455190182,17.6472799778,249.696738958,254.259584188
unit.000022,Euclidean_dist_1_118757,N/A,232.710996151,232.714060068,715.731034994,950.84822917,950.276200056
unit.000023,Euclidean_dist_1_124155,N/A,112.606081963,112.609094143,472.559756041,702.430114985,703.563901186
unit.000024,Euclidean_dist_1_129553,N/A,178.193024158,178.195971012,590.912327051,820.861818075,820.724255085
unit.000025,Euclidean_dist_1_134951,N/A,224.052864075,224.056092978,709.028686047,940.645769119,939.949326038
unit.000026,Euclidean_dist_1_140349,N/A,238.591428041,238.595422029,723.463173151,950.077236176,951.013097048
unit.000027,Euclidean_dist_5399_5399,N/A,26.3442311287,26.3503890038,236.234193087,351.56210804,351.403409958
unit.000028,Euclidean_dist_5399_10797,N/A,26.6422560215,26.647454977,236.256750107,470.005571127,474.092991114
unit.000029,Euclidean_dist_5399_16195,N/A,28.1429131031,28.1488211155,238.526478052,472.6542871,474.123835087
unit.000030,Euclidean_dist_5399_21593,N/A,29.1909439564,29.1971380711,239.035555124,478.539497137,485.32764101
unit.000031,Euclidean_dist_5399_26991,N/A,30.0871760845,30.0933461189,239.241666079,469.827378988,474.140635967
unit.000032,Euclidean_dist_5399_32389,N/A,31.7403171062,31.7432751656,239.656913996,468.345168114,474.186367035
unit.000033,Euclidean_dist_5399_37787,N/A,30.8426840305,30.8456401825,239.446794987,470.410890102,474.164548159
unit.000034,Euclidean_dist_5399_43185,N/A,33.5416090488,33.5445411205,239.855821133,476.003807068,475.469161987
unit.000035,Euclidean_dist_5399_48583,N/A,35.0376889706,35.0520501137,240.270284176,477.933578014,483.247565985
unit.000036,Euclidean_dist_5399_53981,N/A,36.1387691498,36.1418340206,240.568874121,471.428510189,474.306684971
unit.000037,Euclidean_dist_5399_59379,N/A,37.1883881092,37.1915299892,240.774290085,476.353537083,475.486082077
unit.000038,Euclidean_dist_5399_64777,N/A,41.5227940083,41.5288081169,241.998778105,476.48705411,475.493394136
unit.000039,Euclidean_dist_5399_70175,N/A,110.617048979,110.61996603,471.869415045,699.396404982,703.543950081
unit.000040,Euclidean_dist_5399_75573,N/A,5.60077404976,5.60382509232,5.99254918098,246.555027962,248.079831123
unit.000041,Euclidean_dist_5399_80971,N/A,40.4775791168,40.4809281826,241.696863174,473.396821976,474.355877161
unit.000042,Euclidean_dist_5399_86369,N/A,233.663464069,233.669862032,718.216331959,947.568212032,948.133005142
unit.000043,Euclidean_dist_5399_91767,N/A,255.18750596,255.198348045,733.646157026,979.050246954,978.517188072
unit.000044,Euclidean_dist_5399_97165,N/A,164.067862988,164.070783138,495.61048317,731.92109108,730.670804977
unit.000045,Euclidean_dist_5399_102563,N/A,38.2339651585,38.2370781898,241.086374044,480.463659048,485.347460985
unit.000046,Euclidean_dist_5399_107961,N/A,45.5671961308,45.5703649521,245.637292147,477.732975006,483.26850915
unit.000047,Euclidean_dist_5399_113359,N/A,46.6166789532,46.6198680401,246.147870064,480.720730066,485.3839221
unit.000048,Euclidean_dist_5399_118757,N/A,52.2361660004,52.2396249771,247.259521008,479.249206066,485.4035151
unit.000049,Euclidean_dist_5399_124155,N/A,52.3874361515,52.3903369904,247.767043114,487.11987114,486.488904953
unit.000050,Euclidean_dist_5399_129553,N/A,53.5802550316,53.5831980705,248.978090048,490.148317099,491.276425123
unit.000051,Euclidean_dist_5399_134951,N/A,54.1780979633,54.1810231209,249.385234118,477.422883034,483.286964178
unit.000052,Euclidean_dist_5399_140349,N/A,56.4731650352,56.4760050774,250.300551176,490.374475002,491.283933163
unit.000053,Euclidean_dist_10797_10797,N/A,58.1785261631,58.1816120148,250.704622984,367.565057993,369.081966162
unit.000054,Euclidean_dist_10797_16195,N/A,65.6062200069,65.6094830036,251.920205116,492.070383072,492.342839003
unit.000055,Euclidean_dist_10797_21593,N/A,73.486552,73.4902479649,252.226583004,490.758486032,491.314430952
