CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,45.8757259846,45.880053997,81.7315499783,148.154551029,144.927269936
unit.000001,Euclidean_dist_1_5399,N/A,174.666893005,174.673169851,272.73187995,388.288326979,384.581747055
unit.000002,Euclidean_dist_1_10797,N/A,77.5340299606,77.5383298397,136.687336922,265.952576876,263.189751863
unit.000003,Euclidean_dist_1_16195,N/A,5.62572097778,5.63673090935,5.88094902039,137.160724878,135.503396034
unit.000004,Euclidean_dist_1_21593,N/A,78.851847887,78.8561868668,138.306318045,261.243566036,258.062350988
unit.000005,Euclidean_dist_1_26991,N/A,81.0572340488,81.1303868294,138.342197895,251.36427784,248.61521101
unit.000006,Euclidean_dist_1_32389,N/A,83.5396440029,83.5460560322,140.854658842,259.100702047,255.956075907
unit.000007,Euclidean_dist_1_37787,N/A,85.2288849354,85.2331140041,143.554466009,272.745620966,268.727274895
unit.000008,Euclidean_dist_1_43185,N/A,86.8710889816,86.8753449917,144.70231986,263.226778984,260.132550001
unit.000009,Euclidean_dist_1_48583,N/A,88.3180119991,88.322259903,145.608214855,261.974450827,259.101447821
unit.000010,Euclidean_dist_1_53981,N/A,89.4101319313,89.4165029526,146.976184845,275.354929924,273.020072937
unit.000011,Euclidean_dist_1_59379,N/A,29.1926989555,29.2034039497,29.2077970505,166.207471848,164.122257948
unit.000012,Euclidean_dist_1_64777,N/A,54.2092130184,56.0709960461,123.810284853,261.630640984,258.037806988
unit.000013,Euclidean_dist_1_70175,N/A,94.6388869286,95.5888390541,153.100615025,272.757073879,268.748178005
unit.000014,Euclidean_dist_1_75573,N/A,44.6573438644,44.7345900536,64.7234978676,175.237951994,172.74670887
unit.000015,Euclidean_dist_1_80971,N/A,49.1829898357,49.1874120235,116.454700947,227.021569967,223.663130999
unit.000016,Euclidean_dist_1_86369,N/A,196.826834917,196.833255053,343.168006897,454.512476921,451.077990055
unit.000017,Euclidean_dist_1_91767,N/A,61.9539079666,61.9602768421,125.894364834,246.864861012,243.469566822
unit.000018,Euclidean_dist_1_97165,N/A,100.852010012,100.85629797,175.843312025,286.689460039,283.582823992
unit.000019,Euclidean_dist_1_102563,N/A,70.4152638912,70.4195308685,128.209522963,240.198118925,237.289935827
unit.000020,Euclidean_dist_1_107961,N/A,105.662796974,105.667037964,189.243919849,298.241075039,295.650269032
unit.000021,Euclidean_dist_1_113359,N/A,69.1470868587,69.2221200466,126.966980934,255.576741934,252.836094856
unit.000022,Euclidean_dist_1_118757,N/A,7.01989293098,7.02424788475,7.02882385254,114.628765821,111.38766098
unit.000023,Euclidean_dist_1_124155,N/A,110.830248833,110.83649683,226.80198288,340.507339954,337.202710867
unit.000024,Euclidean_dist_1_129553,N/A,85.0214998722,85.0259258747,141.83958602,262.812331915,259.090860844
unit.000025,Euclidean_dist_1_134951,N/A,93.7569160461,93.763286829,153.071024895,282.980293036,279.094508886
unit.000026,Euclidean_dist_1_140349,N/A,104.778530836,104.853801012,185.514597893,300.95104599,301.691371918
unit.000027,Euclidean_dist_5399_5399,N/A,113.765980959,113.958379984,231.510427952,286.843902826,283.607077837
unit.000028,Euclidean_dist_5399_10797,N/A,122.497004032,122.541815996,238.288976908,366.222585917,362.790062904
unit.000029,Euclidean_dist_5399_16195,N/A,143.877171993,144.635136843,247.681565046,378.111735821,376.003326893
unit.000030,Euclidean_dist_5399_21593,N/A,156.536937952,156.991760969,255.665324926,376.638699055,373.525482893
unit.000031,Euclidean_dist_5399_26991,N/A,130.594794035,130.887609959,240.274420977,367.776152849,365.258359909
unit.000032,Euclidean_dist_5399_32389,N/A,171.550058842,171.55436182,268.601529837,379.558631897,376.005393982
unit.000033,Euclidean_dist_5399_37787,N/A,193.567726851,193.574157,322.223181963,431.745427847,428.159713984
unit.000034,Euclidean_dist_5399_43185,N/A,34.2188880444,34.2298388481,34.2343690395,164.97716403,164.077214003
unit.000035,Euclidean_dist_5399_48583,N/A,35.5378139019,35.5484468937,35.5528318882,162.958993912,159.45223403
unit.000036,Euclidean_dist_5399_53981,N/A,36.3498120308,36.3541228771,36.3592000008,163.871856928,160.484480858
unit.000037,Euclidean_dist_5399_59379,N/A,37.5498919487,37.5542888641,37.5589129925,162.184564829,158.423605919
unit.000038,Euclidean_dist_5399_64777,N/A,39.4230690002,39.4342260361,39.4387919903,164.576395035,164.091884851
unit.000039,Euclidean_dist_5399_70175,N/A,40.5100948811,40.5188748837,40.5257818699,165.80208993,164.129076958
unit.000040,Euclidean_dist_5399_75573,N/A,41.3092868328,41.3136558533,41.3181698322,160.21566391,156.357472897
unit.000041,Euclidean_dist_5399_80971,N/A,42.6592290401,42.6702919006,42.6748268604,161.031036854,157.385098934
unit.000042,Euclidean_dist_5399_86369,N/A,170.449610949,170.455862045,266.383821011,386.542947054,382.523305893
unit.000043,Euclidean_dist_5399_91767,N/A,44.7324979305,44.7387359142,73.9813899994,186.821244001,183.376407862
unit.000044,Euclidean_dist_5399_97165,N/A,179.534857035,179.539285898,284.429267883,394.500165939,391.306763887
unit.000045,Euclidean_dist_5399_102563,N/A,46.8001439571,46.8737308979,114.027776003,230.497278929,226.754314899
unit.000046,Euclidean_dist_5399_107961,N/A,47.0070459843,47.0112929344,114.634395838,224.47624588,220.589766979
unit.000047,Euclidean_dist_5399_113359,N/A,47.9413640499,47.9456310272,115.038872004,239.375664949,237.269527912
unit.000048,Euclidean_dist_5399_118757,N/A,205.069416046,205.076099873,362.729766846,469.372374058,466.140563011
unit.000049,Euclidean_dist_5399_124155,N/A,209.925889015,209.930117846,363.72850585,479.012156963,475.197587013
unit.000050,Euclidean_dist_5399_129553,N/A,51.0199890137,51.0933208466,117.990347862,237.011059999,232.909948826
unit.000051,Euclidean_dist_5399_134951,N/A,52.010933876,52.0152289867,119.165580988,231.234818935,227.78333497
unit.000052,Euclidean_dist_5399_140349,N/A,52.4253439903,52.4296269417,121.050853014,231.988266945,227.80072093
unit.000053,Euclidean_dist_10797_10797,N/A,53.319111824,53.3255038261,121.892315865,178.162014961,175.215540886
unit.000054,Euclidean_dist_10797_16195,N/A,53.3234279156,53.3296699524,122.597559929,232.330677986,228.829952955
unit.000055,Euclidean_dist_10797_21593,N/A,5.52579784393,5.53978300095,5.63034892082,125.878484964,122.86340189
unit.000056,Euclidean_dist_10797_26991,N/A,56.2789330482,56.2851889133,123.938356876,234.360726833,231.879916906
unit.000057,Euclidean_dist_10797_32389,N/A,57.2335548401,57.239784956,124.636183023,235.731649876,232.93055582
unit.000058,Euclidean_dist_10797_37787,N/A,5.84854888916,5.85724401474,6.01632785797,119.162583828,117.842161894
unit.000059,Euclidean_dist_10797_43185,N/A,10.5044829845,10.5108640194,10.517305851,133.115952015,130.934103966
unit.000060,Euclidean_dist_10797_48583,N/A,15.701364994,15.7083508968,15.7193748951,155.424394846,152.262656927
unit.000061,Euclidean_dist_10797_53981,N/A,61.9623370171,61.9666469097,125.896652937,237.335501909,234.974252939
unit.000062,Euclidean_dist_10797_59379,N/A,63.2613918781,63.2657220364,126.588284016,248.672026873,244.53111887
unit.000063,Euclidean_dist_10797_64777,N/A,64.7035028934,64.710007906,126.62480402,247.672914982,243.485630989
unit.000064,Euclidean_dist_10797_70175,N/A,65.4393768311,65.445761919,126.881295919,244.842468977,240.380697012
unit.000065,Euclidean_dist_10797_75573,N/A,217.77610302,217.780372858,371.94907093,487.231251001,483.832465887
unit.000066,Euclidean_dist_10797_80971,N/A,77.912763834,77.9170188904,137.16847086,260.815588951,258.040158987
unit.000067,Euclidean_dist_10797_86369,N/A,5.7449400425,5.75576090813,5.91075587273,130.889965057,127.057567835
unit.000068,Euclidean_dist_10797_91767,N/A,81.1803638935,81.1866309643,140.808264971,257.807693005,254.92603302
unit.000069,Euclidean_dist_10797_97165,N/A,9.00554299355,9.01200985909,9.01655602455,131.709292889,128.090105057
