Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171027-153752
5000,10000,1,5000,311.0,7186.89452951,20171027-153752
0,5000,2,5000,622.0,5751.85438126,20171027-153752
5000,10000,3,5000,937.0,6515.21576624,20171027-153752
10000,15000,4,5000,1247.0,6833.62197714,20171027-153752
15000,20000,5,5000,1558.0,7165.68576025,20171027-153752
20000,25000,6,5000,1875.0,7098.82527527,20171027-153752
25000,30000,7,5000,2186.0,7219.66327052,20171027-153752
30000,35000,8,5000,2497.0,7318.69508748,20171027-153752
35000,40000,9,5000,2809.0,7212.56676482,20171027-153752
40000,45000,10,5000,3120.0,7287.43459049,20171027-153752
45000,50000,11,5000,3429.0,7404.5595296,20171027-153752
50000,55000,12,5000,3741.0,7446.41814602,20171027-153752
55000,60000,13,5000,4050.0,7479.38776822,20171027-153752
60000,65000,14,5000,4364.0,7715.45407933,20171027-153752
65000,70000,15,5000,4676.0,7934.62076543,20171027-153752
70000,75000,16,5000,4992.0,8136.14941194,20171027-153752
75000,80000,17,5000,5305.0,8324.19240217,20171027-153752
80000,85000,18,5000,5616.0,8493.39005783,20171027-153752
85000,90000,19,5000,5927.0,8644.91883117,20171027-153752
90000,95000,20,5000,6238.0,8834.56518041,20171027-153752
95000,100000,21,5000,6550.0,8971.93734041,20171027-153752
0,5000,22,5000,6866.0,7122.18479189,20171027-153753
5000,10000,23,5000,7184.0,6795.98300501,20171027-153753
10000,15000,24,5000,7502.0,6709.75874553,20171027-153753
15000,20000,25,5000,7803.0,6454.15734123,20171027-153753
20000,25000,26,5000,8105.0,6538.69909739,20171027-153753
25000,30000,27,5000,8405.0,6654.53637189,20171027-153753
30000,35000,28,5000,8705.0,6669.11239767,20171027-153753
35000,40000,29,5000,9014.0,6737.09094829,20171027-153753
40000,45000,30,5000,9323.0,6840.76032224,20171027-153753
45000,50000,31,5000,9629.0,6902.23655419,20171027-153753
50000,55000,32,5000,9936.0,6963.6489138,20171027-153753
55000,60000,33,5000,10246.0,7061.6678225,20171027-153753
60000,65000,34,5000,10556.0,7117.66285499,20171027-153753
65000,70000,35,5000,10870.0,7173.26884242,20171027-153753
70000,75000,36,5000,11183.0,7266.21748351,20171027-153753
75000,80000,37,5000,11492.0,7316.41789834,20171027-153753
80000,85000,38,5000,11802.0,7362.61987146,20171027-153753
85000,90000,39,5000,12112.0,7408.04617593,20171027-153753
90000,95000,40,5000,12422.0,7487.42616107,20171027-153753
95000,100000,41,5000,12740.0,7532.61764906,20171027-153753
100000,105000,42,5000,13058.0,7574.00827165,20171027-153753
105000,110000,43,5000,13373.0,7612.32606456,20171027-153753
110000,115000,44,5000,13688.0,7651.76148135,20171027-153753
115000,120000,45,5000,14001.0,7688.64931379,20171027-153753
120000,125000,46,5000,14313.0,7723.81389328,20171027-153753
125000,130000,47,5000,14613.0,7756.33972088,20171027-153753
