CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.621,N/A,1.459,13.546,13.548,0.042442,4.118832,0.00212

unit.000001,Mapper-0-2,N/A,0.57,N/A,0.904,13.514,13.516,0.050175,3.94981,0.00218

unit.000002,Mapper-0-3,N/A,0.555,N/A,0.76,12.47,12.473,0.047033,3.977919,0.001602

unit.000003,Mapper-0-4,N/A,0.554,N/A,0.751,12.47,12.472,0.046475,3.797439,0.002361

unit.000004,Mapper-0-5,N/A,0.588,N/A,1.106,12.481,12.483,0.051688,4.002579,0.001763

unit.000005,Mapper-0-6,N/A,0.595,N/A,1.194,12.491,12.493,0.050174,3.992828,0.001946

unit.000006,Mapper-0-7,N/A,0.6,N/A,1.26,13.529,13.531,0.051955,3.968805,0.001784

unit.000007,Mapper-0-8,N/A,0.592,N/A,1.157,12.486,12.488,0.052073,3.86806,0.001684

unit.000008,Mapper-0-9,N/A,0.593,N/A,1.176,12.489,12.491,0.053014,3.848635,0.001647

unit.000009,Mapper-0-10,N/A,0.62,N/A,1.449,13.545,13.547,0.051164,3.980651,0.001573

unit.000010,Mapper-0-11,N/A,0.529,N/A,0.553,10.444,10.446,0.081554,4.536383,0.001666

unit.000011,Mapper-0-12,N/A,0.533,N/A,0.573,10.447,10.449,0.047293,4.121899,0.001542

unit.000012,Mapper-0-13,N/A,0.534,N/A,0.583,10.448,10.45,0.049269,4.773755,0.001705

unit.000013,Mapper-0-14,N/A,0.536,N/A,0.602,10.45,10.452,0.048364,3.828038,0.001613

unit.000014,Mapper-0-15,N/A,0.54,N/A,0.631,10.455,10.456,0.070679,4.672132,0.001578

unit.000015,Mapper-0-16,N/A,0.543,N/A,0.649,10.458,10.46,0.048961,3.996394,0.001734

unit.000016,Mapper-0-17,N/A,0.546,N/A,0.677,10.461,10.462,0.049377,3.964762,0.001616

unit.000017,Mapper-0-18,N/A,0.548,N/A,0.695,10.463,10.465,0.048809,3.929677,0.001568

unit.000018,Mapper-0-19,N/A,0.549,N/A,0.704,14.566,14.57,0.046626,4.886844,0.001723

unit.000019,Mapper-0-20,N/A,0.551,N/A,0.723,13.498,13.5,0.048068,4.697609,0.003109

unit.000020,Mapper-0-21,N/A,0.552,N/A,0.732,13.501,13.502,0.046221,4.056477,0.001625

unit.000021,Mapper-0-22,N/A,0.543,N/A,0.658,10.459,10.461,0.050556,3.915734,0.001861

unit.000022,Mapper-0-23,N/A,0.557,N/A,0.779,12.473,12.474,0.047938,3.947359,0.001599

unit.000023,Mapper-0-24,N/A,0.559,N/A,0.797,13.504,13.505,0.071992,4.139303,0.001731

unit.000024,Mapper-0-25,N/A,0.561,N/A,0.824,13.506,13.507,0.050663,3.941261,0.001735

unit.000025,Mapper-0-26,N/A,0.564,N/A,0.858,13.506,13.508,0.050823,4.024086,0.001854

unit.000026,Mapper-0-27,N/A,0.567,N/A,0.877,13.509,13.51,0.046872,4.10952,0.001785

unit.000027,Mapper-0-28,N/A,0.568,N/A,0.895,13.511,13.513,0.046677,4.101589,0.001708

unit.000028,Mapper-0-29,N/A,0.572,N/A,0.926,13.516,13.518,0.046404,4.035419,0.001729

unit.000029,Mapper-0-30,N/A,0.573,N/A,0.963,13.517,13.519,0.048679,4.004627,0.001692

unit.000030,Mapper-0-31,N/A,0.576,N/A,0.998,13.522,13.523,0.048819,4.041964,0.001931

unit.000031,Mapper-0-32,N/A,0.579,N/A,1.017,13.524,13.525,0.050351,4.014358,0.003224

unit.000032,Mapper-0-33,N/A,0.581,N/A,1.035,14.574,14.575,0.050414,4.034393,0.001549

unit.000033,Mapper-0-34,N/A,0.583,N/A,1.053,12.476,12.477,0.043009,3.96186,0.001561

unit.000034,Mapper-0-35,N/A,0.584,N/A,1.072,12.478,12.48,0.044996,3.877434,0.001566

unit.000035,Mapper-0-36,N/A,0.587,N/A,1.096,12.481,12.482,0.046274,3.937977,0.001605

unit.000036,Mapper-0-37,N/A,0.591,N/A,1.133,12.486,12.487,0.048152,3.814124,0.005222

unit.000037,Mapper-0-38,N/A,0.592,N/A,1.166,12.488,12.49,0.048709,3.793838,0.002474

unit.000038,Mapper-0-39,N/A,0.589,N/A,1.114,12.483,12.485,0.048944,3.800279,0.001779

unit.000039,Mapper-0-40,N/A,0.59,N/A,1.123,12.484,12.486,0.0493,3.884291,0.001679

unit.000040,Mapper-0-41,N/A,0.594,N/A,1.185,12.491,12.492,0.051043,4.027344,0.001847

unit.000041,Mapper-0-42,N/A,0.625,N/A,1.468,13.548,13.549,0.051342,3.947105,0.006877

unit.000042,Mapper-0-43,N/A,0.597,N/A,1.212,12.494,12.496,0.050239,3.874147,0.001799

unit.000043,Mapper-0-44,N/A,0.628,N/A,1.496,13.551,13.554,0.052076,3.934397,0.002211

unit.000044,Mapper-0-45,N/A,0.598,N/A,1.234,13.528,13.53,0.047062,3.936012,0.001802

unit.000045,Mapper-0-46,N/A,0.599,N/A,1.25,14.574,14.576,0.047966,3.988204,0.001697

unit.000046,Mapper-0-47,N/A,0.596,N/A,1.203,12.493,12.495,0.056741,3.903359,0.001645

unit.000047,Mapper-0-48,N/A,0.607,N/A,1.304,13.534,13.535,0.045832,4.028689,0.002841

unit.000048,Mapper-0-49,N/A,0.602,N/A,1.269,14.576,14.578,0.047827,3.924448,0.001679

unit.000049,Mapper-0-50,N/A,0.603,N/A,1.278,13.531,13.533,0.045522,3.848231,0.002437

