CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.534,N/A,1.364,13.143,13.145,0.040037,4.07402,0.010479
unit.000001,Mapper-0-2,N/A,0.535,N/A,1.38,13.146,13.147,0.012193,4.011337,0.016817
unit.000002,Mapper-0-3,N/A,0.536,N/A,1.399,13.148,13.15,0.012318,3.99866,0.01424
unit.000003,Mapper-0-4,N/A,0.538,N/A,1.418,13.151,13.153,0.01439,3.978253,0.010577
unit.000004,Mapper-0-5,N/A,0.539,N/A,1.462,13.154,13.156,0.014361,4.127037,0.010934
unit.000005,Mapper-0-6,N/A,0.541,N/A,1.482,14.189,14.191,0.009967,4.004115,0.011888
unit.000006,Mapper-0-7,N/A,0.543,N/A,1.516,13.159,13.161,0.014717,3.995814,0.010317
unit.000007,Mapper-0-8,N/A,0.545,N/A,1.534,14.19,14.192,0.015009,5.001962,0.009965
unit.000008,Mapper-0-9,N/A,0.547,N/A,1.561,14.192,14.194,0.051035,5.168085,0.010594
unit.000009,Mapper-0-10,N/A,1.199,N/A,1.58,14.193,14.195,0.015063,4.704157,0.009935
unit.000010,Mapper-0-11,N/A,2.591,N/A,2.606,13.171,13.173,0.015003,3.952181,0.010394
unit.000011,Mapper-0-12,N/A,3.825,N/A,3.84,13.175,13.176,0.015168,4.182308,0.01038
unit.000012,Mapper-0-13,N/A,0.542,N/A,1.491,13.157,13.158,0.015005,3.948353,0.0104
unit.000013,Mapper-0-14,N/A,6.107,N/A,6.141,13.177,13.179,0.024482,4.110015,0.010065
unit.000014,Mapper-0-15,N/A,0.524,N/A,1.217,13.126,13.127,0.014765,4.075627,0.010034
unit.000015,Mapper-0-16,N/A,0.523,N/A,1.197,14.186,14.189,0.01451,4.817786,0.009973
unit.000016,Mapper-0-17,N/A,0.524,N/A,1.227,13.128,13.13,0.015194,4.082691,0.010733
unit.000017,Mapper-0-18,N/A,0.525,N/A,1.239,13.129,13.131,0.013969,4.390113,0.013995
unit.000018,Mapper-0-19,N/A,0.526,N/A,1.266,12.091,12.093,0.015938,4.028979,0.010264
unit.000019,Mapper-0-20,N/A,0.532,N/A,1.331,13.14,13.142,0.014514,3.986407,0.010384
unit.000020,Mapper-0-21,N/A,0.533,N/A,1.345,13.14,13.143,0.012964,4.043773,0.010461
unit.000021,Mapper-0-22,N/A,0.533,N/A,1.354,13.143,13.145,0.013003,4.008957,0.011022
unit.000022,Mapper-0-23,N/A,0.521,N/A,1.166,13.124,13.125,0.012477,4.049732,0.011131
unit.000023,Mapper-0-24,N/A,0.492,N/A,0.692,14.182,14.183,0.024999,5.305623,0.010435
unit.000024,Mapper-0-25,N/A,0.5,N/A,0.78,13.111,13.113,0.00944,4.235239,0.010316
unit.000025,Mapper-0-26,N/A,0.53,N/A,1.313,13.137,13.14,0.040681,3.971564,0.012475
unit.000026,Mapper-0-27,N/A,0.529,N/A,1.294,13.134,13.136,0.013774,4.097384,0.010492
unit.000027,Mapper-0-28,N/A,0.528,N/A,1.285,13.132,13.134,0.01418,4.481687,0.011164
unit.000028,Mapper-0-29,N/A,0.527,N/A,1.275,13.131,13.133,0.036401,4.102468,0.010052
unit.000029,Mapper-0-30,N/A,0.536,N/A,1.389,13.146,13.148,0.012987,4.024435,0.011839
unit.000030,Mapper-0-31,N/A,0.537,N/A,1.408,13.149,13.151,0.014281,4.069159,0.012366
