CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,1.741,N/A,3.882,18.683,18.684,0.032709,1.961159,0.003948

unit.000001,Mapper-0-2,N/A,1.744,N/A,3.92,18.687,18.688,0.03271,1.954853,0.003714

unit.000002,Mapper-0-3,N/A,1.749,N/A,3.954,18.692,18.693,0.025797,1.954626,0.005906

unit.000003,Mapper-0-4,N/A,1.752,N/A,4.231,18.696,18.697,0.0258,1.984699,0.003475

unit.000004,Mapper-0-5,N/A,1.756,N/A,4.348,18.698,18.7,0.025881,1.924871,0.003384

unit.000005,Mapper-0-6,N/A,1.758,N/A,4.413,18.701,18.703,0.025751,1.94401,0.01375

unit.000006,Mapper-0-7,N/A,1.762,N/A,4.451,18.706,18.707,0.025599,1.927075,0.003593

unit.000007,Mapper-0-8,N/A,1.764,N/A,4.477,18.708,18.71,0.025872,1.946253,0.011754

unit.000008,Mapper-0-9,N/A,1.672,N/A,2.797,13.554,13.556,0.021793,1.895926,0.003475

unit.000009,Mapper-0-10,N/A,1.607,N/A,1.988,12.471,12.475,0.026232,1.931918,0.003474

unit.000010,Mapper-0-11,N/A,1.677,N/A,2.873,13.56,13.561,0.039771,1.943669,0.003732

unit.000011,Mapper-0-12,N/A,1.682,N/A,3.04,14.589,14.591,0.006306,1.969372,0.003336

unit.000012,Mapper-0-13,N/A,1.684,N/A,3.08,14.591,14.593,0.00645,1.969059,0.003452

unit.000013,Mapper-0-14,N/A,1.711,N/A,3.551,17.641,17.643,0.018305,1.954669,0.003611

unit.000014,Mapper-0-15,N/A,1.714,N/A,3.589,17.642,17.644,0.018455,1.929628,0.003546

unit.000015,Mapper-0-16,N/A,1.718,N/A,3.628,17.644,17.646,0.018449,1.984348,0.003399

unit.000016,Mapper-0-17,N/A,1.721,N/A,3.667,17.647,17.649,0.018489,2.006378,0.006817

unit.000017,Mapper-0-18,N/A,1.729,N/A,3.712,18.669,18.67,0.032926,1.999082,0.003472

unit.000018,Mapper-0-19,N/A,1.731,N/A,3.739,18.671,18.673,0.02847,1.975735,0.004022

unit.000019,Mapper-0-20,N/A,1.734,N/A,3.771,18.675,18.676,0.032995,1.971159,0.003533

unit.000020,Mapper-0-21,N/A,1.647,N/A,2.402,12.509,12.511,0.022278,1.965928,0.006265

unit.000021,Mapper-0-22,N/A,1.706,N/A,3.495,17.639,17.641,0.023456,1.944724,0.003645

unit.000022,Mapper-0-23,N/A,1.702,N/A,3.413,16.625,16.627,0.023508,2.029539,0.003316

unit.000023,Mapper-0-24,N/A,1.764,N/A,4.488,18.709,18.71,0.025835,2.005828,0.003509

unit.000024,Mapper-0-25,N/A,1.745,N/A,3.931,18.689,18.69,0.033661,2.070685,0.003675

unit.000025,Mapper-0-26,N/A,1.739,N/A,3.86,18.68,18.682,0.032957,1.910921,0.003464

unit.000026,Mapper-0-27,N/A,1.735,N/A,3.786,18.677,18.678,0.033006,2.028239,0.003744

unit.000027,Mapper-0-28,N/A,1.737,N/A,3.834,18.677,18.679,0.03286,1.901641,0.003582

unit.000028,Mapper-0-29,N/A,1.743,N/A,3.908,18.685,18.688,0.03273,1.968793,0.003397

unit.000029,Mapper-0-30,N/A,1.747,N/A,3.942,18.689,18.691,0.02576,1.93588,0.016632

unit.000030,Mapper-0-31,N/A,1.751,N/A,3.995,18.694,18.695,0.025925,2.054638,0.003827

unit.000031,Mapper-0-32,N/A,1.754,N/A,4.337,18.698,18.7,0.026572,1.923615,0.003656

unit.000032,Mapper-0-33,N/A,1.757,N/A,4.366,18.701,18.702,0.024393,1.95043,0.009861

unit.000033,Mapper-0-34,N/A,1.76,N/A,4.438,18.704,18.705,0.025835,1.916882,0.004258

unit.000034,Mapper-0-35,N/A,1.739,N/A,3.871,18.682,18.684,0.032979,2.005305,0.003543

unit.000035,Mapper-0-36,N/A,0.803,N/A,1.591,9.42,9.423,0.017995,1.965634,0.003737

unit.000036,Mapper-0-37,N/A,1.54,N/A,1.629,9.428,9.43,0.01881,1.914222,0.003435

unit.000037,Mapper-0-38,N/A,1.569,N/A,1.656,9.433,9.435,0.022091,1.973283,0.003516

unit.000038,Mapper-0-39,N/A,1.575,N/A,1.686,9.437,9.439,0.018778,1.894398,0.003356

unit.000039,Mapper-0-40,N/A,1.58,N/A,1.717,9.442,9.444,0.018846,1.899807,0.003608

unit.000040,Mapper-0-41,N/A,1.583,N/A,1.746,13.52,13.522,0.020811,1.940851,0.003213

unit.000041,Mapper-0-42,N/A,1.586,N/A,1.775,13.52,13.523,0.02078,1.974081,0.003199

unit.000042,Mapper-0-43,N/A,1.59,N/A,1.814,12.459,12.461,0.021,1.918897,0.003268

unit.000043,Mapper-0-44,N/A,1.594,N/A,1.852,13.523,13.525,0.020328,1.979031,0.003193

unit.000044,Mapper-0-45,N/A,1.597,N/A,1.885,13.525,13.527,0.020837,1.926254,0.003582

unit.000045,Mapper-0-46,N/A,1.598,N/A,1.895,12.467,12.468,0.024242,1.991068,0.003851

unit.000046,Mapper-0-47,N/A,1.601,N/A,1.951,12.469,12.471,0.024042,1.928397,0.003638

unit.000047,Mapper-0-48,N/A,1.605,N/A,1.979,13.528,13.53,0.024243,1.911315,0.003636

unit.000048,Mapper-0-49,N/A,1.61,N/A,2.007,12.474,12.477,0.024306,1.928703,0.00375

unit.000049,Mapper-0-50,N/A,1.615,N/A,2.045,12.477,12.479,0.024108,1.908563,0.005805

unit.000050,Mapper-0-51,N/A,1.62,N/A,2.089,12.482,12.484,0.019071,1.982582,0.003482

unit.000051,Mapper-0-52,N/A,1.622,N/A,2.131,12.483,12.484,0.0192,1.913656,0.004327

unit.000052,Mapper-0-53,N/A,1.627,N/A,2.168,12.487,12.489,0.019268,1.977141,0.00353

unit.000053,Mapper-0-54,N/A,1.631,N/A,2.205,14.576,14.578,0.018969,2.239886,0.003509

unit.000054,Mapper-0-55,N/A,1.635,N/A,2.233,12.493,12.494,0.018382,1.940948,0.003531

unit.000055,Mapper-0-56,N/A,1.639,N/A,2.271,12.498,12.5,0.022265,1.992904,0.003639

unit.000056,Mapper-0-57,N/A,1.642,N/A,2.32,12.503,12.505,0.022132,1.941377,0.003593

unit.000057,Mapper-0-58,N/A,1.644,N/A,2.346,12.504,12.506,0.022233,1.974472,0.003322

unit.000058,Mapper-0-59,N/A,1.611,N/A,2.016,14.572,14.575,0.02707,1.930724,0.003483

unit.000059,Mapper-0-60,N/A,1.65,N/A,2.449,12.515,12.517,0.020223,1.964798,0.005349

unit.000060,Mapper-0-61,N/A,1.653,N/A,2.477,14.58,14.582,0.019769,1.949393,0.003566

unit.000061,Mapper-0-62,N/A,1.656,N/A,2.505,13.541,13.543,0.020121,1.887155,0.005737

unit.000062,Mapper-0-63,N/A,1.658,N/A,2.534,13.544,13.545,0.020175,1.905637,0.003504

unit.000063,Mapper-0-64,N/A,1.66,N/A,2.554,14.58,14.583,0.019883,1.97818,0.003873

unit.000064,Mapper-0-65,N/A,1.663,N/A,2.582,13.549,13.55,0.027094,1.939276,0.003498

unit.000065,Mapper-0-66,N/A,1.665,N/A,2.615,17.629,17.631,0.021652,1.944033,0.003523

unit.000066,Mapper-0-67,N/A,1.668,N/A,2.678,13.551,13.553,0.021731,1.920832,0.005506

unit.000067,Mapper-0-68,N/A,1.732,N/A,3.751,18.672,18.674,0.03226,1.951229,0.003579

unit.000068,Mapper-0-69,N/A,1.646,N/A,2.392,12.509,12.511,0.022122,1.98931,0.003532

unit.000069,Mapper-0-70,N/A,1.674,N/A,2.826,14.586,14.588,0.021688,1.903379,0.003398

unit.000070,Mapper-0-71,N/A,1.588,N/A,1.784,12.456,12.458,0.021008,1.941629,0.003251

unit.000071,Mapper-0-72,N/A,1.632,N/A,2.214,12.491,12.492,0.021095,2.163385,0.003475

unit.000072,Mapper-0-73,N/A,1.651,N/A,2.459,13.538,13.54,0.01864,2.018449,0.003535

unit.000073,Mapper-0-74,N/A,1.718,N/A,3.638,18.663,18.665,0.017732,1.929001,0.004915

unit.000074,Mapper-0-75,N/A,1.685,N/A,3.097,15.61,15.612,0.005644,1.967657,0.003467

unit.000075,Mapper-0-76,N/A,1.687,N/A,3.126,14.592,14.594,0.005741,2.008143,0.003291

unit.000076,Mapper-0-77,N/A,1.69,N/A,3.173,13.565,13.566,0.011613,1.948451,0.003298

unit.000077,Mapper-0-78,N/A,1.692,N/A,3.224,13.565,13.567,0.006127,1.909596,0.003786

unit.000078,Mapper-0-79,N/A,1.7,N/A,3.36,18.656,18.657,0.02216,2.290492,0.003215

unit.000079,Mapper-0-80,N/A,1.695,N/A,3.261,17.632,17.634,0.025344,2.299921,0.003444

unit.000080,Mapper-0-81,N/A,1.698,N/A,3.309,17.634,17.635,0.0232,2.137255,0.003299

unit.000081,Mapper-0-82,N/A,1.702,N/A,3.433,15.615,15.617,0.021997,2.009219,0.003468

unit.000082,Mapper-0-83,N/A,1.705,N/A,3.465,15.617,15.619,0.021969,1.988752,0.00345

unit.000083,Mapper-0-84,N/A,1.708,N/A,3.516,15.621,15.622,0.021763,1.88862,0.00427

unit.000084,Mapper-0-85,N/A,1.709,N/A,3.527,17.639,17.641,0.022414,1.98116,0.003344

unit.000085,Mapper-0-86,N/A,1.714,N/A,3.577,18.658,18.66,0.018354,1.993801,0.003514

unit.000086,Mapper-0-87,N/A,1.716,N/A,3.608,17.644,17.645,0.018307,1.949123,0.003478

unit.000087,Mapper-0-88,N/A,1.71,N/A,3.537,18.656,18.658,0.018365,1.948054,0.003788

unit.000088,Mapper-0-89,N/A,1.722,N/A,3.679,18.666,18.667,0.018115,1.944288,0.004055

unit.000089,Mapper-0-90,N/A,1.731,N/A,3.722,18.669,18.671,0.032808,1.885952,0.004311

unit.000090,Mapper-0-91,N/A,1.567,N/A,1.638,9.431,9.432,0.018688,1.893131,0.003818

unit.000091,Mapper-0-92,N/A,1.591,N/A,1.823,14.57,14.575,0.020739,1.930384,0.019348

unit.000092,Mapper-0-93,N/A,1.608,N/A,1.998,13.53,13.532,0.02428,1.939497,0.003644

unit.000093,Mapper-0-94,N/A,1.636,N/A,2.242,12.493,12.495,0.022101,1.956231,0.015806

unit.000094,Mapper-0-95,N/A,1.654,N/A,2.487,13.538,13.54,0.020072,1.953084,0.003853

unit.000095,Mapper-0-96,N/A,1.669,N/A,2.714,15.604,15.605,0.021689,1.966914,0.003403

unit.000096,Mapper-0-97,N/A,1.686,N/A,3.109,13.563,13.564,0.005895,1.934643,0.003618

unit.000097,Mapper-0-98,N/A,1.701,N/A,3.378,17.636,17.638,0.022048,2.110391,0.003366

unit.000098,Mapper-0-99,N/A,1.717,N/A,3.618,18.661,18.663,0.018108,1.967963,0.003556

unit.000099,Mapper-0-100,N/A,1.668,N/A,2.644,14.583,14.585,0.021691,1.965121,0.003508

unit.000100,Mapper-0-101,N/A,1.759,N/A,4.424,18.703,18.705,0.025724,2.013108,0.00359

unit.000101,Mapper-0-102,N/A,0.806,N/A,1.61,9.424,9.426,0.01872,1.940273,0.003714

unit.000102,Mapper-0-103,N/A,1.568,N/A,1.647,9.431,9.433,0.021284,1.95973,0.003964

unit.000103,Mapper-0-104,N/A,1.571,N/A,1.677,9.436,9.438,0.018664,1.929135,0.004386

unit.000104,Mapper-0-105,N/A,1.578,N/A,1.696,9.439,9.44,0.017224,1.958787,0.003336

unit.000105,Mapper-0-106,N/A,1.582,N/A,1.736,12.452,12.454,0.020804,2.023382,0.003581

unit.000106,Mapper-0-107,N/A,1.585,N/A,1.765,12.455,12.457,0.020914,1.881101,0.003961

unit.000107,Mapper-0-108,N/A,1.588,N/A,1.794,13.523,13.524,0.020826,1.943976,0.003194

unit.000108,Mapper-0-109,N/A,1.737,N/A,3.848,18.68,18.681,0.032668,2.014053,0.003341

unit.000109,Mapper-0-110,N/A,1.652,N/A,2.468,12.515,12.517,0.019944,2.00516,0.00376

unit.000110,Mapper-0-111,N/A,1.728,N/A,3.701,18.666,18.668,0.018245,2.024289,0.003822

unit.000111,Mapper-0-112,N/A,1.6,N/A,1.913,12.468,12.47,0.024256,1.948968,0.004606

unit.000112,Mapper-0-113,N/A,1.604,N/A,1.969,12.471,12.472,0.024233,1.886159,0.003547

unit.000113,Mapper-0-114,N/A,1.617,N/A,2.054,13.533,13.534,0.0234,1.926783,0.005441

unit.000114,Mapper-0-115,N/A,1.612,N/A,2.026,12.477,12.478,0.025959,1.86775,0.006114

unit.000115,Mapper-0-116,N/A,1.618,N/A,2.066,12.479,12.481,0.019074,1.911577,0.003648

