CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,45.132,N/A,45.145,49.278,49.28,0.013513,2.011633,0.010617
unit.000001,Mapper-0-2,N/A,0.535,N/A,1.189,12.034,12.036,0.040562,2.007274,0.010108
unit.000002,Mapper-0-3,N/A,0.528,N/A,1.118,12.025,12.027,0.050082,2.029512,0.010032
unit.000003,Mapper-0-4,N/A,4.232,N/A,4.246,12.09,12.092,0.015752,2.085001,0.010415
unit.000004,Mapper-0-5,N/A,6.989,N/A,7.003,12.095,12.097,0.015677,2.035316,0.010473
unit.000005,Mapper-0-6,N/A,8.37,N/A,8.393,13.103,13.104,0.042049,2.019374,0.010319
unit.000006,Mapper-0-7,N/A,59.525,N/A,59.539,64.349,64.351,0.013737,2.053888,0.010254
unit.000007,Mapper-0-8,N/A,12.438,N/A,12.461,17.119,17.122,0.014313,1.984584,0.009847
unit.000008,Mapper-0-9,N/A,15.16,N/A,15.172,19.129,19.131,0.01443,1.982765,0.010462
unit.000009,Mapper-0-10,N/A,16.576,N/A,16.589,21.136,21.139,0.015166,2.031872,0.010576
unit.000010,Mapper-0-11,N/A,19.334,N/A,19.346,24.152,24.154,0.014901,2.013178,0.010181
unit.000011,Mapper-0-12,N/A,21.915,N/A,21.928,26.163,26.165,0.031192,1.99214,0.010015
unit.000012,Mapper-0-13,N/A,24.647,N/A,24.66,28.173,28.175,0.014102,2.025942,0.010087
unit.000013,Mapper-0-14,N/A,27.404,N/A,27.417,31.186,31.188,0.014331,1.985326,0.009752
unit.000014,Mapper-0-15,N/A,30.273,N/A,30.289,35.203,35.205,0.048402,2.038229,0.010092
unit.000015,Mapper-0-16,N/A,31.619,N/A,31.641,36.209,36.211,0.014825,1.974297,0.010428
unit.000016,Mapper-0-17,N/A,34.305,N/A,34.318,39.222,39.224,0.014163,2.007228,0.010217
unit.000017,Mapper-0-18,N/A,35.831,N/A,35.845,41.231,41.233,0.013391,1.958369,0.010427
unit.000018,Mapper-0-19,N/A,38.375,N/A,38.39,44.243,44.245,0.015598,2.007868,0.010081
unit.000019,Mapper-0-20,N/A,39.899,N/A,39.911,44.248,44.249,0.015208,1.980823,0.010815
unit.000020,Mapper-0-21,N/A,41.098,N/A,41.12,46.261,46.264,0.016333,1.993607,0.010291
unit.000021,Mapper-0-22,N/A,42.445,N/A,42.467,46.264,46.266,0.01434,2.016102,0.010501
unit.000022,Mapper-0-23,N/A,43.788,N/A,43.81,49.275,49.278,0.014587,2.028388,0.01029
unit.000023,Mapper-0-24,N/A,46.518,N/A,46.54,51.292,51.293,0.02978,2.029601,0.009977
unit.000024,Mapper-0-25,N/A,48.04,N/A,48.052,53.299,53.301,0.015011,2.081876,0.010167
unit.000025,Mapper-0-26,N/A,51.166,N/A,51.18,55.308,55.31,0.011807,2.008048,0.010367
unit.000026,Mapper-0-27,N/A,52.511,N/A,52.526,56.313,56.315,0.013852,2.034799,0.010391
unit.000027,Mapper-0-28,N/A,54.003,N/A,54.016,57.318,57.32,0.011268,2.019947,0.010416
unit.000028,Mapper-0-29,N/A,58.182,N/A,58.196,62.34,62.342,0.013926,2.029765,0.010098
unit.000029,Mapper-0-30,N/A,54.004,N/A,54.025,57.319,57.321,0.011108,1.990788,0.010311
unit.000030,Mapper-0-31,N/A,55.346,N/A,55.368,60.33,60.333,0.041907,1.988244,0.010322
unit.000031,Mapper-0-32,N/A,61.014,N/A,61.028,65.353,65.355,0.014176,2.02939,0.009916
unit.000032,Mapper-0-33,N/A,62.357,N/A,62.379,66.359,66.361,0.013833,2.009746,0.009848
unit.000033,Mapper-0-34,N/A,65.195,N/A,65.217,69.383,69.386,0.06,2.022989,0.010412
unit.000034,Mapper-0-35,N/A,66.537,N/A,66.562,70.39,70.392,0.014571,1.98254,0.015482
unit.000035,Mapper-0-36,N/A,69.371,N/A,69.386,73.402,73.404,0.013728,2.00782,0.010232
unit.000036,Mapper-0-37,N/A,72.126,N/A,72.139,75.413,75.416,0.013834,2.034354,0.010402
unit.000037,Mapper-0-38,N/A,73.685,N/A,73.697,78.425,78.427,0.03622,2.010139,0.009956
unit.000038,Mapper-0-39,N/A,74.881,N/A,74.894,79.477,79.48,0.013823,1.995527,0.009809
unit.000039,Mapper-0-40,N/A,0.469,N/A,0.504,7.915,7.917,0.03035,2.197387,0.010901
unit.000040,Mapper-0-41,N/A,0.474,N/A,0.541,7.921,7.923,0.02663,2.014871,0.010528
unit.000041,Mapper-0-42,N/A,0.478,N/A,0.568,7.926,7.928,0.026661,1.998067,0.012798
unit.000042,Mapper-0-43,N/A,0.486,N/A,0.604,7.932,7.934,0.026684,2.038402,0.010172
unit.000043,Mapper-0-44,N/A,0.489,N/A,0.631,7.935,7.937,0.026985,2.016452,0.010633
unit.000044,Mapper-0-45,N/A,0.493,N/A,0.658,11.982,11.985,0.011646,2.084826,0.010144
unit.000045,Mapper-0-46,N/A,0.495,N/A,0.685,11.987,11.989,0.011391,2.085682,0.012459
unit.000046,Mapper-0-47,N/A,0.498,N/A,0.713,11.992,11.993,0.012043,2.07564,0.010402
unit.000047,Mapper-0-48,N/A,0.501,N/A,0.743,11.995,11.997,0.011976,2.087878,0.010248
unit.000048,Mapper-0-49,N/A,0.505,N/A,0.771,12.0,12.002,0.012015,2.065992,0.010726
unit.000049,Mapper-0-50,N/A,0.508,N/A,0.818,9.942,9.944,0.010118,1.969094,0.016103
unit.000050,Mapper-0-51,N/A,0.512,N/A,0.866,9.955,9.957,0.009225,1.994653,0.011818
unit.000051,Mapper-0-52,N/A,0.515,N/A,0.894,9.958,9.96,0.011771,1.996124,0.010518
unit.000052,Mapper-0-53,N/A,0.517,N/A,0.958,12.007,12.009,0.011173,1.983785,0.010358
unit.000053,Mapper-0-54,N/A,0.522,N/A,1.031,12.009,12.012,0.01018,2.018512,0.009925
unit.000054,Mapper-0-55,N/A,0.525,N/A,1.059,12.012,12.014,0.015968,1.982334,0.01093
unit.000055,Mapper-0-56,N/A,27.585,N/A,27.599,31.186,31.189,0.015641,2.041034,0.010247
unit.000056,Mapper-0-57,N/A,0.531,N/A,1.144,12.028,12.03,0.015958,2.376266,0.00997
unit.000057,Mapper-0-58,N/A,51.167,N/A,51.189,55.308,55.311,0.013944,1.983313,0.010171
unit.000058,Mapper-0-59,N/A,0.539,N/A,1.238,12.046,12.049,0.015918,2.00983,0.010402
unit.000059,Mapper-0-60,N/A,9.713,N/A,9.739,13.105,13.107,0.014059,1.953771,0.010225
unit.000060,Mapper-0-61,N/A,0.467,N/A,0.494,7.914,7.916,0.026577,1.992754,0.010901
unit.000061,Mapper-0-62,N/A,0.471,N/A,0.522,7.918,7.92,0.026623,2.060653,0.019714
unit.000062,Mapper-0-63,N/A,0.475,N/A,0.55,7.923,7.924,0.026555,1.990184,0.010361
unit.000063,Mapper-0-64,N/A,7.17,N/A,7.184,12.098,12.1,0.014004,2.022738,0.010322
unit.000064,Mapper-0-65,N/A,5.612,N/A,5.635,12.092,12.095,0.01428,2.032031,0.010454
unit.000065,Mapper-0-66,N/A,2.849,N/A,2.864,12.086,12.088,0.017725,2.043488,0.012573
unit.000066,Mapper-0-67,N/A,0.556,N/A,1.469,12.081,12.082,0.016694,2.021409,0.010403
unit.000067,Mapper-0-68,N/A,0.551,N/A,1.413,12.069,12.072,0.016337,1.980723,0.010296
unit.000068,Mapper-0-69,N/A,0.55,N/A,1.405,12.067,12.071,0.017906,2.048505,0.010059
unit.000069,Mapper-0-70,N/A,1.649,N/A,1.662,12.086,12.089,0.013884,2.052909,0.010303
unit.000070,Mapper-0-71,N/A,5.792,N/A,5.823,12.095,12.098,0.014675,2.021911,0.009793
unit.000071,Mapper-0-72,N/A,0.479,N/A,0.577,7.926,7.927,0.026655,2.027865,0.009971
