CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.85,N/A,1.674,14.639,14.64,0.020823,1.979049,0.001616

unit.000001,Mapper-0-2,N/A,0.844,N/A,1.605,13.525,13.528,0.021482,1.990547,0.001565

unit.000002,Mapper-0-3,N/A,0.889,N/A,2.252,15.699,15.701,0.028045,1.980394,0.001643

unit.000003,Mapper-0-4,N/A,0.903,N/A,2.549,13.556,13.558,0.030098,1.913965,0.001795

unit.000004,Mapper-0-5,N/A,0.856,N/A,1.723,13.534,13.536,0.031079,2.005297,0.00161

unit.000005,Mapper-0-6,N/A,0.927,N/A,2.935,13.576,13.579,0.032162,2.073518,0.002477

unit.000006,Mapper-0-7,N/A,0.76,N/A,0.854,10.417,10.418,0.052838,2.030686,0.001627

unit.000007,Mapper-0-8,N/A,0.863,N/A,1.827,14.647,14.65,0.036153,2.036472,0.008316

unit.000008,Mapper-0-9,N/A,0.867,N/A,1.874,13.54,13.542,0.038406,2.014067,0.002084

unit.000009,Mapper-0-10,N/A,0.871,N/A,1.925,13.543,13.545,0.0363,2.072188,0.001656

unit.000010,Mapper-0-11,N/A,0.875,N/A,1.957,14.654,14.655,0.036592,2.204935,0.001966

unit.000011,Mapper-0-12,N/A,0.879,N/A,1.985,12.453,12.455,0.031677,1.945942,0.001654

unit.000012,Mapper-0-13,N/A,0.882,N/A,2.079,13.548,13.55,0.029006,1.990349,0.001675

unit.000013,Mapper-0-14,N/A,0.885,N/A,2.142,14.656,14.659,0.041996,2.000314,0.001584

unit.000014,Mapper-0-15,N/A,0.916,N/A,2.798,15.701,15.703,0.0335,2.001545,0.00174

unit.000015,Mapper-0-16,N/A,0.891,N/A,2.287,13.551,13.552,0.030727,2.016352,0.001785

unit.000016,Mapper-0-17,N/A,0.893,N/A,2.372,12.464,12.466,0.035862,1.979975,0.001586

unit.000017,Mapper-0-18,N/A,0.768,N/A,0.931,11.435,11.437,0.038585,1.985299,0.001567

unit.000018,Mapper-0-19,N/A,0.787,N/A,1.115,13.498,13.499,0.052405,2.088958,0.001792

unit.000019,Mapper-0-20,N/A,0.81,N/A,1.313,13.512,13.513,0.03254,2.002582,0.001588

unit.000020,Mapper-0-21,N/A,0.833,N/A,1.478,14.625,14.627,0.038059,2.080049,0.00163

unit.000021,Mapper-0-22,N/A,0.854,N/A,1.705,13.531,13.534,0.029556,2.033133,0.001615

unit.000022,Mapper-0-23,N/A,0.872,N/A,1.934,14.651,14.653,0.040459,2.003074,0.002078

unit.000023,Mapper-0-24,N/A,0.911,N/A,2.728,13.559,13.561,0.035512,1.990669,0.008444

unit.000024,Mapper-0-25,N/A,0.913,N/A,2.757,12.485,12.487,0.035466,1.967839,0.012689

unit.000025,Mapper-0-26,N/A,0.915,N/A,2.776,12.487,12.489,0.036283,1.975056,0.00167

unit.000026,Mapper-0-27,N/A,0.918,N/A,2.829,13.562,13.57,0.053052,1.96141,0.001703

unit.000027,Mapper-0-28,N/A,0.921,N/A,2.858,13.57,13.572,0.036838,1.994504,0.004522

unit.000028,Mapper-0-29,N/A,0.924,N/A,2.893,13.573,13.574,0.032365,1.964246,0.001636

unit.000029,Mapper-0-30,N/A,0.926,N/A,2.924,15.702,15.703,0.032687,1.938013,0.001936

unit.000030,Mapper-0-31,N/A,0.929,N/A,2.955,13.576,13.578,0.030599,1.96943,0.002278

unit.000031,Mapper-0-32,N/A,0.933,N/A,2.995,13.579,13.581,0.032829,1.948611,0.00154

unit.000032,Mapper-0-33,N/A,0.937,N/A,3.05,13.582,13.584,0.034922,1.982914,0.002063

unit.000033,Mapper-0-34,N/A,0.939,N/A,3.072,13.584,13.587,0.035618,2.1833,0.00157

unit.000034,Mapper-0-35,N/A,0.941,N/A,3.109,15.704,15.706,0.035618,1.942093,0.002333

unit.000035,Mapper-0-36,N/A,0.946,N/A,3.157,14.682,14.685,0.037184,1.979218,0.001614

unit.000036,Mapper-0-37,N/A,0.95,N/A,3.235,15.706,15.708,0.035612,2.302162,0.001631

unit.000037,Mapper-0-38,N/A,0.951,N/A,3.26,14.686,14.688,0.040383,1.937769,0.002118

