CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.571,N/A,1.252,13.538,13.541,0.014605,4.08464,0.010351
unit.000001,Mapper-0-2,N/A,0.528,N/A,0.64,10.451,10.453,0.011561,5.175668,0.009954
unit.000002,Mapper-0-3,N/A,0.53,N/A,0.658,10.452,10.454,0.013295,5.578898,0.010569
unit.000003,Mapper-0-4,N/A,0.532,N/A,0.667,9.439,9.442,0.01301,4.230365,0.010624
unit.000004,Mapper-0-5,N/A,0.533,N/A,0.677,9.44,9.442,0.012313,4.310284,0.010115
unit.000005,Mapper-0-6,N/A,0.534,N/A,0.695,12.459,12.463,0.012282,4.053776,0.010668
unit.000006,Mapper-0-7,N/A,0.535,N/A,0.705,12.463,12.465,0.012348,3.975342,0.010346
unit.000007,Mapper-0-8,N/A,0.536,N/A,0.714,12.464,12.466,0.0129,4.290985,0.010438
unit.000008,Mapper-0-9,N/A,0.538,N/A,0.731,12.466,12.469,0.013156,3.979868,0.010354
unit.000009,Mapper-0-10,N/A,0.539,N/A,0.749,13.525,13.527,0.013896,4.866388,0.010098
unit.000010,Mapper-0-11,N/A,0.541,N/A,0.767,12.47,12.472,0.01274,4.056735,0.01027
unit.000011,Mapper-0-12,N/A,0.543,N/A,0.794,13.528,13.529,0.012258,4.773484,0.010499
unit.000012,Mapper-0-13,N/A,0.544,N/A,0.815,12.472,12.474,0.011911,3.971106,0.010568
unit.000013,Mapper-0-14,N/A,0.546,N/A,0.833,12.475,12.477,0.014029,4.105532,0.010192
unit.000014,Mapper-0-15,N/A,0.549,N/A,0.892,12.48,12.482,0.011894,4.058943,0.010421
unit.000015,Mapper-0-16,N/A,0.55,N/A,0.911,12.48,12.483,0.012648,4.244029,0.010292
unit.000016,Mapper-0-17,N/A,0.554,N/A,1.0,12.487,12.489,0.013239,4.0921,0.010289
unit.000017,Mapper-0-18,N/A,0.589,N/A,1.557,13.554,13.556,0.015037,4.201021,0.010826
unit.000018,Mapper-0-19,N/A,0.565,N/A,1.141,12.498,12.5,0.012021,3.941877,0.011105
unit.000019,Mapper-0-20,N/A,0.559,N/A,1.061,12.493,12.495,0.011543,4.107728,0.010083
unit.000020,Mapper-0-21,N/A,0.561,N/A,1.08,12.495,12.497,0.010748,4.144786,0.01009
unit.000021,Mapper-0-22,N/A,0.597,N/A,1.732,13.562,13.564,0.015258,4.007166,0.01059
unit.000022,Mapper-0-23,N/A,0.566,N/A,1.157,13.536,13.537,0.044908,4.192799,0.010474
unit.000023,Mapper-0-24,N/A,0.523,N/A,0.602,9.435,9.436,0.011654,4.320416,0.010378
unit.000024,Mapper-0-25,N/A,0.527,N/A,0.631,10.448,10.45,0.011641,5.265029,0.014435
unit.000025,Mapper-0-26,N/A,0.588,N/A,1.546,13.554,13.555,0.014808,4.095898,0.010307
unit.000026,Mapper-0-27,N/A,0.59,N/A,1.588,12.511,12.513,0.015301,3.982659,0.011476
unit.000027,Mapper-0-28,N/A,0.591,N/A,1.619,12.511,12.513,0.017248,3.995318,0.010441
unit.000028,Mapper-0-29,N/A,0.593,N/A,1.661,12.514,12.516,0.015346,4.033805,0.010438
unit.000029,Mapper-0-30,N/A,0.596,N/A,1.708,13.562,13.564,0.015265,4.040303,0.010045
unit.000030,Mapper-0-31,N/A,0.601,N/A,1.755,13.565,13.567,0.015408,4.079314,0.009857
unit.000031,Mapper-0-32,N/A,0.584,N/A,1.504,13.549,13.551,0.015313,4.055458,0.010125
unit.000032,Mapper-0-33,N/A,0.584,N/A,1.484,13.549,13.55,0.014432,4.394791,0.01041
unit.000033,Mapper-0-34,N/A,0.583,N/A,1.443,14.571,14.574,0.014893,5.891495,0.010269
unit.000034,Mapper-0-35,N/A,0.58,N/A,1.375,13.543,13.545,0.015089,5.235013,0.010022
unit.000035,Mapper-0-36,N/A,0.578,N/A,1.352,14.571,14.573,0.064721,5.943421,0.010693
unit.000036,Mapper-0-37,N/A,0.575,N/A,1.306,12.509,12.511,0.013437,4.003379,0.010485
unit.000037,Mapper-0-38,N/A,0.603,N/A,1.785,13.565,13.567,0.050529,3.95859,0.010062
unit.000038,Mapper-0-39,N/A,0.587,N/A,1.536,13.552,13.554,0.014955,4.610159,0.010259
unit.000039,Mapper-0-40,N/A,0.543,N/A,0.806,13.528,13.53,0.012266,5.247474,0.010695
unit.000040,Mapper-0-41,N/A,0.545,N/A,0.824,12.474,12.476,0.012255,4.320949,0.009945
unit.000041,Mapper-0-42,N/A,0.547,N/A,0.865,12.477,12.479,0.011864,4.109803,0.011389
unit.000042,Mapper-0-43,N/A,0.533,N/A,0.686,12.458,12.462,0.012191,3.982769,0.038282
unit.000043,Mapper-0-44,N/A,0.558,N/A,1.052,12.492,12.494,0.01209,4.10007,0.010622
unit.000044,Mapper-0-45,N/A,0.556,N/A,1.033,12.49,12.491,0.011888,4.056071,0.009933
unit.000045,Mapper-0-46,N/A,0.555,N/A,1.017,12.488,12.49,0.012181,4.090221,0.010701
unit.000046,Mapper-0-47,N/A,0.551,N/A,0.92,12.484,12.486,0.011866,4.155467,0.010098
unit.000047,Mapper-0-48,N/A,0.577,N/A,1.33,13.541,13.542,0.039336,4.271799,0.010447
unit.000048,Mapper-0-49,N/A,0.562,N/A,1.091,13.531,13.533,0.01098,4.023115,0.011971
unit.000049,Mapper-0-50,N/A,0.565,N/A,1.125,13.534,13.536,0.011956,4.122711,0.010534
unit.000050,Mapper-0-51,N/A,0.567,N/A,1.177,12.5,12.502,0.012906,4.007213,0.010932
unit.000051,Mapper-0-52,N/A,0.569,N/A,1.225,12.503,12.505,0.015442,3.963529,0.010242
unit.000052,Mapper-0-53,N/A,0.571,N/A,1.243,12.503,12.505,0.014083,4.085841,0.014373
unit.000053,Mapper-0-54,N/A,0.573,N/A,1.277,12.506,12.508,0.0396,4.005558,0.01043
unit.000054,Mapper-0-55,N/A,0.574,N/A,1.297,12.508,12.51,0.019312,4.069774,0.010125
unit.000055,Mapper-0-56,N/A,0.55,N/A,0.901,13.53,13.532,0.011919,4.067872,0.010287
unit.000056,Mapper-0-57,N/A,0.563,N/A,1.101,13.533,13.535,0.011227,4.126073,0.010572
unit.000057,Mapper-0-58,N/A,0.578,N/A,1.362,13.541,13.543,0.015062,4.030604,0.010067
unit.000058,Mapper-0-59,N/A,0.581,N/A,1.385,13.544,13.546,0.015303,4.00119,0.011737
unit.000059,Mapper-0-60,N/A,0.595,N/A,1.693,12.514,12.516,0.01647,3.961883,0.010513
unit.000060,Mapper-0-61,N/A,0.516,N/A,0.545,9.428,9.431,0.012799,4.305158,0.01041
unit.000061,Mapper-0-62,N/A,0.521,N/A,0.593,9.434,9.436,0.012118,4.712319,0.010596
unit.000062,Mapper-0-63,N/A,0.586,N/A,1.525,14.574,14.576,0.015329,5.870704,0.010519
unit.000063,Mapper-0-64,N/A,0.589,N/A,1.579,13.556,13.558,0.014902,4.031551,0.010264
unit.000064,Mapper-0-65,N/A,0.591,N/A,1.598,13.557,13.559,0.016182,4.028649,0.010909
unit.000065,Mapper-0-66,N/A,0.592,N/A,1.647,13.559,13.561,0.015842,4.04715,0.010628
unit.000066,Mapper-0-67,N/A,0.594,N/A,1.679,13.56,13.562,0.0351,3.986611,0.011078
unit.000067,Mapper-0-68,N/A,0.596,N/A,1.719,12.517,12.518,0.015979,4.078104,0.010778
unit.000068,Mapper-0-69,N/A,0.602,N/A,1.772,12.52,12.522,0.017942,4.01848,0.010692
unit.000069,Mapper-0-70,N/A,1.656,N/A,1.799,12.52,12.522,0.016594,4.139153,0.011006
unit.000070,Mapper-0-71,N/A,1.657,N/A,1.818,13.568,13.569,0.01532,3.950632,0.01122
unit.000071,Mapper-0-72,N/A,0.518,N/A,0.564,9.428,9.431,0.01162,4.216136,0.020406
unit.000072,Mapper-0-73,N/A,0.524,N/A,0.612,9.437,9.438,0.012487,4.343154,0.010739
unit.000073,Mapper-0-74,N/A,0.52,N/A,0.584,9.432,9.434,0.025442,4.775256,0.010374
unit.000074,Mapper-0-75,N/A,0.519,N/A,0.573,9.431,9.433,0.011591,4.345158,0.010261
unit.000075,Mapper-0-76,N/A,0.542,N/A,0.777,12.472,12.474,0.015925,4.050135,0.01085
unit.000076,Mapper-0-77,N/A,0.552,N/A,0.95,12.485,12.487,0.011386,4.097917,0.01143
unit.000077,Mapper-0-78,N/A,0.556,N/A,1.043,12.49,12.492,0.009077,4.129039,0.011097
unit.000078,Mapper-0-79,N/A,0.54,N/A,0.757,13.525,13.527,0.012288,4.828362,0.010712
unit.000079,Mapper-0-80,N/A,0.585,N/A,1.514,13.551,13.553,0.016058,4.386327,0.010517
unit.000080,Mapper-0-81,N/A,0.563,N/A,1.111,12.498,12.499,0.011898,4.068763,0.010332
unit.000081,Mapper-0-82,N/A,0.517,N/A,0.555,10.445,10.448,0.026056,5.481107,0.010609
unit.000082,Mapper-0-83,N/A,0.568,N/A,1.186,12.501,12.503,0.01379,3.987824,0.010494
unit.000083,Mapper-0-84,N/A,0.57,N/A,1.234,13.536,13.538,0.014825,4.006076,0.010875
unit.000084,Mapper-0-85,N/A,0.572,N/A,1.261,12.506,12.507,0.013936,4.012365,0.010766
unit.000085,Mapper-0-86,N/A,0.537,N/A,0.722,12.466,12.468,0.013512,4.192429,0.010538
unit.000086,Mapper-0-87,N/A,0.539,N/A,0.74,12.469,12.471,0.011775,3.968019,0.011227
unit.000087,Mapper-0-88,N/A,0.548,N/A,0.882,12.478,12.48,0.011652,4.083338,0.010526
unit.000088,Mapper-0-89,N/A,0.56,N/A,1.071,12.495,12.497,0.013314,4.052816,0.010576
unit.000089,Mapper-0-90,N/A,0.574,N/A,1.288,13.539,13.54,0.01316,4.051671,0.010495
unit.000090,Mapper-0-91,N/A,0.583,N/A,1.455,13.546,13.549,0.015327,4.265629,0.010562
unit.000091,Mapper-0-92,N/A,0.513,N/A,0.536,10.445,10.447,0.0121,5.452149,0.010955
unit.000092,Mapper-0-93,N/A,0.525,N/A,0.622,10.448,10.45,0.011725,5.172324,0.0104
