CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.539,N/A,1.127,13.047,13.049,0.064276,3.95939,0.010276
unit.000001,Mapper-0-2,N/A,0.544,N/A,1.209,13.052,13.054,0.014691,3.965429,0.010529
unit.000002,Mapper-0-3,N/A,0.508,N/A,0.69,11.998,11.999,0.011766,4.019776,0.010402
unit.000003,Mapper-0-4,N/A,0.485,N/A,0.524,9.972,9.973,0.011193,4.513312,0.010324
unit.000004,Mapper-0-5,N/A,0.511,N/A,0.707,13.013,13.015,0.011338,4.088992,0.010011
unit.000005,Mapper-0-6,N/A,0.513,N/A,0.728,13.016,13.017,0.011398,4.016648,0.010467
unit.000006,Mapper-0-7,N/A,0.515,N/A,0.75,13.018,13.02,0.01156,4.003743,0.011778
unit.000007,Mapper-0-8,N/A,0.518,N/A,0.789,13.021,13.023,0.012018,4.071574,0.010218
unit.000008,Mapper-0-9,N/A,0.52,N/A,0.816,13.024,13.025,0.011994,4.03196,0.010802
unit.000009,Mapper-0-10,N/A,0.521,N/A,0.841,13.027,13.03,0.013526,4.155888,0.010563
unit.000010,Mapper-0-11,N/A,0.523,N/A,0.859,13.029,13.03,0.011792,4.99551,0.010838
unit.000011,Mapper-0-12,N/A,0.565,N/A,1.522,14.097,14.098,0.016487,3.997755,0.010358
unit.000012,Mapper-0-13,N/A,0.526,N/A,0.892,13.033,13.035,0.011793,4.177811,0.010748
unit.000013,Mapper-0-14,N/A,0.483,N/A,0.514,9.97,9.972,0.009683,4.047674,0.010991
unit.000014,Mapper-0-15,N/A,0.481,N/A,0.504,10.991,10.997,0.014306,5.167103,0.01104
unit.000015,Mapper-0-16,N/A,0.486,N/A,0.542,9.974,9.975,0.011172,4.648396,0.010119
unit.000016,Mapper-0-17,N/A,0.488,N/A,0.551,9.976,9.978,0.014731,4.283178,0.010645
unit.000017,Mapper-0-18,N/A,0.489,N/A,0.56,9.977,9.979,0.013042,4.055604,0.013079
unit.000018,Mapper-0-19,N/A,0.491,N/A,0.569,9.979,9.98,0.013752,4.142872,0.010462
unit.000019,Mapper-0-20,N/A,0.492,N/A,0.578,9.979,9.981,0.01536,4.072629,0.013702
unit.000020,Mapper-0-21,N/A,0.493,N/A,0.587,9.981,9.983,0.014277,4.077271,0.010422
unit.000021,Mapper-0-22,N/A,0.494,N/A,0.597,9.982,9.983,0.014295,4.861591,0.010336
unit.000022,Mapper-0-23,N/A,0.496,N/A,0.606,9.984,9.985,0.011442,3.997047,0.009864
unit.000023,Mapper-0-24,N/A,0.498,N/A,0.616,9.984,9.986,0.011887,4.86268,0.010427
unit.000024,Mapper-0-25,N/A,0.499,N/A,0.625,9.986,9.988,0.011139,3.980341,0.011259
unit.000025,Mapper-0-26,N/A,0.5,N/A,0.635,9.987,9.988,0.01428,4.104147,0.010035
unit.000026,Mapper-0-27,N/A,0.512,N/A,0.718,13.014,13.016,0.012575,4.065371,0.01028
unit.000027,Mapper-0-28,N/A,0.513,N/A,0.737,13.016,13.018,0.011907,4.209261,0.010549
unit.000028,Mapper-0-29,N/A,0.516,N/A,0.78,13.021,13.023,0.011535,4.013847,0.010174
unit.000029,Mapper-0-30,N/A,0.519,N/A,0.799,13.024,13.026,0.012031,3.994986,0.010904
unit.000030,Mapper-0-31,N/A,0.52,N/A,0.832,13.026,13.028,0.011812,4.767937,0.010209
