CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.908,N/A,1.698,13.086,13.088,0.033077,2.147173,0.00162

unit.000001,Mapper-0-2,N/A,0.911,N/A,1.75,12.039,12.041,0.032053,1.927245,0.010219

unit.000002,Mapper-0-3,N/A,0.914,N/A,1.779,13.089,13.091,0.032916,1.923792,0.012048

unit.000003,Mapper-0-4,N/A,0.917,N/A,1.807,12.044,12.045,0.031724,1.94478,0.001772

unit.000004,Mapper-0-5,N/A,0.997,N/A,3.186,14.18,14.182,0.041771,1.909177,0.001615

unit.000005,Mapper-0-6,N/A,0.923,N/A,1.939,12.047,12.049,0.032119,1.910906,0.002021

unit.000006,Mapper-0-7,N/A,0.828,N/A,0.857,10.818,10.838,0.134467,1.985759,0.001606

unit.000007,Mapper-0-8,N/A,0.832,N/A,0.896,10.857,10.868,0.134774,1.952932,0.00169

unit.000008,Mapper-0-9,N/A,0.837,N/A,0.925,10.896,10.903,0.135614,2.016307,0.001756

unit.000009,Mapper-0-10,N/A,0.84,N/A,0.954,10.908,10.911,0.135194,1.910489,0.0016

unit.000010,Mapper-0-11,N/A,0.843,N/A,0.983,10.915,10.919,0.1367,2.035469,0.001701

unit.000011,Mapper-0-12,N/A,0.845,N/A,1.013,10.923,10.924,0.038964,2.051615,0.001559

unit.000012,Mapper-0-13,N/A,0.847,N/A,1.032,10.928,10.934,0.050713,2.232888,0.001576

unit.000013,Mapper-0-14,N/A,0.85,N/A,1.051,10.934,10.936,0.061678,2.172614,0.002745

unit.000014,Mapper-0-15,N/A,0.852,N/A,1.07,10.937,10.939,0.040976,1.957006,0.001834

unit.000015,Mapper-0-16,N/A,0.855,N/A,1.109,10.948,10.95,0.040789,2.417561,0.001857

unit.000016,Mapper-0-17,N/A,0.858,N/A,1.138,10.956,10.959,0.041489,1.928953,0.001763

unit.000017,Mapper-0-18,N/A,0.861,N/A,1.166,10.962,10.965,0.044394,1.94177,0.001624

unit.000018,Mapper-0-19,N/A,0.865,N/A,1.236,12.012,12.013,0.065731,2.196209,0.001657

unit.000019,Mapper-0-20,N/A,0.869,N/A,1.275,13.075,13.077,0.037463,2.543714,0.001834

unit.000020,Mapper-0-21,N/A,0.873,N/A,1.311,12.021,12.022,0.037772,1.908853,0.001538

unit.000021,Mapper-0-22,N/A,0.874,N/A,1.335,12.023,12.025,0.039043,1.965531,0.001565

unit.000022,Mapper-0-23,N/A,0.877,N/A,1.38,10.974,10.977,0.062813,2.036017,0.001655

unit.000023,Mapper-0-24,N/A,0.881,N/A,1.42,10.98,10.984,0.062845,1.984698,0.001688

unit.000024,Mapper-0-25,N/A,0.885,N/A,1.457,12.026,12.028,0.074369,2.499187,0.003524

unit.000025,Mapper-0-26,N/A,0.887,N/A,1.486,10.99,10.992,0.086531,1.991811,0.001698

unit.000026,Mapper-0-27,N/A,0.891,N/A,1.526,10.998,11.001,0.063346,1.924326,0.001769

unit.000027,Mapper-0-28,N/A,0.894,N/A,1.554,13.079,13.08,0.035944,2.527128,0.001726

unit.000028,Mapper-0-29,N/A,0.896,N/A,1.582,13.079,13.081,0.047139,2.09903,0.001839

unit.000029,Mapper-0-30,N/A,0.9,N/A,1.612,13.082,13.083,0.057085,2.611965,0.001506

unit.000030,Mapper-0-31,N/A,0.904,N/A,1.64,12.036,12.037,0.036446,1.92759,0.001617

unit.000031,Mapper-0-32,N/A,0.907,N/A,1.689,12.036,12.038,0.056635,2.196463,0.001545

unit.000032,Mapper-0-33,N/A,0.911,N/A,1.718,14.154,14.156,0.041674,1.945063,0.001816

unit.000033,Mapper-0-34,N/A,0.913,N/A,1.77,12.041,12.043,0.041203,1.908245,0.001846

unit.000034,Mapper-0-35,N/A,0.916,N/A,1.798,13.089,13.091,0.040814,1.88327,0.002182

unit.000035,Mapper-0-36,N/A,0.919,N/A,1.827,12.044,12.046,0.040353,1.955393,0.007596

unit.000036,Mapper-0-37,N/A,0.92,N/A,1.838,13.091,13.093,0.042704,1.935757,0.001592

unit.000037,Mapper-0-38,N/A,0.925,N/A,2.018,12.049,12.051,0.090922,1.922152,0.0018

unit.000038,Mapper-0-39,N/A,0.928,N/A,2.068,14.157,14.159,0.091505,1.976281,0.001651

unit.000039,Mapper-0-40,N/A,0.932,N/A,2.147,12.055,12.057,0.090934,1.95961,0.001844

unit.000040,Mapper-0-41,N/A,0.935,N/A,2.193,13.097,13.098,0.090926,1.968988,0.008195

unit.000041,Mapper-0-42,N/A,0.939,N/A,2.245,12.06,12.061,0.092103,1.979956,0.001722

unit.000042,Mapper-0-43,N/A,0.943,N/A,2.283,13.1,13.102,0.091844,1.946587,0.001613

unit.000043,Mapper-0-44,N/A,0.945,N/A,2.312,12.063,12.065,0.032988,2.092958,0.00551

unit.000044,Mapper-0-45,N/A,0.948,N/A,2.349,13.102,13.104,0.033619,1.988161,0.00201

unit.000045,Mapper-0-46,N/A,0.951,N/A,2.388,13.105,13.107,0.033478,2.026067,0.012683

unit.000046,Mapper-0-47,N/A,0.954,N/A,2.445,12.07,12.072,0.033827,2.015908,0.003117

unit.000047,Mapper-0-48,N/A,0.957,N/A,2.547,13.11,13.111,0.034158,1.937253,0.002131

unit.000048,Mapper-0-49,N/A,0.96,N/A,2.596,13.113,13.114,0.028714,1.971198,0.001519

unit.000049,Mapper-0-50,N/A,0.962,N/A,2.633,14.16,14.162,0.032916,1.955196,0.001621

unit.000050,Mapper-0-51,N/A,0.967,N/A,2.688,13.122,13.123,0.033212,1.959578,0.002024

unit.000051,Mapper-0-52,N/A,0.97,N/A,2.727,13.124,13.126,0.03137,2.059982,0.002069

unit.000052,Mapper-0-53,N/A,0.973,N/A,2.784,13.127,13.129,0.032891,1.935602,0.001975

unit.000053,Mapper-0-54,N/A,0.977,N/A,2.875,13.132,13.133,0.035186,1.956995,0.001493

unit.000054,Mapper-0-55,N/A,0.979,N/A,2.921,13.135,13.137,0.035168,1.957748,0.001564

unit.000055,Mapper-0-56,N/A,0.982,N/A,2.987,13.142,13.144,0.034914,1.966356,0.00166

unit.000056,Mapper-0-57,N/A,0.985,N/A,3.028,13.145,13.146,0.034132,1.956425,0.001644

