CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.957,N/A,1.131,11.191,11.194,0.010412,1.124278,0.010713
unit.000001,Mapper-0-2,N/A,0.957,N/A,1.14,10.179,10.181,0.011302,0.971935,0.010627
unit.000002,Mapper-0-3,N/A,0.958,N/A,1.15,11.194,11.195,0.010659,0.962163,0.011562
unit.000003,Mapper-0-4,N/A,0.96,N/A,1.168,11.194,11.197,0.010465,1.261621,0.010839
unit.000004,Mapper-0-5,N/A,0.962,N/A,1.187,11.197,11.199,0.033766,1.284626,0.011151
unit.000005,Mapper-0-6,N/A,0.964,N/A,1.197,10.184,10.185,0.011248,0.977274,0.010688
unit.000006,Mapper-0-7,N/A,0.965,N/A,1.206,11.197,11.2,0.011412,0.937781,0.010112
unit.000007,Mapper-0-8,N/A,0.968,N/A,1.266,12.281,12.283,0.011543,0.97144,0.010649
unit.000008,Mapper-0-9,N/A,0.97,N/A,1.275,10.187,10.188,0.010403,0.959698,0.014704
unit.000009,Mapper-0-10,N/A,0.965,N/A,1.225,10.184,10.186,0.035102,0.956451,0.011531
unit.000010,Mapper-0-11,N/A,0.968,N/A,1.255,10.186,10.188,0.029425,0.957153,0.010977
unit.000011,Mapper-0-12,N/A,0.97,N/A,1.285,11.2,11.202,0.010826,1.063301,0.010552
unit.000012,Mapper-0-13,N/A,0.971,N/A,1.294,11.203,11.205,0.03356,1.317679,0.010552
unit.000013,Mapper-0-14,N/A,0.972,N/A,1.303,11.203,11.205,0.032788,0.979247,0.011115
unit.000014,Mapper-0-15,N/A,0.973,N/A,1.313,11.206,11.207,0.011992,1.009622,0.010757
unit.000015,Mapper-0-16,N/A,0.975,N/A,1.332,11.209,11.21,0.026184,1.134905,0.010575
unit.000016,Mapper-0-17,N/A,0.976,N/A,1.341,11.209,11.211,0.010684,1.027167,0.010184
unit.000017,Mapper-0-18,N/A,1.205,N/A,4.516,14.614,14.616,0.011504,0.987499,0.010735
unit.000018,Mapper-0-19,N/A,1.208,N/A,4.568,15.637,15.639,0.035236,0.997694,0.010881
unit.000019,Mapper-0-20,N/A,1.21,N/A,4.622,14.619,14.622,0.011599,1.019145,0.010601
unit.000020,Mapper-0-21,N/A,1.211,N/A,4.685,15.64,15.641,0.011593,1.020929,0.011098
unit.000021,Mapper-0-22,N/A,1.213,N/A,4.76,14.625,14.63,0.011591,0.995812,0.010659
unit.000022,Mapper-0-23,N/A,1.247,N/A,4.829,15.643,15.645,0.011341,0.950893,0.012957
unit.000023,Mapper-0-24,N/A,1.25,N/A,4.861,15.646,15.648,0.011062,1.000198,0.010388
unit.000024,Mapper-0-25,N/A,1.252,N/A,4.928,15.651,15.653,0.011022,1.152154,0.010523
unit.000025,Mapper-0-26,N/A,0.954,N/A,1.113,10.178,10.18,0.011341,0.984983,0.010611
unit.000026,Mapper-0-27,N/A,1.289,N/A,5.416,15.705,15.71,0.020177,0.981524,0.029309
unit.000027,Mapper-0-28,N/A,1.3,N/A,5.588,16.728,16.729,0.029844,0.962553,0.013366
unit.000028,Mapper-0-29,N/A,0.944,N/A,1.026,8.16,8.161,0.035959,1.169042,0.01311
unit.000029,Mapper-0-30,N/A,0.954,N/A,1.103,9.174,9.176,0.011324,1.622141,0.010549
unit.000030,Mapper-0-31,N/A,1.017,N/A,1.716,11.25,11.252,0.010701,1.080503,0.010255
unit.000031,Mapper-0-32,N/A,1.277,N/A,5.262,15.687,15.689,0.009798,1.020927,0.02058
