Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171107-234146
5000,10000,1,5000,311.0,3750.06049873,20171107-234146
0,5000,2,5000,622.0,3423.18932757,20171107-234146
5000,10000,3,5000,929.0,3546.80416568,20171107-234146
10000,15000,4,5000,1239.0,3995.112649,20171107-234146
15000,20000,5,5000,1551.0,3976.26082805,20171107-234146
20000,25000,6,5000,1857.0,4529.44645053,20171107-234146
25000,30000,7,5000,2170.0,5003.49339246,20171107-234146
30000,35000,8,5000,2482.0,5425.86070327,20171107-234146
35000,40000,9,5000,2791.0,5622.13219786,20171107-234146
40000,45000,10,5000,3105.0,5880.91686445,20171107-234146
45000,50000,11,5000,3412.0,6094.16283646,20171107-234146
50000,55000,12,5000,3724.0,6293.09264345,20171107-234146
55000,60000,13,5000,4033.0,6463.63914095,20171107-234146
60000,65000,14,5000,4346.0,6751.62357766,20171107-234146
65000,70000,15,5000,4659.0,6980.86471251,20171107-234146
70000,75000,16,5000,4969.0,7186.01674525,20171107-234146
75000,80000,17,5000,5278.0,7381.35387628,20171107-234146
80000,85000,18,5000,5588.0,7566.36313927,20171107-234146
85000,90000,19,5000,5899.0,7736.90098554,20171107-234146
90000,95000,20,5000,6207.0,7898.08201019,20171107-234146
95000,100000,21,5000,6517.0,7971.16458126,20171107-234146
0,5000,22,5000,6824.0,6610.11049964,20171107-234147
5000,10000,23,5000,7131.0,6131.44011605,20171107-234147
10000,15000,24,5000,7438.0,5978.63810873,20171107-234147
15000,20000,25,5000,7748.0,6126.11186134,20171107-234147
20000,25000,26,5000,8058.0,6248.07191022,20171107-234147
25000,30000,27,5000,8358.0,6380.13321042,20171107-234147
30000,35000,28,5000,8658.0,6409.55414499,20171107-234147
35000,40000,29,5000,8971.0,6411.78215847,20171107-234147
40000,45000,30,5000,9284.0,6414.61889374,20171107-234147
45000,50000,31,5000,9599.0,6418.48230503,20171107-234147
50000,55000,32,5000,9915.0,6421.88635786,20171107-234147
55000,60000,33,5000,10224.0,6536.45411495,20171107-234147
60000,65000,34,5000,10532.0,6598.35697267,20171107-234147
65000,70000,35,5000,10836.0,6689.68584963,20171107-234147
70000,75000,36,5000,11140.0,6745.37914451,20171107-234147
75000,80000,37,5000,11454.0,6837.62129887,20171107-234147
80000,85000,38,5000,11769.0,6892.59365199,20171107-234147
85000,90000,39,5000,12083.0,6946.77241379,20171107-234147
90000,95000,40,5000,12398.0,6935.1683343,20171107-234147
