Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,8000,0,8000,0.0,0.0
0,8000,1,8000,497.0,6383.49651515
8000,16000,2,8000,989.0,5941.51063571
16000,24000,3,8000,1486.0,4871.63502067
24000,32000,4,8000,1988.0,5047.33695033
32000,40000,5,8000,2483.0,5140.98933886
40000,48000,6,8000,2983.0,4736.48461446
48000,56000,7,8000,3480.0,5287.27487698
56000,64000,8,8000,3974.0,5745.71302466
64000,72000,9,8000,4476.0,6212.38754604
72000,80000,10,8000,4971.0,6601.09391461
80000,88000,11,8000,5468.0,6893.74254272
88000,96000,12,8000,5961.0,7222.05838596
0,8000,13,8000,6466.0,6331.28355313
8000,16000,14,8000,6956.0,6259.54411341
16000,24000,15,8000,7440.0,6204.65339932
24000,32000,16,8000,7928.0,6156.94751
32000,40000,17,8000,8426.0,6267.81148825
40000,48000,18,8000,8931.0,6473.8592123
48000,56000,19,8000,9436.0,6678.34454545
56000,64000,20,8000,9937.0,6832.87785207
64000,72000,21,8000,10438.0,7026.98351955
72000,80000,22,8000,10938.0,7203.17981534
80000,88000,23,8000,11431.0,7330.53440162
88000,96000,24,8000,11924.0,7490.75966636
96000,104000,25,8000,12423.0,7667.38273743
104000,112000,26,8000,12925.0,7786.07931545
112000,120000,27,8000,13424.0,7950.11958092
120000,128000,28,8000,13911.0,8097.53112285
128000,136000,29,8000,14411.0,8229.19987289
136000,144000,30,8000,14897.0,8323.26669681
144000,152000,31,8000,15386.0,8438.01309866
152000,160000,32,8000,15879.0,8569.81928162
160000,168000,33,8000,16362.0,8642.19042407
168000,176000,34,8000,16863.0,8652.62624181
176000,184000,35,8000,17358.0,8724.59069072
184000,192000,36,8000,17853.0,8791.16898727
192000,200000,37,8000,18352.0,8857.33944598
200000,208000,38,8000,18863.0,8928.58403525
208000,216000,39,8000,19367.0,8991.17901837
216000,224000,40,8000,19874.0,9054.03639576
224000,232000,41,8000,20377.0,9109.41644922
232000,240000,42,8000,20874.0,9131.08212247
240000,248000,43,8000,21368.0,9179.13195848
248000,256000,44,8000,21858.0,9224.86306528
256000,264000,45,8000,22357.0,9322.14420804
264000,272000,46,8000,22848.0,9396.99322285
272000,280000,47,8000,23334.0,9482.36329167
280000,288000,48,8000,23839.0,9556.19924809
