t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1511933236,3,9.809321,3.272722,0.004282,4.622074,0.004562,9.809321,9.809321,9.809321,9.809321,9.809321,0.289691,0.552027,0.590083,0.596676,calls/second,milliseconds
1511933246,3,9.809321,3.272722,0.004282,4.622074,0.004562,9.809321,9.809321,9.809321,9.809321,9.809321,0.147626,0.467280,0.570738,0.590083,calls/second,milliseconds
1511933256,3,9.809321,3.272722,0.004282,4.622074,0.004562,9.809321,9.809321,9.809321,9.809321,9.809321,0.098937,0.395544,0.552027,0.583563,calls/second,milliseconds
1511933266,3,9.809321,3.272722,0.004282,4.622074,0.004562,9.809321,9.809321,9.809321,9.809321,9.809321,0.074404,0.334821,0.533929,0.577115,calls/second,milliseconds
1511933276,3,9.809321,3.272722,0.004282,4.622074,0.004562,9.809321,9.809321,9.809321,9.809321,9.809321,0.059618,0.283420,0.516425,0.570738,calls/second,milliseconds
1511933286,589,92.709223,0.482300,0.002778,4.062833,0.132111,0.235682,0.488839,3.806976,9.797535,92.709223,9.763755,9.548054,2.433963,1.213436,calls/second,milliseconds
1511933296,589,92.709223,0.482300,0.002778,4.062833,0.132111,0.235682,0.488839,3.806976,9.797535,92.709223,8.375845,8.082253,2.354168,1.200028,calls/second,milliseconds
1511933306,589,92.709223,0.482300,0.002778,4.062833,0.132111,0.235682,0.488839,3.806976,9.797535,92.709223,7.332905,6.841480,2.276989,1.186768,calls/second,milliseconds
1511933316,589,92.709223,0.482300,0.002778,4.062833,0.132111,0.235682,0.488839,3.806976,9.797535,92.709223,6.521370,5.791188,2.202341,1.173655,calls/second,milliseconds
1511933326,589,92.709223,0.482300,0.002778,4.062833,0.132111,0.235682,0.488839,3.806976,9.797535,92.709223,5.871215,4.902134,2.130139,1.160687,calls/second,milliseconds
1511933336,589,92.709223,0.482300,0.002778,4.062833,0.132111,0.235682,0.488839,3.806976,9.797535,92.709223,5.339092,4.149567,2.060305,1.147862,calls/second,milliseconds
1511933346,1175,92.709223,0.266752,0.001087,2.363415,0.085430,0.165063,0.350838,1.050032,5.757816,20.401354,9.765785,12.442218,3.911055,1.782366,calls/second,milliseconds
1511933356,1175,92.709223,0.266752,0.001087,2.363415,0.085430,0.165063,0.350838,1.050032,5.757816,20.401354,9.016018,10.532110,3.782836,1.762672,calls/second,milliseconds
1511933366,1175,92.709223,0.266752,0.001087,2.363415,0.085430,0.165063,0.350838,1.050032,5.757816,20.401354,8.373745,8.915238,3.658820,1.743195,calls/second,milliseconds
1511933376,1175,92.709223,0.266752,0.001087,2.363415,0.085430,0.165063,0.350838,1.050032,5.757816,20.401354,7.816713,7.546586,3.538869,1.723933,calls/second,milliseconds
1511933386,1175,92.709223,0.266752,0.001087,2.363415,0.085430,0.165063,0.350838,1.050032,5.757816,20.401354,7.329178,6.388048,3.422851,1.704884,calls/second,milliseconds
1511933396,1175,92.709223,0.266752,0.001087,2.363415,0.085430,0.165063,0.350838,1.050032,5.757816,20.401354,6.898816,5.407365,3.310637,1.686046,calls/second,milliseconds
1511933406,1761,10.315988,0.168898,0.001142,0.669303,0.071668,0.147907,0.292203,0.804757,4.642112,7.416352,9.766016,13.477514,5.119140,2.314463,calls/second,milliseconds
1511933416,1761,10.315988,0.168898,0.001142,0.669303,0.071668,0.147907,0.292203,0.804757,4.642112,7.416352,9.252782,11.408469,4.951315,2.288889,calls/second,milliseconds
1511933426,1761,10.315988,0.168898,0.001142,0.669303,0.071668,0.147907,0.292203,0.804757,4.642112,7.416352,8.790991,9.657060,4.788991,2.263597,calls/second,milliseconds
1511933436,1761,10.315988,0.168898,0.001142,0.669303,0.071668,0.147907,0.292203,0.804757,4.642112,7.416352,8.373060,8.174525,4.631989,2.238586,calls/second,milliseconds
1511933446,1761,10.315988,0.168898,0.001142,0.669303,0.071668,0.147907,0.292203,0.804757,4.642112,7.416352,7.992919,6.919586,4.480135,2.213850,calls/second,milliseconds
1511933456,1761,10.315988,0.168898,0.001142,0.669303,0.071668,0.147907,0.292203,0.804757,4.642112,7.416352,7.645952,5.857303,4.333258,2.189388,calls/second,milliseconds
