BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1506708840000 ms, 2017-09-29T13:14:07, 5, 11790, 821,1_Producer_Count
1506708900000 ms, 2017-09-29T13:15:49, 1, 152461, 15424,1_Producer_Count
1506708960000 ms, 2017-09-29T13:17:03, 78935, 240370, 17121,1_Producer_Count
1506709020000 ms, 2017-09-29T13:18:40, 142455, 374420, 22086,1_Producer_Count
1506709080000 ms, 2017-09-29T13:20:55, 239852, 527593, 34329,1_Producer_Count
1506709140000 ms, 2017-09-29T13:23:42, 360373, 728732, 48298,1_Producer_Count
1506709200000 ms, 2017-09-29T13:27:27, 504013, 973617, 60204,1_Producer_Count
1506709260000 ms, 2017-09-29T13:29:04, 876689, 1063484, 23323,1_Producer_Count
1506709320000 ms, 2017-09-29T13:29:07, 1060334, 1066174, 602,1_Producer_Count
1506709380000 ms, 2017-09-29T13:29:07, 1066027, 1067175, 0,1_Producer_Count
1506709440000 ms, 2017-09-29T13:29:07, 1067027, 1068186, 0,1_Producer_Count
1506709500000 ms, 2017-09-29T13:29:08, 1068029, 1069192, 0,1_Producer_Count
1506709560000 ms, 2017-09-29T13:29:08, 1069032, 1070202, 0,1_Producer_Count
1506709620000 ms, 2017-09-29T13:29:08, 1070044, 1071210, 0,1_Producer_Count
1506709680000 ms, 2017-09-29T13:29:08, 1071051, 1072355, 0,1_Producer_Count
1506709740000 ms, 2017-09-29T13:29:08, 1072197, 1073357, 0,1_Producer_Count
1506709800000 ms, 2017-09-29T13:30:00, 1021839, 1023068, 0,1_Producer_Count
1506709860000 ms, 2017-09-29T13:31:00, 963076, 964225, 0,1_Producer_Count
1506709920000 ms, 2017-09-29T13:32:00, 904227, 905379, 0,1_Producer_Count
1506709980000 ms, 2017-09-29T13:33:00, 845378, 846669, 0,1_Producer_Count
1506710040000 ms, 2017-09-29T13:34:00, 786654, 787903, 0,1_Producer_Count
1506710100000 ms, 2017-09-29T13:35:00, 727910, 729048, 0,1_Producer_Count
1506710160000 ms, 2017-09-29T13:36:00, 669062, 670267, 0,1_Producer_Count
1506710220000 ms, 2017-09-29T13:37:00, 610235, 611456, 0,1_Producer_Count
1506710280000 ms, 2017-09-29T13:38:00, 551479, 552622, 0,1_Producer_Count
1506710340000 ms, 2017-09-29T13:39:00, 492634, 493788, 0,1_Producer_Count
1506710400000 ms, 2017-09-29T13:40:00, 433781, 434935, 0,1_Producer_Count
1506710460000 ms, 2017-09-29T13:41:00, 374907, 376061, 0,1_Producer_Count
1506710520000 ms, 2017-09-29T13:42:00, 316067, 317210, 0,1_Producer_Count
1506710580000 ms, 2017-09-29T13:43:00, 257239, 258382, 0,1_Producer_Count
1506710640000 ms, 2017-09-29T13:44:00, 198376, 199521, 0,1_Producer_Count
1506710700000 ms, 2017-09-29T13:45:00, 139526, 140669, 0,1_Producer_Count
1506710760000 ms, 2017-09-29T13:46:00, 80664, 81810, 0,1_Producer_Count
1506710820000 ms, 2017-09-29T13:47:00, 21830, 22990, 0,1_Producer_Count
1506710880000 ms, 2017-09-29T13:48:00, 0, 1128, 0,1_Producer_Count
1506710940000 ms, 2017-09-29T13:49:00, 1, 1157, 0,1_Producer_Count
1506711000000 ms, 2017-09-29T13:50:00, 0, 1139, 0,1_Producer_Count
1506711060000 ms, 2017-09-29T13:51:00, 1, 1134, 0,1_Producer_Count
1506711120000 ms, 2017-09-29T13:52:00, 1, 1131, 0,1_Producer_Count
1506711180000 ms, 2017-09-29T13:53:00, 1, 1141, 0,1_Producer_Count
1506711240000 ms, 2017-09-29T13:54:00, 0, 1212, 0,1_Producer_Count
1506711300000 ms, 2017-09-29T13:55:00, 1, 1145, 0,1_Producer_Count
1506711360000 ms, 2017-09-29T13:56:00, 1, 1143, 0,1_Producer_Count
1506711420000 ms, 2017-09-29T13:57:00, 1, 1141, 0,1_Producer_Count
1506711480000 ms, 2017-09-29T13:58:00, 0, 1130, 0,1_Producer_Count
1506711540000 ms, 2017-09-29T13:59:00, 1, 1145, 0,1_Producer_Count
1506711600000 ms, 2017-09-29T14:00:00, 1, 1136, 0,1_Producer_Count
1506711660000 ms, 2017-09-29T14:01:00, 1, 1155, 0,1_Producer_Count
1506711720000 ms, 2017-09-29T14:02:00, 1, 1145, 0,1_Producer_Count
1506711780000 ms, 2017-09-29T14:03:00, 0, 1137, 0,1_Producer_Count
1506711840000 ms, 2017-09-29T14:04:00, 0, 1156, 0,1_Producer_Count
1506711900000 ms, 2017-09-29T14:05:00, 1, 1136, 0,1_Producer_Count
1506711960000 ms, 2017-09-29T14:06:00, 0, 1145, 0,1_Producer_Count
1506712020000 ms, 2017-09-29T14:07:00, 0, 1169, 0,1_Producer_Count
1506712080000 ms, 2017-09-29T14:08:00, 0, 1159, 0,1_Producer_Count
1506712140000 ms, 2017-09-29T14:09:00, 1, 1182, 0,1_Producer_Count
1506712200000 ms, 2017-09-29T14:10:00, 1, 1157, 0,1_Producer_Count
1506712260000 ms, 2017-09-29T14:11:00, 1, 1159, 0,1_Producer_Count
1506712320000 ms, 2017-09-29T14:12:00, 1, 1161, 0,1_Producer_Count
