CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,14.19176507,14.2064900398,14.2771260738,509.176584005,510.785340071,0.018098,486.531739,0.013989
unit.000001,Mapper-0-2,N/A,14.1588881016,14.1736822128,14.2693390846,512.630218029,513.837648153,0.019302,490.031823,0.014731
unit.000002,Mapper-0-3,N/A,14.1258041859,14.1368510723,14.2616181374,515.584648132,516.895134211,0.044443,492.991297,0.014525
unit.000003,Mapper-0-4,N/A,13.9927961826,14.0075130463,14.0188040733,577.129480124,577.996174097,0.012343,555.134182,0.014128
unit.000004,Mapper-0-5,N/A,14.1772141457,14.188229084,14.2732729912,473.009063005,474.01196599,0.016606,450.376173,0.013965
unit.000005,Mapper-0-6,N/A,14.0743560791,14.0927910805,14.166424036,544.329047203,545.427936077,0.010866,522.323068,0.013724
unit.000006,Mapper-0-7,N/A,14.0038502216,14.0226821899,14.0487201214,572.56996417,573.372425079,0.011239,550.480173,0.013241
unit.000007,Mapper-0-8,N/A,14.2100141048,14.2210850716,14.2808861732,512.57933712,513.839203119,0.045781,489.910917,0.014508
unit.000008,Mapper-0-9,N/A,14.1074521542,14.1222751141,14.2321400642,540.139986038,541.37830615,0.010503,518.04231,0.013923
unit.000009,Mapper-0-10,N/A,14.040897131,14.059718132,14.115003109,596.107360125,597.228069067,0.011611,574.034249,0.015239
unit.000010,Mapper-0-11,N/A,14.2429251671,14.2540941238,14.2885711193,476.918399096,479.014816999,0.045504,454.287263,0.01474
unit.000011,Mapper-0-12,N/A,14.2246232033,14.239369154,14.2847590446,473.362102032,474.022983074,0.038741,450.77741,0.013856
unit.000012,Mapper-0-13,N/A,14.0262870789,14.037332058,14.0819170475,575.875040054,576.975531101,0.012008,553.868421,0.014043
unit.000013,Mapper-0-14,N/A,14.0891292095,14.1038451195,14.1992511749,581.43644619,582.016360998,0.012575,559.456084,0.015135
unit.000014,Mapper-0-15,N/A,14.1404042244,14.1553339958,14.2654311657,517.336494207,517.907227993,0.018458,494.746969,0.014652
unit.000015,Mapper-0-16,N/A,14.0560500622,14.0707921982,14.1441571712,580.884019136,581.995774031,0.010173,558.851643,0.0144
unit.000016,Reducer-0,N/A,605.705826044,605.783579111,605.805939198,610.945580006,613.824799061,1.036871,2.063588,0.011305
unit.000017,Mapper-1-1,N/A,629.017060041,629.040948153,629.050381184,1083.61803222,1084.59820318,0.020376,453.165917,0.01408
unit.000018,Mapper-1-2,N/A,628.999593019,629.022087097,629.026144028,1102.09703517,1103.1488831,0.039702,471.665243,0.013947
unit.000019,Mapper-1-3,N/A,625.506314039,625.518950224,625.526462078,1207.75455618,1209.11307621,0.009595,580.759375,0.014681
unit.000020,Mapper-1-4,N/A,629.889589071,629.905281067,629.915344,1096.68803215,1097.78776121,0.01986,465.374192,0.013642
unit.000021,Mapper-1-5,N/A,628.106793165,628.12172699,628.129295111,1079.05135322,1080.05510211,0.020489,449.382666,0.014853
unit.000022,Mapper-1-6,N/A,626.670478106,626.688851118,626.696367025,1079.95753622,1081.06764317,0.007527,452.100537,0.014441
unit.000023,Mapper-1-7,N/A,623.071907997,623.085963011,623.09347415,1082.06400013,1083.13037205,0.007867,457.604505,0.01394
unit.000024,Mapper-1-8,N/A,627.386196136,627.395719051,627.40360713,1144.75841808,1145.80305314,0.024285,515.927372,0.013945
unit.000025,Mapper-1-9,N/A,625.059862137,625.072533131,625.080085039,1081.245682,1082.10073018,0.007988,454.737718,0.013775
unit.000026,Mapper-1-10,N/A,627.36168313,627.374874115,627.382585049,1080.11236,1081.0875802,0.020818,451.375738,0.013851
unit.000027,Mapper-1-11,N/A,621.181282043,621.237399101,621.244949102,1148.76536822,1149.86927414,0.008516,526.121182,0.014933
unit.000028,Mapper-1-12,N/A,624.762871027,624.775985003,624.783502102,1203.53760004,1205.06358504,0.008174,577.370833,0.014851
unit.000029,Mapper-1-13,N/A,628.514482021,628.57231617,628.580071211,1082.31517005,1083.13270211,0.160399,452.216069,0.014221
unit.000030,Mapper-1-14,N/A,626.439840078,626.674115181,626.681627035,1085.57160711,1086.64738321,0.008259,457.695792,0.014247
unit.000031,Mapper-1-15,N/A,624.183495045,624.196595192,624.204113007,1162.38425708,1164.55314207,0.007702,536.836233,0.014676
unit.000032,Mapper-1-16,N/A,629.742922068,629.756597996,629.765000105,1142.25419402,1143.77741504,0.019582,511.00733,0.01446
unit.000033,Reducer-1,N/A,1212.65487814,1212.74036503,1212.7627821,1218.57809615,1220.72959614,1.035754,2.087252,0.010438
