CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,14.584143877,14.6641340256,14.6717278957,416.34346199,417.208796024,0.142069,393.494799,0.001885
unit.000001,Mapper-0-2,N/A,14.7347178459,14.8229670525,14.8305969238,383.32028389,385.321573973,0.146571,359.248684,0.002661
unit.000002,Mapper-0-3,N/A,15.0684249401,15.1630609035,15.1707379818,418.896746874,420.279968977,0.176121,395.920424,0.002329
unit.000003,Mapper-0-4,N/A,14.2387900352,14.2645659447,14.2722189426,399.304016829,400.194311857,0.141461,376.74656,0.002451
unit.000004,Mapper-0-5,N/A,13.3897130489,13.4660029411,13.4737529755,319.068963051,320.196833849,0.086747,300.034293,0.003016
unit.000005,Mapper-0-6,N/A,13.543035984,13.6280059814,13.6356949806,260.231272936,261.689969063,0.084851,241.190973,0.003683
unit.000006,Mapper-0-7,N/A,13.6241819859,13.7071650028,13.7149150372,321.077121973,322.291363001,0.084841,302.079034,0.001801
unit.000007,Mapper-0-8,N/A,15.6451878548,15.7342588902,15.741907835,397.348706961,399.166380882,0.13494,372.791651,0.0026
unit.000008,Mapper-0-9,N/A,14.9854638577,15.0721099377,15.079761982,398.00080204,399.15940094,0.164595,373.693208,0.002639
unit.000009,Mapper-0-10,N/A,14.0219900608,14.1065440178,14.1142549515,415.692188978,417.186414957,0.244128,393.192252,0.002495
unit.000010,Mapper-0-11,N/A,15.4762468338,15.5678720474,15.5754919052,412.734720945,414.12130785,0.173587,388.230414,0.002243
unit.000011,Mapper-0-12,N/A,14.425372839,14.5108339787,14.5184400082,421.353335857,422.382153988,0.15209,399.23453,0.001979
unit.000012,Mapper-0-13,N/A,14.2608828545,14.345952034,14.3537259102,402.873050928,404.846629858,0.143455,380.65088,0.001961
unit.000013,Mapper-0-14,N/A,14.819257021,14.9025769234,14.9102900028,415.941396952,417.231029034,0.141979,393.109923,0.002288
unit.000014,Mapper-0-15,N/A,14.6604678631,14.7383859158,14.7460069656,388.579805851,390.395063877,0.149526,365.665046,0.002473
unit.000015,Mapper-0-16,N/A,14.5071618557,14.5878398418,14.595471859,399.706413984,401.218185902,0.142226,375.939756,0.002394
unit.000016,Mapper-0-17,N/A,15.1593959332,15.2991690636,15.3067970276,399.505883932,401.227906942,0.148922,374.971375,0.002649
unit.000017,Mapper-0-18,N/A,13.1550529003,13.3089249134,13.3755328655,261.687391043,262.703202963,0.089999,242.678442,0.002497
unit.000018,Mapper-0-19,N/A,13.7034008503,13.7878210545,13.7955439091,320.074203968,321.232195854,0.094427,301.039662,0.00192
unit.000019,Mapper-0-20,N/A,13.9425330162,14.0257120132,14.0334000587,421.218503952,422.359511852,0.143029,399.010082,0.001621
unit.000020,Mapper-0-21,N/A,15.3140258789,15.3993468285,15.4069910049,429.31435585,430.568831921,0.179294,404.789036,0.00302
unit.000021,Mapper-0-22,N/A,15.5641870499,15.6488690376,15.6564819813,424.006816864,425.464138985,0.165692,399.462336,0.001963
unit.000022,Mapper-0-23,N/A,13.3051660061,13.3860080242,13.3974239826,323.883213997,325.336688042,0.084931,304.911907,0.003849
unit.000023,Mapper-0-24,N/A,13.4622199535,13.5474820137,13.5552258492,303.232146025,304.593760967,0.090437,284.233991,0.00227
unit.000024,Mapper-0-25,N/A,15.7305839062,15.8113460541,15.8189840317,412.148869991,414.146093845,0.154115,387.274378,0.002097
unit.000025,Mapper-0-26,N/A,15.3956680298,15.4799199104,15.4875218868,412.086732864,414.120908976,0.13795,384.486523,0.002166
unit.000026,Mapper-0-27,N/A,13.8625068665,13.9462840557,13.9549498558,421.204843044,422.333137035,0.142141,398.977123,0.00261
unit.000027,Mapper-0-28,N/A,14.1027929783,14.2424919605,14.2500879765,443.733490944,444.797011852,0.141352,421.509894,0.001992
unit.000028,Mapper-0-29,N/A,14.3422858715,14.4290649891,14.4366698265,415.699863911,417.208267927,0.159117,393.476962,0.001727
unit.000029,Mapper-0-30,N/A,15.2954590321,15.3177039623,15.3253319263,388.426873922,390.409809828,0.147315,362.784415,0.002396
unit.000030,Mapper-0-31,N/A,13.784085989,13.8662650585,13.8739259243,319.120547056,320.199734926,0.092547,300.19856,0.002265
unit.000031,Mapper-0-32,N/A,14.8989038467,14.9891409874,14.9968440533,405.167984009,406.886216879,0.116933,382.18925,0.00221
unit.000032,Reducer-0,N/A,448.53646183,448.806341887,448.844110966,450.425187826,452.317348957,0.05274,0.02155,0.003427
unit.000033,Mapper-1-1,N/A,466.525620937,466.615048885,466.622731924,843.593508005,845.220546961,0.133579,374.764088,0.002654
unit.000034,Mapper-1-2,N/A,466.082111835,466.172200918,466.176426888,858.623577833,859.964540005,0.137732,389.825104,0.001982
unit.000035,Mapper-1-3,N/A,466.970370054,467.096892834,467.106547832,843.257309914,845.247135878,0.142494,373.347651,0.002274
unit.000036,Mapper-1-4,N/A,464.548527956,464.639694929,464.649093866,840.682198048,841.51860404,0.121375,374.323288,0.002603
unit.000037,Mapper-1-5,N/A,456.105380058,456.187330961,456.194947004,739.44123888,741.342792034,0.081281,280.211492,0.002
unit.000038,Mapper-1-6,N/A,455.660223961,455.742373943,455.749971867,734.43679285,735.732359886,0.081636,277.236919,0.002855
unit.000039,Mapper-1-7,N/A,456.401350021,456.485198021,456.492795944,734.284194946,735.753247023,0.085924,276.319763,0.002538
unit.000040,Mapper-1-8,N/A,455.364192963,455.444736004,455.452348948,703.661722898,704.546249866,0.080196,246.760554,0.002226
unit.000041,Mapper-1-9,N/A,456.995543957,457.079951048,457.08752203,739.379189968,741.343449831,0.080245,279.158059,0.002893
unit.000042,Mapper-1-10,N/A,454.768635988,454.85136795,454.858970881,702.807456017,704.527063847,0.08399,246.464845,0.002799
unit.000043,Mapper-1-11,N/A,458.920838833,459.005295992,459.012907028,838.843801022,839.416163921,0.184704,378.088984,0.002522
unit.000044,Mapper-1-12,N/A,458.180477858,458.270117044,458.277736902,850.208472967,851.459555864,0.136393,390.446088,0.001971
unit.000045,Mapper-1-13,N/A,463.660397053,463.756763935,463.765044928,843.329539061,845.219574928,0.122792,376.440492,0.002367
unit.000046,Mapper-1-14,N/A,464.845267057,464.991370916,464.999902964,847.202302933,848.347153902,0.12184,380.635379,0.002499
unit.000047,Mapper-1-15,N/A,462.770370007,462.914001942,462.922478914,862.679889917,864.066843987,0.140616,396.38587,0.002259
unit.000048,Mapper-1-16,N/A,462.325651884,462.419544935,462.427284002,852.962219,854.865063906,0.139141,388.937333,0.002496
unit.000049,Mapper-1-17,N/A,460.547963858,460.658902884,460.66306591,845.899358034,847.309972048,0.134647,382.129037,0.001989
unit.000050,Mapper-1-18,N/A,465.28972888,465.383795977,465.392207861,858.322420835,859.936843872,0.16023,389.509477,0.001729
unit.000051,Mapper-1-19,N/A,457.735519886,457.828583002,457.836387873,845.446557045,847.310600996,0.115442,386.066785,0.001927
unit.000052,Mapper-1-20,N/A,460.252532005,460.352807999,460.36072588,847.703073025,849.406177998,0.113995,384.027343,0.002206
unit.000053,Mapper-1-21,N/A,462.03053093,462.126320839,462.135062933,838.77927804,839.419406891,0.133654,375.058972,0.001718
unit.000054,Mapper-1-22,N/A,463.96269989,464.06357789,464.072005987,860.026514053,861.02283597,0.121381,393.762131,0.001948
unit.000055,Mapper-1-23,N/A,457.290772915,457.376657963,457.384268045,700.602090836,702.495375872,0.080058,241.6814,0.002582
unit.000056,Mapper-1-24,N/A,465.6364429,465.727413893,465.736356974,858.271282911,859.956529856,0.117199,389.445123,0.003041
unit.000057,Mapper-1-25,N/A,463.066474915,463.160229921,463.169436932,837.921120882,839.438600063,0.152658,371.543665,0.003621
unit.000058,Mapper-1-26,N/A,461.43718195,461.532534838,461.541187048,839.378419876,840.453966856,0.126928,374.90987,0.00207
unit.000059,Mapper-1-27,N/A,459.808629036,459.896121025,459.904367924,848.606276035,850.420604944,0.128908,387.246977,0.002248
unit.000060,Mapper-1-28,N/A,454.472985029,454.557098866,454.564682007,728.069494009,729.624213934,0.07772,271.926563,0.002047
unit.000061,Mapper-1-29,N/A,459.513453007,459.61103797,459.618660927,840.883581877,841.492739916,0.109961,379.769334,0.002772
unit.000062,Mapper-1-30,N/A,461.142132044,461.234833956,461.243545055,840.581248045,841.491602898,0.121519,376.875762,0.002667
unit.000063,Mapper-1-31,N/A,458.625133991,458.736225843,458.740051985,808.657184839,810.653949976,0.186233,348.197708,0.002459
unit.000064,Mapper-1-32,N/A,467.266458988,467.359354973,467.368074894,843.318091869,845.250550985,0.122587,373.59444,0.002255
unit.000065,Reducer-1,N/A,870.105922937,870.483824968,870.521533966,871.976143837,873.237067938,0.047706,0.02149,0.003124
