CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,13.090018034,13.1120510101,13.1195819378,471.014697075,475.441591978,0.038301,447.838559,0.004117
unit.000001,Mapper-0-2,N/A,13.0339779854,13.0524549484,13.0636229515,592.44609499,593.052682161,0.025554,573.39718,0.004846
unit.000002,Mapper-0-3,N/A,12.9227261543,12.9415659904,12.9527239799,581.478096008,582.909839153,0.023609,562.321307,0.00435
unit.000003,Mapper-0-4,N/A,13.1267609596,13.1489200592,13.1566579342,514.687703133,518.024487019,0.038022,491.510358,0.004169
unit.000004,Mapper-0-5,N/A,13.0708351135,13.0936319828,13.1012160778,520.396595001,521.061136007,0.036007,497.243862,0.004151
unit.000005,Mapper-0-6,N/A,13.0154931545,13.0376060009,13.0451509953,480.385427952,483.307940006,0.026361,461.356784,0.004977
unit.000006,Mapper-0-7,N/A,12.9451470375,12.9635920525,12.9712171555,475.866652012,477.437819958,0.022201,456.682517,0.005382
unit.000007,Mapper-0-8,N/A,12.9970929623,13.0191619396,13.026761055,477.92812109,479.57646513,0.02263,458.839506,0.005447
unit.000008,Mapper-0-9,N/A,12.8953950405,12.9264259338,12.9340219498,479.18218112,480.589066029,0.02226,460.123873,0.004643
unit.000009,Mapper-0-10,N/A,13.1083810329,13.1304280758,13.1379749775,475.855220079,477.462999105,0.036852,448.939538,0.003965
unit.000010,Mapper-0-11,N/A,12.9786319733,13.0007250309,13.0082981586,592.294167042,593.053460121,0.02407,573.19127,0.004511
unit.000011,Mapper-0-12,N/A,13.1825311184,13.2009420395,13.2085490227,513.686159134,514.791517973,0.034668,490.482361,0.004519
unit.000012,Mapper-0-13,N/A,13.1452319622,13.1675860882,13.175096035,509.87985611,510.742921114,0.037603,486.725641,0.004015
unit.000013,Mapper-0-14,N/A,13.1639649868,13.1861550808,13.1936860085,521.399064064,522.094825029,0.045803,498.230949,0.004341
unit.000014,Mapper-0-15,N/A,12.9599399567,12.9822809696,12.9898941517,583.333127975,583.922255039,0.025951,564.214885,0.004557
unit.000015,Mapper-0-16,N/A,13.0560240746,13.0744869709,13.0828099251,470.014066935,475.414386034,0.029423,446.858686,0.004304
unit.000016,Reducer-0,N/A,599.078190088,599.154035091,599.176479101,600.875002146,602.515869141,0.117445,0.206702,0.003536
unit.000017,Mapper-1-1,N/A,615.945065022,615.96993494,615.977441072,1070.73253512,1072.1160171,0.033053,452.52827,0.004193
unit.000018,Mapper-1-2,N/A,613.272275925,613.294144154,613.30166316,1068.51532602,1070.05466199,0.033206,452.860429,0.004278
unit.000019,Mapper-1-3,N/A,614.905550003,614.928512096,614.936041117,1140.63011694,1141.96528411,0.035655,522.393558,0.0046
unit.000020,Mapper-1-4,N/A,614.309901953,614.335186958,614.342726946,1135.62192798,1136.45505595,0.066116,519.789902,0.004343
unit.000021,Mapper-1-5,N/A,615.20282793,615.225821018,615.233370066,1070.77181816,1072.11541104,0.059926,452.620779,0.004128
unit.000022,Mapper-1-6,N/A,612.529257059,612.55105114,612.558583975,1181.18840098,1182.61868405,0.021366,565.546714,0.00545
unit.000023,Mapper-1-7,N/A,611.636727095,611.694541931,611.702064037,1079.53656793,1080.23558903,0.019062,466.469836,0.006107
unit.000024,Mapper-1-8,N/A,609.557346106,609.613600969,609.621119022,1163.06096411,1164.25959301,0.018172,552.089058,0.005091
unit.000025,Mapper-1-9,N/A,612.826390028,612.847692013,612.855194092,1165.26492405,1167.41470695,0.020762,549.585739,0.005061
unit.000026,Mapper-1-10,N/A,610.894322157,610.919023991,610.926530123,1098.16632199,1099.51212406,0.018808,485.009982,0.005035
unit.000027,Mapper-1-11,N/A,610.300745964,610.321999073,610.329498053,1089.65376496,1090.37900114,0.018365,476.510496,0.00457
unit.000028,Mapper-1-12,N/A,613.568293095,613.590417147,613.597948074,1071.67388701,1073.155689,0.054263,455.981187,0.004381
unit.000029,Mapper-1-13,N/A,611.933372021,611.955778122,611.963343143,1175.68096709,1176.52904701,0.018187,562.336326,0.005682
unit.000030,Mapper-1-14,N/A,615.648947001,615.675311089,615.682912111,1061.89962792,1062.97286916,0.036812,443.667454,0.004324
unit.000031,Mapper-1-15,N/A,614.16248107,614.18620801,614.19383502,1105.17784595,1105.91524196,0.049976,489.471014,0.004885
unit.000032,Mapper-1-16,N/A,611.191442966,611.213277102,611.220798969,1086.74800396,1088.34517193,0.013947,473.639803,0.005524
unit.000033,Reducer-1,N/A,1186.64836597,1186.73171306,1186.75411201,1189.91799307,1191.69664311,0.112761,0.208352,0.003675
