CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,12.9875900745,13.0671370029,13.0749979019,941.958771944,943.441533089,0.31812,922.79487,0.002074
unit.000001,Mapper-0-2,N/A,12.6445920467,12.8304479122,12.8384170532,1063.72947788,1064.58397388,0.338554,1044.474269,0.002052
unit.000002,Mapper-0-3,N/A,12.9110229015,12.9914009571,12.9992768764,1064.98267007,1065.60029387,0.343037,1045.80533,0.002048
unit.000003,Mapper-0-4,N/A,13.2145519257,13.2939970493,13.3054978848,1090.9677701,1092.0214901,0.310551,1071.796929,0.002509
unit.000004,Mapper-0-5,N/A,13.0633080006,13.1434969902,13.1514000893,1087.46338606,1088.98020387,0.330266,1068.2572,0.002222
unit.000005,Mapper-0-6,N/A,12.8266000748,12.9148540497,12.9227149487,935.748735905,937.364609003,0.318301,916.516146,0.001748
unit.000006,Mapper-0-7,N/A,13.3016059399,13.3704440594,13.3782398701,1110.89941907,1112.61626196,0.318868,1091.662312,0.002726
unit.000007,Mapper-0-8,N/A,13.1395869255,13.2183489799,13.2262840271,950.672297001,954.944401026,0.220622,931.577583,0.002543
unit.000008,Reducer-0,N/A,1121.13826299,1121.20628405,1121.22181702,1122.57635498,1125.51440907,0.018283,0.021444,0.003214
unit.000009,Mapper-1-1,N/A,1131.95342994,1132.04001808,1132.04780889,2094.13680506,2095.46793604,0.311383,960.384135,0.002846
unit.000010,Mapper-1-2,N/A,1132.99538708,1133.07946992,1133.08731508,2162.03031588,2163.40305996,0.300389,1027.201275,0.002492
unit.000011,Mapper-1-3,N/A,1134.87757206,1134.96272397,1134.97068,2086.47542787,2087.3318851,0.324895,949.768904,0.002099
unit.000012,Mapper-1-4,N/A,1132.275249,1132.32853103,1132.33634806,2089.72908807,2091.38757801,0.316533,955.740897,0.002949
unit.000013,Mapper-1-5,N/A,1134.79047608,1134.88141799,1134.88923001,2159.32881308,2160.34592795,0.305548,1022.665793,0.002018
unit.000014,Mapper-1-6,N/A,1132.69477201,1132.77903199,1132.78683805,2192.37361693,2193.84842896,0.309872,1057.900735,0.002324
unit.000015,Mapper-1-7,N/A,1133.44086099,1133.52061605,1133.52840996,2085.02068305,2086.24091792,0.308847,949.788954,0.003294
unit.000016,Mapper-1-8,N/A,1131.16440201,1131.25153804,1131.25931406,2141.4415431,2143.107728,0.212265,1008.477018,0.00206
unit.000017,Reducer-1,N/A,2203.02306604,2203.09058499,2203.10610509,2204.44729495,2206.38733602,0.01441,0.021952,0.003031
