CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,13.7642719746,13.7863659859,14.0172569752,403.298389912,403.650820971,0.019568,381.957574,0.013072
unit.000001,Mapper-0-2,N/A,13.6492509842,13.6678299904,13.7939279079,415.290297031,416.578799963,0.018302,393.760728,0.012658
unit.000002,Mapper-0-3,N/A,13.6641478539,13.6863870621,13.830010891,397.02688098,397.535963058,0.052765,375.633715,0.013472
unit.000003,Mapper-0-4,N/A,13.8858070374,13.9045739174,14.0854840279,413.05258894,415.566678047,0.021848,390.941906,0.014045
unit.000004,Mapper-0-5,N/A,13.8521380424,13.8746008873,14.0778710842,410.01138401,410.572160959,0.017567,385.928446,0.014085
unit.000005,Mapper-0-6,N/A,13.6826920509,13.6975419521,13.8635540009,417.829871893,418.625215054,0.017627,396.666299,0.012542
unit.000006,Mapper-0-7,N/A,13.5782990456,13.596971035,13.6754510403,261.436017036,261.858654022,0.009822,242.427964,0.01254
unit.000007,Mapper-0-8,N/A,13.6154789925,13.630715847,13.7424099445,271.44260788,271.996119022,0.009301,252.451028,0.013148
unit.000008,Mapper-0-9,N/A,13.5487029552,13.5636398792,13.6194310188,272.897619009,273.032136917,0.009124,254.024536,0.013209
unit.000009,Mapper-0-10,N/A,13.7199640274,13.7312479019,13.931180954,409.858541012,410.562723875,0.052888,387.129766,0.013484
unit.000010,Mapper-0-11,N/A,13.7532629967,13.7679109573,13.9839348793,402.94197607,403.630091906,0.041753,381.349831,0.012262
unit.000011,Mapper-0-12,N/A,13.8029959202,13.8224198818,14.0665149689,419.232991934,419.659224033,0.036361,397.182676,0.040878
unit.000012,Mapper-0-13,N/A,13.8373188972,13.8558239937,14.0740790367,415.302662849,416.600712061,0.061839,392.95185,0.012535
unit.000013,Mapper-0-14,N/A,13.8708889484,13.8933470249,14.0816569328,411.615846872,411.595618963,0.018718,389.600444,0.012775
unit.000014,Mapper-0-15,N/A,13.9081699848,13.9235360622,14.0892949104,426.39557004,427.357524872,0.049201,404.293602,0.012619
