CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,13.4738500118,13.495882988,13.5034749508,404.107378006,405.483929873,0.032299,381.337741,0.005176
unit.000001,Mapper-0-2,N/A,13.2825298309,13.3107779026,13.3184039593,281.711275816,283.635313988,0.015778,259.858007,0.005944
unit.000002,Mapper-0-3,N/A,13.6405889988,13.6628918648,13.6704289913,414.127296925,415.712885857,0.029317,389.699426,0.004661
unit.000003,Mapper-0-4,N/A,13.7732608318,13.7916100025,13.7991659641,394.286920786,396.28173995,0.049241,370.933977,0.005104
unit.000004,Mapper-0-5,N/A,13.4922540188,13.5143609047,13.5219190121,392.184429884,394.228010893,0.026267,369.371535,0.00517
unit.000005,Mapper-0-6,N/A,13.7879719734,13.8100178242,13.8175518513,377.746016979,378.85760498,0.028901,354.342793,0.00497
unit.000006,Mapper-0-7,N/A,13.5480978489,13.5702338219,13.57782197,395.542063951,397.318043947,0.030974,372.831763,0.004478
unit.000007,Mapper-0-8,N/A,13.3817038536,13.4037590027,13.4113419056,281.723894835,283.672386885,0.014454,260.381116,0.005289
unit.000008,Mapper-0-9,N/A,13.6222310066,13.6442120075,13.6520459652,396.042989969,397.328867912,0.027144,371.694297,0.006059
unit.000009,Mapper-0-10,N/A,13.5852048397,13.6075229645,13.6150360107,419.03579092,420.82950902,0.031081,394.627802,0.004861
unit.000010,Mapper-0-11,N/A,13.3632090092,13.3853378296,13.3929049969,275.917971849,277.808498859,0.014791,255.459214,0.005777
unit.000011,Mapper-0-12,N/A,13.4000999928,13.4221668243,13.4297587872,283.688901901,284.71487093,0.015368,263.285951,0.004318
unit.000012,Mapper-0-13,N/A,13.5291099548,13.5517838001,13.5593400002,387.568517923,389.113787889,0.027357,364.622077,0.005108
unit.000013,Mapper-0-14,N/A,13.7326359749,13.7548308372,13.7624049187,392.192209959,394.235388994,0.030273,368.850078,0.004521
unit.000014,Mapper-0-15,N/A,13.6592488289,13.6812429428,13.6887719631,397.495810986,399.363524914,0.077533,373.007019,0.004417
unit.000015,Mapper-0-16,N/A,13.695953846,13.7179329395,13.7254598141,405.218997955,406.532044888,0.029752,380.781581,0.005209
unit.000016,Mapper-0-17,N/A,13.7511918545,13.7696979046,13.7807979584,400.000689983,401.409636021,0.029448,376.587415,0.006213
