Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,8000,0,8000,0.0,0.0
0,8000,1,8000,497.0,6524.63626006
8000,16000,2,8000,994.0,6066.67177323
16000,24000,3,8000,1492.0,5912.80094107
24000,32000,4,8000,1986.0,5089.00859767
32000,40000,5,8000,2483.0,4708.68039843
40000,48000,6,8000,2977.0,4775.40337953
48000,56000,7,8000,3478.0,4575.50916511
56000,64000,8,8000,3973.0,5041.99953041
64000,72000,9,8000,4468.0,5401.97406036
72000,80000,10,8000,4963.0,5726.78181269
80000,88000,11,8000,5455.0,5912.69606089
88000,96000,12,8000,5952.0,6079.95981715
0,8000,13,8000,6450.0,5471.86592409
8000,16000,14,8000,6962.0,5285.15765531
16000,24000,15,8000,7450.0,5307.15625163
24000,32000,16,8000,7934.0,5436.01917837
32000,40000,17,8000,8425.0,5564.08277612
40000,48000,18,8000,8929.0,5663.35595484
48000,56000,19,8000,9423.0,5772.31602317
56000,64000,20,8000,9905.0,5925.96401765
64000,72000,21,8000,10395.0,6017.6835285
72000,80000,22,8000,10890.0,6110.94328081
80000,88000,23,8000,11368.0,6242.0696324
88000,96000,24,8000,11858.0,6319.39633316
96000,104000,25,8000,12357.0,6397.73781762
104000,112000,26,8000,12856.0,6470.01347518
112000,120000,27,8000,13356.0,6525.52475545
120000,128000,28,8000,13858.0,6672.18100959
128000,136000,29,8000,14352.0,6798.13903668
136000,144000,30,8000,14852.0,6892.7914929
144000,152000,31,8000,15355.0,7017.67702807
152000,160000,32,8000,15857.0,7134.20302179
160000,168000,33,8000,16350.0,7220.49450536
168000,176000,34,8000,16827.0,7300.15403549
176000,184000,35,8000,17329.0,7385.58961038
184000,192000,36,8000,17833.0,7505.52206967
192000,200000,37,8000,18331.0,7610.06712192
200000,208000,38,8000,18836.0,7689.25259628
208000,216000,39,8000,19322.0,7798.12202785
216000,224000,40,8000,19815.0,7902.75995769
224000,232000,41,8000,20309.0,7993.25872356
232000,240000,42,8000,20804.0,8060.17634783
240000,248000,43,8000,21308.0,8148.78929919
248000,256000,44,8000,21800.0,8234.68140667
256000,264000,45,8000,22284.0,8293.62213273
264000,272000,46,8000,22770.0,8349.86273007
272000,280000,47,8000,23260.0,8405.4383907
280000,288000,48,8000,23751.0,8495.20962887
288000,296000,49,8000,24231.0,8580.8051451
296000,304000,50,8000,24731.0,8659.65076196
304000,312000,51,8000,25237.0,8745.878
312000,320000,52,8000,25742.0,8792.51944265
320000,328000,53,8000,26245.0,8790.70478481
328000,336000,54,8000,26737.0,8763.47988882
336000,344000,55,8000,27234.0,8807.94292725
344000,352000,56,8000,27734.0,8806.21447784
352000,360000,57,8000,28233.0,8806.48184895
