#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1481824595 16904490 17033160 671415 2 16901382 17020748 674523 12414 15259.86 13017.33 1075.14 3366.68
1481824596 16904519 17033192 671415 2 16901410 17020780 674523 12414 15258.78 13015.96 1075.04 3367.68
1481824597 16904550 17033224 671415 2 16901441 17020812 674523 12414 15259.36 13016.17 1075.26 3367.43
1481824598 16904579 17033256 671415 2 16901470 17020845 674523 12414 15258.52 13016.05 1076.10 3368.32
1481824599 16904607 17033290 671415 2 16901499 17020878 674523 12414 15259.11 13015.51 1075.54 3368.13
1481824600 16904638 17033322 671415 2 16901530 17020910 674523 12414 15258.90 13015.94 1075.74 3368.07
1481824601 16904669 17033354 671415 2 16901560 17020942 674523 12414 15258.71 13015.74 1075.54 3367.88
1481824602 16904699 17033387 671415 2 16901591 17020975 674523 12414 15259.27 13016.26 1075.04 3367.37
1481824604 16904751 17033431 671415 2 16901643 17021019 674523 12414 15250.29 13015.22 1083.15 3369.16
1481824605 16904801 17033491 671415 2 16901692 17021079 674523 12414 15232.74 13006.82 1101.42 3377.19
1481824606 16904830 17033526 671415 2 16901721 17021114 674523 12414 15232.23 13007.09 1102.39 3376.54
1481824607 16904862 17033560 671415 2 16901754 17021148 674523 12414 15232.55 13006.45 1102.47 3377.14
1481824608 16904892 17033656 671415 2 16901784 17021244 674523 12414 15232.64 12984.41 1102.07 3399.30
1481824609 16904921 17033692 671415 2 16901813 17021280 674523 12414 15231.96 12984.67 1102.33 3398.96
1481824610 16904951 17033727 671415 2 16901842 17021315 674523 12414 15232.54 12984.19 1101.68 3399.82
1481824611 16904982 17033761 671415 2 16901873 17021349 674523 12414 15232.11 12984.80 1102.14 3398.82
1481824613 16905015 17033793 671415 2 16901906 17021381 674523 12414 15232.26 12984.58 1101.59 3399.06
1481824614 16905048 17034107 671415 2 16901940 17021695 674523 12414 15233.00 12852.43 1101.99 3534.11
1481824615 16905079 17034205 671415 2 16901970 17021793 674523 12414 15232.44 12789.11 1102.16 3594.50
1481824616 16905109 17034310 671415 2 16902000 17021898 674523 12414 15232.53 12717.94 1101.29 3665.68
1481824617 16905141 17034414 671415 2 16902032 17022002 674523 12414 15232.18 12648.42 1102.07 3735.57
1481824618 16905172 17034507 671415 2 16902063 17022095 674523 12414 15232.07 12588.90 1102.12 3794.74
1481824619 16905204 17034590 671415 2 16902095 17022178 674523 12414 15232.45 12538.89 1101.72 3844.71
1481824620 16905239 17034690 671415 2 16902131 17022278 674523 12414 15231.78 12467.54 1102.40 3916.13
1481824622 16905275 17034776 671415 2 16902166 17022364 674523 12414 15231.36 12413.20 1102.88 3971.18
1481824623 16905307 17034879 671415 2 16902198 17022467 674523 12414 15231.49 12342.15 1102.75 4041.47
1481824624 16905343 17034966 671415 2 16902234 17022554 674523 12414 15231.09 12281.25 1103.16 4106.04
1481824625 16905373 17035066 671415 2 16902264 17022654 674523 12414 15232.25 12221.61 1102.72 4161.98
1481824626 16905407 17035147 671415 2 16902298 17022735 674523 12414 15231.96 12171.34 1103.03 4211.50
1481824627 16905440 17035230 671415 2 16902331 17022819 674523 12414 15232.11 12121.70 1101.78 4262.33
1481824628 16905474 17035323 671415 2 16902365 17022911 674523 12414 15232.00 12061.12 1102.25 4322.90
1481824630 16905507 17035410 671415 2 16902398 17022999 674523 12414 15232.16 12005.40 1102.09 4378.22
1481824631 16905536 17035501 671415 2 16902427 17023089 674523 12414 15232.32 11950.15 1101.50 4433.80
1481824632 16905571 17035591 671415 2 16902463 17023179 674523 12414 15232.24 11888.94 1102.72 4494.71
1481824633 16905601 17035672 671415 2 16902493 17023260 674523 12414 15232.33 11843.63 1101.92 4539.98
1481824634 16905634 17035763 671415 2 16902525 17023351 674523 12414 15231.70 11787.41 1102.03 4596.23
1481824635 16905666 17035851 671415 2 16902558 17023439 674523 12414 15231.57 11732.67 1102.24 4650.96
1481824636 16905699 17035941 671415 2 16902590 17023529 674523 12414 15231.89 11676.43 1102.36 4707.16
1481824637 16905729 17036032 671415 2 16902620 17023620 674523 12414 15231.91 11621.37 1102.27 4762.64
1481824639 16905760 17036127 671415 2 16902651 17023715 674523 12414 15232.02 11559.58 1102.98 4824.42
1481824640 16905790 17036219 671415 2 16902681 17023807 674523 12414 15231.01 11503.62 1103.21 4880.34
1481824641 16905822 17036309 671415 2 16902713 17023897 674523 12414 15231.39 11448.32 1103.20 4934.90
1481824642 16905855 17036392 671415 2 16902746 17023980 674523 12414 15230.66 11398.75 1103.16 4985.26
1481824643 16905886 17036488 671415 2 16902777 17024076 674523 12414 15231.45 11337.70 1102.80 5045.95
1481824644 16905918 17036569 671415 2 16902809 17024157 674524 12414 15231.97 11291.07 1102.62 5091.79
1481824645 16905949 17036663 671415 2 16902840 17024251 674524 12414 15231.13 11231.22 1102.75 5152.79
1481824646 16905980 17036734 671415 2 16902871 17024322 674524 12414 15231.29 11195.17 1102.57 5189.17
1481824648 16906012 17036828 671415 2 16902903 17024416 674524 12414 15231.14 11136.32 1102.79 5247.68
1481824649 16906044 17036908 671415 2 16902936 17024496 674524 12414 15231.92 11080.63 1102.76 5302.99
1481824650 16906076 17037015 671415 2 16902967 17024603 674524 12414 15231.96 11016.05 1102.65 5367.93
1481824651 16906106 17037107 671415 2 16902997 17024695 674524 12414 15231.66 10958.77 1102.58 5424.84
1481824652 16906137 17037200 671415 2 16903028 17024789 674524 12414 15231.50 10899.30 1103.48 5484.34
1481824653 16906169 17037292 671415 2 16903061 17024880 674524 12414 15231.67 10842.69 1102.92 5541.73
1481824654 16906201 17037371 671415 2 16903092 17024959 674524 12414 15231.92 10797.16 1102.66 5586.48
1481824655 16906232 17037464 671415 2 16903123 17025052 674524 12414 15230.77 10739.77 1103.11 5644.62
1481824657 16906263 17037556 671415 2 16903155 17025144 674524 12414 15231.17 10681.90 1103.08 5702.11
1481824658 16906296 17037648 671415 2 16903187 17025236 674524 12414 15232.14 10624.59 1102.10 5759.79
1481824659 16906326 17037719 671415 2 16903217 17025307 674524 12414 15232.14 10588.76 1102.85 5795.25
1481824660 16906357 17037799 671415 2 16903248 17025387 674524 12414 15231.74 10543.34 1102.51 5841.01
1481824661 16906391 17037889 671415 2 16903282 17025477 674524 12414 15231.66 10485.37 1102.17 5899.01
1481824662 16906421 17037969 671415 2 16903313 17025557 674524 12414 15232.31 10441.32 1102.28 5942.70
1481824663 16906455 17038056 671415 2 16903346 17025644 674524 12414 15232.08 10384.96 1102.17 5998.26
1481824665 16906487 17038143 671415 2 16903378 17025731 674524 12414 15232.02 10329.54 1102.66 6053.70
1481824666 16906521 17038240 671415 2 16903413 17025828 674524 12414 15231.72 10268.65 1102.17 6115.37
1481824667 16906554 17038331 671415 2 16903445 17025919 674524 12414 15231.21 10212.25 1102.67 6171.75
1481824668 16906584 17038421 671415 2 16903475 17026009 674524 12414 15231.71 10156.32 1102.51 6227.30
1481824669 16906617 17038512 671415 2 16903508 17026100 674524 12414 15231.04 10098.52 1103.14 6285.85
1481824670 16906647 17038605 671415 2 16903538 17026193 674524 12414 15231.93 10041.02 1103.09 6342.21
1481824671 16906678 17038685 671415 2 16903569 17026273 674524 12414 15231.79 9996.21 1102.00 6387.71
1481824672 16906712 17038775 671415 2 16903603 17026363 674524 12414 15231.42 9937.77 1102.83 6445.87
1481824674 16906744 17038859 671415 2 16903635 17026447 674524 12414 15231.79 9888.13 1102.80 6496.25
1481824675 16906773 17038965 671415 2 16903664 17026553 674524 12414 15230.87 9818.14 1103.02 6565.86
1481824676 16906803 17039044 671415 2 16903694 17026632 674524 12414 15231.34 9768.52 1102.91 6616.90
1481824677 16906835 17039134 671415 2 16903726 17026722 674524 12414 15231.61 9720.05 1102.64 6663.97
1481824678 16906867 17039211 671415 2 16903758 17026799 674524 12414 15231.37 9677.67 1102.88 6706.58
1481824679 16906899 17039308 671415 2 16903791 17026896 674524 12414 15231.23 9614.14 1102.60 6769.49
1481824680 16906932 17039397 671415 2 16903823 17026985 674524 12414 15231.55 9558.57 1102.32 6825.39
1481824681 16906965 17039487 671415 2 16903856 17027075 674524 12414 15231.95 9501.15 1103.01 6882.87
1481824683 16906994 17039580 671415 2 16903885 17027168 674524 12414 15231.23 9444.46 1103.39 6939.52
1481824684 16907027 17039674 671415 2 16903918 17027262 674524 12414 15231.48 9384.54 1103.15 6999.10
1481824685 16907059 17039766 671415 2 16903950 17027354 674524 12414 15231.77 9326.02 1103.20 7058.00
1481824686 16907092 17039857 671415 2 16903984 17027445 674524 12414 15231.56 9268.02 1102.26 7115.21
1481824687 16907123 17039938 671415 2 16904014 17027526 674524 12414 15232.64 9221.24 1102.73 7162.37
1481824688 16907152 17040021 671415 2 16904043 17027609 674524 12414 15231.52 9174.44 1102.73 7209.18
1481824689 16907183 17040123 671415 2 16904074 17027711 674524 12414 15231.62 9107.43 1102.63 7276.57
1481824690 16907213 17040211 671415 2 16904104 17027799 674524 12414 15231.77 9052.28 1103.59 7332.10
1481824692 16907244 17040292 671415 2 16904136 17027881 674524 12414 15232.28 9007.93 1102.32 7376.08
1481824693 16907275 17040371 671415 2 16904167 17027959 674524 12414 15231.69 8964.25 1102.18 7420.12
1481824694 16907309 17040442 671415 2 16904200 17028030 674524 12414 15232.66 8926.70 1102.30 7457.32
1481824695 16907339 17040523 671415 2 16904230 17028111 674524 12414 15231.29 8879.46 1102.94 7505.20
1481824696 16907371 17040617 671415 2 16904262 17028205 674524 12414 15231.33 8820.73 1102.92 7564.35
1481824697 16907406 17040715 671415 2 16904297 17028303 674524 12414 15231.21 8752.14 1102.64 7631.85
1481824698 16907438 17040810 671415 2 16904329 17028398 674524 12414 15231.59 8690.74 1103.38 7697.63
1481824699 16907469 17040908 671415 2 16904360 17028496 674524 12414 15232.17 8625.91 1103.20 7758.09
1481824701 16907500 17041022 671415 2 16904391 17028610 674524 12414 15231.24 8544.87 1103.35 7841.27
1481824702 16907533 17041122 671415 2 16904424 17028710 674524 12414 15231.71 8480.76 1102.92 7902.86
1481824703 16907564 17041213 671415 2 16904455 17028801 674524 12414 15231.85 8425.88 1102.75 7958.12
1481824704 16907597 17041316 671415 2 16904488 17028904 674524 12414 15231.65 8354.63 1102.59 8029.01
1481824705 16907629 17041430 671415 2 16904520 17029018 674524 12414 15231.88 8275.61 1102.71 8107.99
1481824706 16907662 17041553 671415 2 16904553 17029141 674524 12414 15230.79 8183.79 1103.02 8200.22
1481824707 16907692 17041679 671415 2 16904583 17029267 674524 12414 15231.69 8092.37 1102.96 8291.25
1481824709 16907724 17041811 671415 2 16904616 17029399 674524 12414 15232.08 7997.31 1102.52 8387.05
1481824710 16907757 17041936 671415 2 16904648 17029524 674524 12414 15232.07 7904.62 1103.27 8481.52
1481824711 16907788 17042088 671415 2 16904679 17029676 674524 12414 15231.22 7786.58 1102.98 8596.28
1481824712 16907821 17042226 671415 2 16904712 17029814 674524 12414 15231.37 7682.47 1103.25 8701.54
1481824713 16907852 17042396 671415 2 16904743 17029984 674524 12414 15230.88 7545.04 1103.80 8840.04
1481824714 16907889 17042587 671415 2 16904781 17030175 674524 12414 15230.32 7386.02 1103.93 8997.96
1481824715 16907926 17042746 671415 2 16904817 17030334 674524 12414 15230.63 7255.00 1104.34 9129.77
1481824716 16907972 17042885 671415 2 16904863 17030473 674524 12414 15229.39 7136.40 1104.83 9246.82
1481824718 16908007 17043035 671415 2 16904898 17030623 674524 12414 15230.45 7013.67 1104.58 9370.33
1481824719 16908045 17043184 671415 2 16904936 17030772 674524 12414 15229.34 6893.58 1104.52 9490.38
1481824720 16908083 17043330 671415 2 16904974 17030918 674524 12414 15229.50 6775.45 1104.77 9610.71
1481824721 16908122 17043470 671415 2 16905013 17031058 674524 12414 15230.14 6663.98 1104.48 9719.64
1481824722 16908169 17043622 671415 2 16905061 17031210 674524 12414 15229.81 6530.73 1105.21 9855.79
1481824723 16908209 17043780 671415 2 16905100 17031368 674524 12414 15230.44 6399.91 1104.17 9984.48
1481824724 16908250 17043928 671415 2 16905141 17031516 674524 12414 15230.55 6277.12 1104.03 10107.27
1481824725 16908290 17044082 671415 2 16905181 17031670 674524 12414 15230.50 6150.26 1104.13 10234.12
1481824726 16908325 17044244 671415 2 16905216 17031832 674524 12414 15229.89 6018.16 1104.73 10365.46
1481824728 16908359 17044390 671415 2 16905250 17031979 674524 12414 15231.52 5903.64 1103.08 10480.00
1481824729 16908397 17044519 671415 2 16905288 17032107 674524 12414 15229.84 5801.72 1104.02 10581.93
1481824730 16908435 17044677 671415 2 16905326 17032265 674524 12414 15230.32 5674.05 1103.87 10709.55
1481824731 16908474 17044825 671415 2 16905365 17032413 674524 12414 15230.45 5552.45 1104.88 10831.53
1481824732 16908507 17044978 671415 2 16905398 17032566 674524 12414 15230.87 5431.84 1103.66 10951.91
1481824733 16908547 17045131 671415 2 16905438 17032719 674524 12414 15230.61 5306.16 1104.71 11078.59
1481824734 16908587 17045292 671415 2 16905478 17032881 674524 12414 15229.52 5167.55 1104.73 11216.82
1481824735 16908622 17045447 671415 2 16905513 17033035 674524 12414 15230.53 5044.93 1104.08 11339.05
1481824737 16908666 17045608 671415 2 16905557 17033196 674524 12414 15229.12 4907.73 1104.72 11476.30
1481824738 16908709 17045759 671415 2 16905600 17033347 674524 12414 15229.52 4780.50 1105.12 11603.87
1481824739 16908753 17045958 671415 2 16905644 17033546 674524 12414 15228.24 4601.79 1105.64 11784.75
1481824740 16908798 17046137 671415 2 16905689 17033725 674524 12414 15229.98 4445.12 1105.40 11938.88
1481824741 16908845 17046196 671415 2 16905736 17033784 674524 12414 15228.35 4405.92 1105.90 11977.71
1481824742 16908892 17046215 671415 2 16905783 17033803 674524 12414 15241.81 4501.57 1092.43 11882.43
1481824743 16908922 17046247 671415 2 16905813 17033835 674524 12414 15242.72 4500.82 1091.14 11883.21
1481824744 16908954 17046279 671415 2 16905845 17033867 674524 12414 15243.87 4501.01 1091.10 11882.95
1481824745 16908985 17046312 671415 2 16905876 17033900 674524 12414 15243.82 4501.04 1090.79 11882.21
1481824747 16909016 17046344 671415 2 16905907 17033933 674524 12414 15244.21 4501.28 1090.75 11883.47
1481824748 16909047 17046377 671415 2 16905938 17033965 674524 12414 15243.38 4501.32 1090.43 11883.04
1481824749 16909077 17046410 671415 2 16905968 17033998 674524 12414 15244.04 4500.72 1089.80 11883.23
1481824750 16909109 17046442 671415 2 16906000 17034030 674524 12414 15244.04 4500.90 1090.58 11883.10
1481824751 16909140 17046474 671415 2 16906031 17034062 674524 12414 15243.91 4501.21 1090.66 11882.39
