t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1501936194,1,4.901740,4.901740,4.901740,0.000000,4.901740,4.901740,4.901740,4.901740,4.901740,4.901740,0.095616,0.184009,0.196694,0.198892,calls/second,milliseconds
1501936204,12,89.087134,8.881134,0.039203,23.995226,0.873967,4.900499,89.087134,89.087134,89.087134,89.087134,0.520044,0.251707,0.210080,0.203342,calls/second,milliseconds
1501936214,38,89.087134,3.997004,0.037532,13.853621,0.580314,1.250903,20.273049,89.087134,89.087134,89.087134,1.250439,0.658277,0.300889,0.234171,calls/second,milliseconds
1501936224,60,89.087134,2.810204,0.034736,10.786655,0.497264,0.958677,7.698533,20.273049,89.087134,89.087134,1.485085,0.913508,0.366564,0.257013,calls/second,milliseconds
1501936234,60,89.087134,2.810204,0.034736,10.786655,0.497264,0.958677,7.698533,20.273049,89.087134,89.087134,1.190776,0.773268,0.354547,0.254173,calls/second,milliseconds
1501936244,60,89.087134,2.810204,0.034736,10.786655,0.497264,0.958677,7.698533,20.273049,89.087134,89.087134,0.993677,0.654557,0.342923,0.251364,calls/second,milliseconds
1501936254,60,89.087134,2.810204,0.034736,10.786655,0.497264,0.958677,7.698533,20.273049,89.087134,89.087134,0.852451,0.554071,0.331681,0.248587,calls/second,milliseconds
1501936264,71,89.087134,2.193991,0.032191,9.036908,0.560100,0.873967,7.208629,20.273049,20.273049,89.087134,0.701581,0.468774,0.331895,0.251371,calls/second,milliseconds
1501936285,77,89.087134,2.001990,0.032191,8.279550,0.424770,0.868427,5.769300,11.032383,20.273049,89.087134,0.760685,0.468774,0.331895,0.251371,calls/second,milliseconds
1501936285,77,89.087134,2.001990,0.032191,8.279550,0.424770,0.868427,5.769300,11.032383,20.273049,89.087134,0.760484,0.468774,0.331895,0.251371,calls/second,milliseconds
1501936294,93,89.087134,1.749230,0.020734,6.928493,0.497264,0.868427,5.769300,7.698533,20.273049,89.087134,0.842526,0.735197,0.395789,0.273937,calls/second,milliseconds
1501936304,93,89.087134,1.749230,0.020734,6.928493,0.497264,0.868427,5.769300,7.698533,20.273049,89.087134,0.772524,0.622331,0.382814,0.270910,calls/second,milliseconds
1501936314,96,89.087134,1.647963,0.020734,6.647019,0.537669,0.842072,5.715880,7.698533,20.273049,89.087134,0.736289,0.574765,0.380181,0.271241,calls/second,milliseconds
1501936324,117,89.087134,1.313844,0.020734,5.149623,0.547875,0.723970,5.357436,5.769300,7.698533,89.087134,0.717704,0.565662,0.400111,0.281904,calls/second,milliseconds
1501936347,117,89.087134,1.313844,0.020734,5.149623,0.547875,0.723970,5.357436,5.769300,7.698533,89.087134,0.717596,0.565662,0.400111,0.281904,calls/second,milliseconds
1501936347,117,89.087134,1.313844,0.020734,5.149623,0.547875,0.723970,5.357436,5.769300,7.698533,89.087134,0.717511,0.565662,0.400111,0.281904,calls/second,milliseconds
1501936354,152,89.087134,1.427818,0.020734,4.894732,0.424770,0.693723,5.357436,7.698533,27.107445,89.087134,0.892100,1.080092,0.512337,0.320864,calls/second,milliseconds
1501936364,152,89.087134,1.427818,0.020734,4.894732,0.424770,0.693723,5.357436,7.698533,27.107445,89.087134,0.842648,0.914278,0.495541,0.317318,calls/second,milliseconds
1501936374,152,89.087134,1.427818,0.020734,4.894732,0.424770,0.693723,5.357436,7.698533,27.107445,89.087134,0.798395,0.773920,0.479295,0.313812,calls/second,milliseconds
1501936384,178,89.087134,1.114824,0.020734,3.857945,0.470492,0.623788,5.346889,5.544639,20.273049,27.107445,0.783041,0.624551,0.481375,0.321253,calls/second,milliseconds
1501936411,178,89.087134,1.114824,0.020734,3.857945,0.470492,0.623788,5.346889,5.544639,20.273049,27.107445,0.782983,0.624551,0.481375,0.321253,calls/second,milliseconds
1501936411,178,89.087134,1.114824,0.020734,3.857945,0.470492,0.623788,5.346889,5.544639,20.273049,27.107445,0.782914,0.624551,0.481375,0.321253,calls/second,milliseconds
1501936414,189,89.087134,1.013197,0.020734,3.527972,0.323098,0.589286,5.260990,5.544639,7.208629,27.107445,0.820354,0.702543,0.499864,0.328338,calls/second,milliseconds
1501936424,211,89.087134,0.975781,0.013698,3.089427,0.278090,0.597880,4.900499,5.414075,5.715880,27.107445,0.877772,1.080204,0.590762,0.361072,calls/second,milliseconds
1501936434,211,89.087134,0.975781,0.013698,3.089427,0.278090,0.597880,4.900499,5.414075,5.715880,27.107445,0.842710,0.914373,0.571394,0.357082,calls/second,milliseconds
1501936444,233,89.087134,0.890937,0.013698,2.639150,0.381899,0.613490,4.348102,5.769300,5.919962,27.107445,0.809569,0.724497,0.564513,0.363011,calls/second,milliseconds
1501936472,233,89.087134,0.890937,0.013698,2.639150,0.381899,0.613490,4.348102,5.769300,5.919962,27.107445,0.809520,0.724497,0.564513,0.363011,calls/second,milliseconds
1501936472,233,89.087134,0.890937,0.013698,2.639150,0.381899,0.613490,4.348102,5.769300,5.919962,27.107445,0.809465,0.724497,0.564513,0.363011,calls/second,milliseconds
1501936474,233,89.087134,0.890937,0.013698,2.639150,0.381899,0.613490,4.348102,5.769300,5.919962,27.107445,0.802396,0.730534,0.568405,0.365432,calls/second,milliseconds
1501936484,234,89.087134,0.882557,0.013698,2.608557,0.401633,0.597880,4.348102,5.769300,5.919962,27.107445,0.779004,0.634374,0.553076,0.362502,calls/second,milliseconds
1501936494,270,89.087134,0.808166,0.013698,2.082539,0.279319,0.590638,4.127498,5.072947,5.919962,27.107445,0.869895,1.066638,0.651983,0.398165,calls/second,milliseconds
1501936504,292,89.087134,0.790007,0.010397,1.881272,0.355908,0.591303,4.127498,5.808486,5.808486,27.107445,0.841357,0.849088,0.638050,0.402734,calls/second,milliseconds
1501936531,292,89.087134,0.790007,0.010397,1.881272,0.355908,0.591303,4.127498,5.808486,5.808486,27.107445,0.841316,0.849088,0.638050,0.402734,calls/second,milliseconds
1501936531,292,89.087134,0.790007,0.010397,1.881272,0.355908,0.591303,4.127498,5.808486,5.808486,27.107445,0.841270,0.849088,0.638050,0.402734,calls/second,milliseconds
1501936534,292,89.087134,0.790007,0.010397,1.881272,0.355908,0.591303,4.127498,5.808486,5.808486,27.107445,0.833381,0.845163,0.640727,0.404935,calls/second,milliseconds
1501936544,292,89.087134,0.790007,0.010397,1.881272,0.355908,0.591303,4.127498,5.808486,5.808486,27.107445,0.810254,0.715415,0.619721,0.400461,calls/second,milliseconds
