time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1481757078        0                 620               0                 31248666          31359278          0                 19                209507291762      116660803354      0                 3648             
1481757079        0                 620               0                 31248827          31359433          0                 19                209507364554      116660876824      0                 3648             
1481757080        0                 620               0                 31249212          31359816          0                 19                209507573914      116661072048      0                 3648             
1481757081        0                 620               0                 31249317          31359919          0                 19                209507618546      116661388192      0                 3648             
1481757082        0                 620               0                 31249615          31360205          0                 19                209507754041      116670865555      0                 3648             
1481757084        0                 620               0                 31249713          31360301          0                 19                209507795537      116670904467      0                 3648             
1481757085        0                 620               0                 31249827          31360415          0                 19                209507855862      116670950643      0                 3648             
1481757086        0                 620               0                 31249933          31360521          0                 19                209507912015      116670992051      0                 3648             
1481757087        0                 620               0                 31250073          31360655          0                 19                209507973407      116671048389      0                 3648             
1481757088        0                 620               0                 31250682          31361248          0                 19                209508157543      116896326629      0                 3648             
1481757090        0                 620               0                 31251287          31361854          0                 19                209508356805      117156514685      0                 3648             
1481757091        0                 620               0                 31251970          31362538          0                 19                209508553600      117463903829      0                 3648             
1481757092        0                 620               0                 31252573          31363139          0                 19                209508717920      117730381597      0                 3648             
1481757093        0                 620               0                 31253190          31363752          0                 19                209508886440      118004201757      0                 3648             
1481757094        0                 620               0                 31253851          31364413          0                 19                209509078892      118296907101      0                 3648             
1481757095        0                 620               0                 31254459          31365024          0                 19                209509270359      118557095933      0                 3648             
1481757096        0                 620               0                 31254822          31365389          0                 19                209509389232      118695600605      0                 3648             
1481757098        0                 620               0                 31255461          31366022          0                 19                209509576951      118975716669      0                 3648             
1481757099        0                 620               0                 31256112          31366672          0                 19                209509779874      119262127685      0                 3648             
1481757100        0                 620               0                 31256731          31367295          0                 19                209509960273      119536998869      0                 3648             
1481757101        0                 620               0                 31257357          31367914          0                 19                209510131513      119811869317      0                 3648             
1481757102        0                 620               0                 31258067          31368631          0                 19                209510334077      120132898125      0                 3648             
1481757103        0                 620               0                 31258661          31369223          0                 19                209510523525      120387840349      0                 3648             
1481757105        1                 620               0                 31259312          31369867          0                 19                209510715244      120672153589      0                 3648             
1481757106        0                 620               0                 31260043          31370599          0                 19                209510950539      120997378765      0                 3648             
1481757107        1                 620               0                 31260756          31371311          0                 19                209511157791      121313164605      0                 3648             
1481757108        0                 620               0                 31261408          31371969          0                 19                209511332359      121610062597      0                 3648             
1481757109        0                 620               0                 31261992          31372545          0                 19                209511520642      121857661501      0                 3648             
1481757110        0                 620               0                 31262218          31372778          0                 19                209511591074      121932176221      0                 3648             
1481757111        0                 620               0                 31262377          31372930          0                 19                209511687052      121941665805      0                 3648             
1481757112        0                 620               0                 31262549          31373101          0                 19                209511746156      121982613949      0                 3648             
1481757114        0                 620               0                 31263108          31373657          0                 19                209511900908      122222869461      0                 3648             
1481757116        0                 620               0                 31263732          31374280          0                 19                209512083643      122496692325      0                 3648             
1481757117        0                 620               0                 31264329          31374878          0                 19                209512296202      122741153109      0                 3648             
1481757118        0                 620               0                 31265008          31375556          0                 19                209512492481      123046443813      0                 3648             
1481757119        0                 620               0                 31265738          31376287          0                 19                209512714172      123373765677      0                 3648             
1481757120        0                 620               0                 31267408          31377956          0                 19                209513145591      123666663893      0                 3648             
1481757121        0                 620               0                 31267995          31378546          0                 19                209513320131      123918460485      0                 3648             
1481757122        0                 620               0                 31268620          31379165          0                 19                209513490987      124194379253      0                 3648             
1481757124        0                 620               0                 31269508          31380051          0                 19                209513727387      124606668149      0                 3648             
1481757125        0                 620               0                 31270013          31380565          0                 19                209513892243      124821748797      0                 3648             
1481757126        0                 620               0                 31270501          31381048          0                 19                209514056419      125021094445      0                 3648             
1481757127        0                 620               0                 31271100          31381641          0                 19                209514222339      125279182637      0                 3648             
1481757129        0                 620               0                 31271970          31382509          0                 19                209514465170      125684125941      0                 3648             
1481757130        0                 620               0                 31272659          31383198          0                 19                209514664057      125993613285      0                 3648             
1481757131        1                 620               0                 31273384          31383929          0                 19                209514883569      126323031917      0                 3648             
1481757132        0                 620               0                 31274104          31384647          0                 19                209515091589      126641963013      0                 3648             
1481757133        0                 620               0                 31274711          31385252          0                 19                209515270524      126907393413      0                 3648             
1481757134        0                 620               0                 31275431          31385966          0                 19                209515463916      127228419901      0                 3648             
1481757135        0                 620               0                 31276118          31386651          0                 19                209515648732      127538954661      0                 3648             
1481757138        0                 620               0                 31277560          31388094          0                 19                209516085365      128228178565      0                 3648             
