BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1511981580000 ms, 2017-11-29T12:53:03, 4, 5237, 1029,1_Producer_Count
1511981640000 ms, 2017-11-29T12:54:09, 0, 28803, 15519,1_Producer_Count
1511981700000 ms, 2017-11-29T12:55:06, 0, 21603, 11859,1_Producer_Count
1511981760000 ms, 2017-11-29T12:56:08, 1, 27501, 16215,1_Producer_Count
1511981820000 ms, 2017-11-29T12:57:08, 0, 25391, 16384,1_Producer_Count
1511981880000 ms, 2017-11-29T12:58:09, 0, 28073, 16242,1_Producer_Count
1511981940000 ms, 2017-11-29T12:59:08, 0, 26618, 16800,1_Producer_Count
1511982000000 ms, 2017-11-29T13:00:09, 0, 27662, 16679,1_Producer_Count
1511982060000 ms, 2017-11-29T13:01:08, 0, 27728, 16391,1_Producer_Count
1511982120000 ms, 2017-11-29T13:02:08, 1, 26639, 16473,1_Producer_Count
1511982180000 ms, 2017-11-29T13:03:08, 1, 25667, 16722,1_Producer_Count
1511982240000 ms, 2017-11-29T13:04:07, 1, 22128, 13294,1_Producer_Count
1511982300000 ms, 2017-11-29T13:05:01, 1, 5992, 2705,1_Producer_Count
1511982360000 ms, 2017-11-29T13:06:01, 1, 3656, 1447,1_Producer_Count
1511982420000 ms, 2017-11-29T13:07:00, 1, 2139, 17,1_Producer_Count
1511982480000 ms, 2017-11-29T13:08:00, 0, 1645, 0,1_Producer_Count
1511982540000 ms, 2017-11-29T13:09:00, 1, 1609, 0,1_Producer_Count
1511982600000 ms, 2017-11-29T13:10:00, 1, 1633, 0,1_Producer_Count
1511982660000 ms, 2017-11-29T13:11:00, 1, 1596, 0,1_Producer_Count
1511982720000 ms, 2017-11-29T13:12:00, 0, 1630, 0,1_Producer_Count
1511982780000 ms, 2017-11-29T13:13:00, 1, 1607, 0,1_Producer_Count
1511982840000 ms, 2017-11-29T13:14:00, 1, 1622, 0,1_Producer_Count
1511982900000 ms, 2017-11-29T13:15:00, 1, 1616, 0,1_Producer_Count
1511982960000 ms, 2017-11-29T13:16:00, 1, 1672, 0,1_Producer_Count
1511983020000 ms, 2017-11-29T13:17:00, 1, 1630, 0,1_Producer_Count
1511983080000 ms, 2017-11-29T13:18:00, 1, 1643, 0,1_Producer_Count
