Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,309.0,6102.74490747
0,5000,2,5000,619.0,7025.31165711
5000,10000,3,5000,933.0,5610.13970852
10000,15000,4,5000,1240.0,5068.44279685
15000,20000,5,5000,1554.0,4805.5204321
20000,25000,6,5000,1866.0,4644.66748721
25000,30000,7,5000,2181.0,4115.17971691
30000,35000,8,5000,2489.0,4092.6856892
35000,40000,9,5000,2805.0,4049.64713925
40000,45000,10,5000,3111.0,3789.1796716
45000,50000,11,5000,3425.0,3804.35082092
50000,55000,12,5000,3738.0,3815.28995244
55000,60000,13,5000,4044.0,3819.03559034
60000,65000,14,5000,4356.0,3666.43205425
65000,70000,15,5000,4662.0,3679.63360089
70000,75000,16,5000,4968.0,3558.8920493
75000,80000,17,5000,5282.0,3580.80302468
80000,85000,18,5000,5592.0,3743.78870546
85000,90000,19,5000,5900.0,3870.91103397
90000,95000,20,5000,6208.0,3874.47391711
95000,100000,21,5000,6524.0,3957.65457655
0,5000,22,5000,6825.0,3701.67098177
5000,10000,23,5000,7137.0,3832.15636405
10000,15000,24,5000,7449.0,3936.31300442
15000,20000,25,5000,7766.0,4057.24629154
20000,25000,26,5000,8083.0,4157.84887814
25000,30000,27,5000,8395.0,4252.47810307
30000,35000,28,5000,8707.0,4347.44625191
35000,40000,29,5000,9025.0,4458.23444295
40000,45000,30,5000,9343.0,4564.47017067
45000,50000,31,5000,9646.0,4659.12434675
50000,55000,32,5000,9949.0,4764.99296895
55000,60000,33,5000,10252.0,4860.00470946
60000,65000,34,5000,10554.0,4962.8069254
65000,70000,35,5000,10867.0,5064.96309226
70000,75000,36,5000,11180.0,5158.11596068
75000,80000,37,5000,11502.0,5232.99590714
80000,85000,38,5000,11824.0,5323.96076152
85000,90000,39,5000,12123.0,5406.65393874
90000,95000,40,5000,12422.0,5485.39003398
95000,100000,41,5000,12734.0,5549.44730607
100000,105000,42,5000,13046.0,5631.14220487
105000,110000,43,5000,13354.0,5710.52723715
110000,115000,44,5000,13662.0,5787.97757356
115000,120000,45,5000,13976.0,5846.84517562
120000,125000,46,5000,14289.0,5934.39904531
125000,130000,47,5000,14602.0,5973.98368844
130000,135000,48,5000,14914.0,6057.15724613
135000,140000,49,5000,15216.0,6125.46342883
140000,145000,50,5000,15519.0,6173.46559408
145000,150000,51,5000,15823.0,6240.15759017
150000,155000,52,5000,16127.0,6315.48672658
155000,160000,53,5000,16427.0,6358.56133073
160000,165000,54,5000,16727.0,6420.94806224
165000,170000,55,5000,17028.0,6482.71552413
170000,175000,56,5000,17329.0,6541.25422725
175000,180000,57,5000,17639.0,6615.27185067
180000,185000,58,5000,17949.0,6678.19053871
185000,190000,59,5000,18252.0,6749.77802038
190000,195000,60,5000,18554.0,6786.89967638
195000,200000,61,5000,18872.0,6788.1621007
200000,205000,62,5000,19190.0,6789.89688114
205000,210000,63,5000,19492.0,6786.53009784
210000,215000,64,5000,19794.0,6709.19815234
215000,220000,65,5000,20106.0,6773.63588589
220000,225000,66,5000,20418.0,6817.63769086
225000,230000,67,5000,20727.0,6851.9799972
230000,235000,68,5000,21036.0,6885.42290211
235000,240000,69,5000,21343.0,6936.15509014
240000,245000,70,5000,21650.0,6861.28215536
245000,250000,71,5000,21963.0,6791.45845978
250000,255000,72,5000,22276.0,6850.07942347
255000,260000,73,5000,22592.0,6900.89361065
260000,265000,74,5000,22908.0,6960.11061871
265000,270000,75,5000,23222.0,7015.98551222
270000,275000,76,5000,23535.0,7062.47529549
275000,280000,77,5000,23851.0,7111.02832573
280000,285000,78,5000,24166.0,7158.01627326
