Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171027-153752
5000,10000,1,5000,310.0,3178.18651127,20171027-153752
0,5000,2,5000,621.0,2956.58175354,20171027-153752
5000,10000,3,5000,937.0,4068.07640823,20171027-153752
10000,15000,4,5000,1248.0,4908.78837456,20171027-153752
15000,20000,5,5000,1553.0,5427.98368044,20171027-153752
20000,25000,6,5000,1866.0,5584.78735615,20171027-153752
25000,30000,7,5000,2172.0,6131.28053045,20171027-153752
30000,35000,8,5000,2482.0,6635.42329746,20171027-153752
35000,40000,9,5000,2789.0,6733.03855553,20171027-153752
40000,45000,10,5000,3096.0,7085.54512616,20171027-153752
45000,50000,11,5000,3408.0,7101.15310598,20171027-153752
50000,55000,12,5000,3725.0,7355.43843477,20171027-153752
55000,60000,13,5000,4038.0,7451.13426129,20171027-153752
60000,65000,14,5000,4348.0,7532.64456267,20171027-153752
65000,70000,15,5000,4659.0,7651.93027874,20171027-153752
70000,75000,16,5000,4968.0,7852.31155856,20171027-153752
75000,80000,17,5000,5277.0,8040.37168589,20171027-153752
80000,85000,18,5000,5586.0,8111.70073371,20171027-153752
85000,90000,19,5000,5897.0,8176.16362237,20171027-153752
90000,95000,20,5000,6202.0,8370.54963912,20171027-153752
95000,100000,21,5000,6509.0,8511.03404011,20171027-153752
0,5000,22,5000,6820.0,7129.64805574,20171027-153753
5000,10000,23,5000,7128.0,6554.83857298,20171027-153753
10000,15000,24,5000,7437.0,6105.48499585,20171027-153753
15000,20000,25,5000,7749.0,5967.46734282,20171027-153753
20000,25000,26,5000,8062.0,5982.82511675,20171027-153753
25000,30000,27,5000,8363.0,6117.40546404,20171027-153753
30000,35000,28,5000,8664.0,6194.15965015,20171027-153753
35000,40000,29,5000,8979.0,6307.51561334,20171027-153753
40000,45000,30,5000,9293.0,6418.4921391,20171027-153753
45000,50000,31,5000,9608.0,6528.57975151,20171027-153753
50000,55000,32,5000,9923.0,6660.36241969,20171027-153753
55000,60000,33,5000,10223.0,6718.8509626,20171027-153753
60000,65000,34,5000,10524.0,6705.7562798,20171027-153753
65000,70000,35,5000,10847.0,6820.31424561,20171027-153753
70000,75000,36,5000,11169.0,6917.65318956,20171027-153753
75000,80000,37,5000,11479.0,7004.44762669,20171027-153753
80000,85000,38,5000,11790.0,7087.07482361,20171027-153753
85000,90000,39,5000,12102.0,7130.70697965,20171027-153753
90000,95000,40,5000,12414.0,7214.02782331,20171027-153753
95000,100000,41,5000,12726.0,7246.97533569,20171027-153753
100000,105000,42,5000,13037.0,7244.88721411,20171027-153753
105000,110000,43,5000,13350.0,7319.48412461,20171027-153753
110000,115000,44,5000,13663.0,7391.7463628,20171027-153753
115000,120000,45,5000,13974.0,7460.2162764,20171027-153753
120000,125000,46,5000,14284.0,7529.17322288,20171027-153753
125000,130000,47,5000,14600.0,7568.86937823,20171027-153753
130000,135000,48,5000,14917.0,7654.91350849,20171027-153754
135000,140000,49,5000,15242.0,7693.91168083,20171027-153754
140000,145000,50,5000,15567.0,7759.9913725,20171027-153754
145000,150000,51,5000,15891.0,7827.29201027,20171027-153754
150000,155000,52,5000,16216.0,7893.20612384,20171027-153754
155000,160000,53,5000,16532.0,7967.10972732,20171027-153754
160000,165000,54,5000,16848.0,8025.99936987,20171027-153754
165000,170000,55,5000,17161.0,8098.66621661,20171027-153754
170000,175000,56,5000,17474.0,8155.37110703,20171027-153754
175000,180000,57,5000,17775.0,8226.73274352,20171027-153754
180000,185000,58,5000,18076.0,8247.04677598,20171027-153754
185000,190000,59,5000,18389.0,8320.19319913,20171027-153754
190000,195000,60,5000,18702.0,8372.46028091,20171027-153754
195000,200000,61,5000,19005.0,8388.43233065,20171027-153754
200000,205000,62,5000,19308.0,8344.22044655,20171027-153754
205000,210000,63,5000,19623.0,8371.97667987,20171027-153754
210000,215000,64,5000,19939.0,8409.87246312,20171027-153754
215000,220000,65,5000,20252.0,8455.63599185,20171027-153754
220000,225000,66,5000,20564.0,8488.60044394,20171027-153754
225000,230000,67,5000,20877.0,8535.59922014,20171027-153754
230000,235000,68,5000,21189.0,8594.65002043,20171027-153754
235000,240000,69,5000,21485.0,8605.14196897,20171027-153754
240000,245000,70,5000,21780.0,8642.5211444,20171027-153754
245000,250000,71,5000,22094.0,8700.41228384,20171027-153754
250000,255000,72,5000,22408.0,8743.6335476,20171027-153754
255000,260000,73,5000,22717.0,8774.01663584,20171027-153754
260000,265000,74,5000,23025.0,8810.43277142,20171027-153754
265000,270000,75,5000,23329.0,8765.47338299,20171027-153754
270000,275000,76,5000,23634.0,8773.69813658,20171027-153754
275000,280000,77,5000,23944.0,8822.28847397,20171027-153754
280000,285000,78,5000,24255.0,8858.07386293,20171027-153754
285000,290000,79,5000,24572.0,8895.87565058,20171027-153754
290000,295000,80,5000,24888.0,8930.83392155,20171027-153754
295000,300000,81,5000,25217.0,8970.0502347,20171027-153754
300000,305000,82,5000,25547.0,9009.06669375,20171027-153754
305000,310000,83,5000,25854.0,9040.28400952,20171027-153754
310000,315000,84,5000,26160.0,9070.60966524,20171027-153754
315000,320000,85,5000,26469.0,9076.24880453,20171027-153754
320000,325000,86,5000,26778.0,9105.82815692,20171027-153755
325000,330000,87,5000,27083.0,9109.86525966,20171027-153755
330000,335000,88,5000,27389.0,9112.64777448,20171027-153755
335000,340000,89,5000,27684.0,9066.59928137,20171027-153755
340000,345000,90,5000,27980.0,9069.90994208,20171027-153755
345000,350000,91,5000,28293.0,9078.59050468,20171027-153755
350000,355000,92,5000,28606.0,9122.41345895,20171027-153755
355000,360000,93,5000,28919.0,9150.39801517,20171027-153755
360000,365000,94,5000,29232.0,9189.84889353,20171027-153755
365000,370000,95,5000,29553.0,9218.31636218,20171027-153755
370000,375000,96,5000,29873.0,9224.75365358,20171027-153755
375000,380000,97,5000,30186.0,9251.58612133,20171027-153755
380000,385000,98,5000,30499.0,9256.05035696,20171027-153755
385000,390000,99,5000,30811.0,9258.78670387,20171027-153755
390000,395000,100,5000,31124.0,9284.6877616,20171027-153755
395000,400000,101,5000,31437.0,9322.76593127,20171027-153755
400000,405000,102,5000,31749.0,9347.89670299,20171027-153755
405000,410000,103,5000,32065.0,9384.98981743,20171027-153755
410000,415000,104,5000,32381.0,9389.77341566,20171027-153755
415000,420000,105,5000,32710.0,9419.70484637,20171027-153755
420000,425000,106,5000,33038.0,9426.45761682,20171027-153755
425000,430000,107,5000,33348.0,9430.07538928,20171027-153755
430000,435000,108,5000,33659.0,9455.47643791,20171027-153755
435000,440000,109,5000,33960.0,9486.29843021,20171027-153755
440000,445000,110,5000,34261.0,9507.74831791,20171027-153755
445000,450000,111,5000,34571.0,9528.74238103,20171027-153755
450000,455000,112,5000,34881.0,9561.1664753,20171027-153755
455000,460000,113,5000,35195.0,9582.35953771,20171027-153755
460000,465000,114,5000,35510.0,9614.79086179,20171027-153755
465000,470000,115,5000,35815.0,9649.31598792,20171027-153755
470000,475000,116,5000,36120.0,9678.36108137,20171027-153755
475000,480000,117,5000,36418.0,9697.06838842,20171027-153755
480000,485000,118,5000,36716.0,9715.71067588,20171027-153755
485000,490000,119,5000,37019.0,9712.6992941,20171027-153755
490000,495000,120,5000,37322.0,9731.92257101,20171027-153755
495000,500000,121,5000,37638.0,9732.49253885,20171027-153755
500000,505000,122,5000,37954.0,9754.72850451,20171027-153755
505000,510000,123,5000,38264.0,9755.90122866,20171027-153755
510000,515000,124,5000,38575.0,9754.30531614,20171027-153756
515000,520000,125,5000,38880.0,9782.47596351,20171027-153756
520000,525000,126,5000,39184.0,9799.05000777,20171027-153756
525000,530000,127,5000,39495.0,9818.8477974,20171027-153756
530000,535000,128,5000,39806.0,9847.5052968,20171027-153756
535000,540000,129,5000,40107.0,9864.68073864,20171027-153756
540000,545000,130,5000,40407.0,9860.80377128,20171027-153756
545000,550000,131,5000,40715.0,9857.74262306,20171027-153756
550000,555000,132,5000,41023.0,9874.27489315,20171027-153756
555000,560000,133,5000,41334.0,9900.52561678,20171027-153756
560000,565000,134,5000,41645.0,9917.7077776,20171027-153756
565000,570000,135,5000,41958.0,9935.18852128,20171027-153756
570000,575000,136,5000,42270.0,9952.71131247,20171027-153756
575000,580000,137,5000,42585.0,9979.431843,20171027-153756
580000,585000,138,5000,42900.0,9995.83144733,20171027-153756
585000,590000,139,5000,43214.0,9995.35577381,20171027-153756
590000,595000,140,5000,43528.0,10011.8568918,20171027-153756
595000,600000,141,5000,43827.0,10037.63854,20171027-153756
600000,605000,142,5000,44127.0,10034.5764317,20171027-153756
605000,610000,143,5000,44430.0,10029.759782,20171027-153756
610000,615000,144,5000,44733.0,9989.08957283,20171027-153756
615000,620000,145,5000,45059.0,9952.95790154,20171027-153756
620000,625000,146,5000,45385.0,9953.84399113,20171027-153756
625000,630000,147,5000,45704.0,9953.92654407,20171027-153756
630000,635000,148,5000,46022.0,9951.50759947,20171027-153756
635000,640000,149,5000,46339.0,9949.3804185,20171027-153756
640000,645000,150,5000,46655.0,9976.89403174,20171027-153756
645000,650000,151,5000,46954.0,9990.13411477,20171027-153756
650000,655000,152,5000,47253.0,9951.9287326,20171027-153756
655000,660000,153,5000,47570.0,9916.95577161,20171027-153756
660000,665000,154,5000,47887.0,9915.30782729,20171027-153756
665000,670000,155,5000,48204.0,9939.12903731,20171027-153756
670000,675000,156,5000,48521.0,9954.40386754,20171027-153756
675000,680000,157,5000,48837.0,9977.4308687,20171027-153756
680000,685000,158,5000,49154.0,10001.3082777,20171027-153756
685000,690000,159,5000,49475.0,10017.4979068,20171027-153757
690000,695000,160,5000,49797.0,10017.902796,20171027-153757
695000,700000,161,5000,50104.0,10011.7557003,20171027-153757
700000,705000,162,5000,50411.0,10024.2718429,20171027-153757
705000,710000,163,5000,50726.0,10047.3411038,20171027-153757
710000,715000,164,5000,51040.0,10062.0082986,20171027-153757
715000,720000,165,5000,51349.0,10059.7210476,20171027-153757
720000,725000,166,5000,51657.0,10072.4848189,20171027-153757
725000,730000,167,5000,51974.0,10086.9817704,20171027-153757
730000,735000,168,5000,52290.0,10109.1748698,20171027-153757
735000,740000,169,5000,52603.0,10130.6062097,20171027-153757
740000,745000,170,5000,52916.0,10128.0184116,20171027-153757
745000,750000,171,5000,53227.0,10124.5758797,20171027-153757
750000,755000,172,5000,53537.0,10136.8667574,20171027-153757
755000,760000,173,5000,53837.0,10156.2442336,20171027-153757
760000,765000,174,5000,54136.0,10176.1848767,20171027-153757
765000,770000,175,5000,54435.0,10187.8030229,20171027-153757
770000,775000,176,5000,54734.0,10209.4052732,20171027-153757
775000,780000,177,5000,55042.0,10228.5851924,20171027-153757
780000,785000,178,5000,55350.0,10239.6865498,20171027-153757
785000,790000,179,5000,55665.0,10207.8913499,20171027-153757
790000,795000,180,5000,55979.0,10191.6829121,20171027-153757
795000,800000,181,5000,56274.0,10187.6054447,20171027-153757
800000,805000,182,5000,56570.0,10205.6244488,20171027-153757
805000,810000,183,5000,56882.0,10227.2794551,20171027-153757
810000,815000,184,5000,57194.0,10238.9398587,20171027-153757
815000,820000,185,5000,57509.0,10237.3847297,20171027-153757
820000,825000,186,5000,57825.0,10256.8569301,20171027-153757
825000,830000,187,5000,58126.0,10274.5909593,20171027-153757
830000,835000,188,5000,58426.0,10294.8897555,20171027-153757
835000,840000,189,5000,58732.0,10304.5323791,20171027-153757
840000,845000,190,5000,59038.0,10321.1247046,20171027-153757
845000,850000,191,5000,59347.0,10330.687412,20171027-153757
850000,855000,192,5000,59655.0,10339.705058,20171027-153757
855000,860000,193,5000,59972.0,10358.0337443,20171027-153757
860000,865000,194,5000,60289.0,10375.4980681,20171027-153757
865000,870000,195,5000,60608.0,10368.3352841,20171027-153757
870000,875000,196,5000,60926.0,10361.7992846,20171027-153757
875000,880000,197,5000,61234.0,10351.7613735,20171027-153757
880000,885000,198,5000,61541.0,10354.0682844,20171027-153758
885000,890000,199,5000,61852.0,10317.9613428,20171027-153758
890000,895000,200,5000,62164.0,10294.9269255,20171027-153758
895000,900000,201,5000,62473.0,10285.2383523,20171027-153758
900000,905000,202,5000,62783.0,10275.083394,20171027-153758
905000,910000,203,5000,63094.0,10262.1956747,20171027-153758
910000,915000,204,5000,63405.0,10250.5763252,20171027-153758
915000,920000,205,5000,63708.0,10266.2245361,20171027-153758
920000,925000,206,5000,64012.0,10262.1884329,20171027-153758
925000,930000,207,5000,64325.0,10278.7085395,20171027-153758
930000,935000,208,5000,64639.0,10295.9118529,20171027-153758
935000,940000,209,5000,64942.0,10291.4055651,20171027-153758
940000,945000,210,5000,65245.0,10209.593584,20171027-153758
945000,950000,211,5000,65542.0,10179.3162519,20171027-153758
950000,955000,212,5000,65840.0,10150.4904863,20171027-153758
955000,960000,213,5000,66159.0,10170.0870854,20171027-153758
960000,965000,214,5000,66479.0,10187.5203755,20171027-153758
965000,970000,215,5000,66795.0,10186.1507576,20171027-153758
970000,975000,216,5000,67111.0,10202.2822356,20171027-153758
975000,980000,217,5000,67423.0,10211.2631099,20171027-153758
980000,985000,218,5000,67735.0,10195.0523749,20171027-153758
985000,990000,219,5000,68046.0,10205.8968822,20171027-153758
990000,995000,220,5000,68358.0,10215.9474544,20171027-153758
995000,1000000,221,5000,68658.0,10224.1777524,20171027-153758
0,5000,222,5000,68957.0,8161.74217539,20171027-153800
5000,10000,223,5000,69262.0,8072.28720577,20171027-153800
10000,15000,224,5000,69566.0,8088.46598615,20171027-153800
15000,20000,225,5000,69871.0,8093.392332,20171027-153800
20000,25000,226,5000,70175.0,8098.07748329,20171027-153800
25000,30000,227,5000,70480.0,8110.15267407,20171027-153800
30000,35000,228,5000,70785.0,8122.44738465,20171027-153800
35000,40000,229,5000,71090.0,8127.72771932,20171027-153800
40000,45000,230,5000,71394.0,8140.16966606,20171027-153800
45000,50000,231,5000,71699.0,8152.90104581,20171027-153800
50000,55000,232,5000,72003.0,8165.09312583,20171027-153800
55000,60000,233,5000,72308.0,8177.39291202,20171027-153800
60000,65000,234,5000,72613.0,8193.4620377,20171027-153800
65000,70000,235,5000,72918.0,8209.40280945,20171027-153800
70000,75000,236,5000,73222.0,8221.39267425,20171027-153800
75000,80000,237,5000,73527.0,8230.92028289,20171027-153800
80000,85000,238,5000,73831.0,8242.7945706,20171027-153801
85000,90000,239,5000,74136.0,8254.79779018,20171027-153801
90000,95000,240,5000,74441.0,8270.25561058,20171027-153801
95000,100000,241,5000,74745.0,8281.8889168,20171027-153801
100000,105000,242,5000,75050.0,8293.59751929,20171027-153801
105000,110000,243,5000,75377.0,8307.26694337,20171027-153801
110000,115000,244,5000,75704.0,8320.58307875,20171027-153801
115000,120000,245,5000,76030.0,8326.19776523,20171027-153801
120000,125000,246,5000,76357.0,8339.03140604,20171027-153801
125000,130000,247,5000,76684.0,8355.48222416,20171027-153801
130000,135000,248,5000,77011.0,8371.27866724,20171027-153801
135000,140000,249,5000,77338.0,8389.34520538,20171027-153801
140000,145000,250,5000,77665.0,8395.40583031,20171027-153801
145000,150000,251,5000,77992.0,8413.3085557,20171027-153801
150000,155000,252,5000,78319.0,8419.09212447,20171027-153801
155000,160000,253,5000,78645.0,8381.43520942,20171027-153801
160000,165000,254,5000,78972.0,8344.16958078,20171027-153801
165000,170000,255,5000,79299.0,8335.71078338,20171027-153801
170000,175000,256,5000,79626.0,8293.03696156,20171027-153801
175000,180000,257,5000,79953.0,8255.54110515,20171027-153801
180000,185000,258,5000,80280.0,8271.51008224,20171027-153801
185000,190000,259,5000,80607.0,8284.14495981,20171027-153801
190000,195000,260,5000,80933.0,8276.31848423,20171027-153801
195000,200000,261,5000,81260.0,8281.91037324,20171027-153801
200000,205000,262,5000,81587.0,8297.59853738,20171027-153801
205000,210000,263,5000,81906.0,8309.67009083,20171027-153801
210000,215000,264,5000,82225.0,8321.45464534,20171027-153801
215000,220000,265,5000,82543.0,8333.37289052,20171027-153801
220000,225000,266,5000,82862.0,8345.20311431,20171027-153801
225000,230000,267,5000,83181.0,8356.94722505,20171027-153802
230000,235000,268,5000,83499.0,8368.60049118,20171027-153802
235000,240000,269,5000,83818.0,8380.45670656,20171027-153802
240000,245000,270,5000,84136.0,8385.39500718,20171027-153802
245000,250000,271,5000,84455.0,8396.69340281,20171027-153802
250000,255000,272,5000,84774.0,8411.50681764,20171027-153802
255000,260000,273,5000,85092.0,8422.83146923,20171027-153802
260000,265000,274,5000,85411.0,8434.32980758,20171027-153802
265000,270000,275,5000,85729.0,8437.55584317,20171027-153802
270000,275000,276,5000,86048.0,8452.26876583,20171027-153802
275000,280000,277,5000,86367.0,8467.05583553,20171027-153802
280000,285000,278,5000,86685.0,8477.92642933,20171027-153802
285000,290000,279,5000,87004.0,8492.0666793,20171027-153802
