Produce_batch_Start,Produce_batch_Stop,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
2728000,2736000,479,8000,238565.0,4736.70311639
2736000,2744000,480,8000,239066.0,4739.07371158
2744000,2752000,481,8000,239568.0,4742.44948703
2752000,2760000,482,8000,240069.0,4745.51624292
2760000,2768000,483,8000,240570.0,4746.42222856
2768000,2776000,484,8000,241071.0,4749.85459578
2776000,2784000,485,8000,241572.0,4752.11856859
2784000,2792000,486,8000,242073.0,4755.53778757
2792000,2800000,487,8000,242575.0,4754.48222065
2800000,2808000,488,8000,243076.0,4756.84494595
2808000,2816000,489,8000,243555.0,4757.54406607
2816000,2824000,490,8000,244034.0,4758.23973908
2824000,2832000,491,8000,244513.0,4761.25984758
2832000,2840000,492,8000,244992.0,4761.83848075
2840000,2848000,493,8000,245471.0,4759.55668964
2848000,2856000,494,8000,245950.0,4752.70419133
2856000,2864000,495,8000,246429.0,4755.7547251
2864000,2872000,496,8000,246908.0,4757.90175013
2872000,2880000,497,8000,247387.0,4760.90952523
2880000,2888000,498,8000,247866.0,4764.02491918
2888000,2896000,499,8000,248345.0,4763.97614066
2896000,2904000,500,8000,248824.0,4766.08069728
2904000,2912000,501,8000,249315.0,4766.93617823
2912000,2920000,502,8000,249818.0,4770.39633485
2920000,2928000,503,8000,250321.0,4773.43993487
2928000,2936000,504,8000,250824.0,4775.97034278
2936000,2944000,505,8000,251326.0,4777.03376956
2944000,2952000,506,8000,251829.0,4775.20240767
2952000,2960000,507,8000,252332.0,4776.26119391
2960000,2968000,508,8000,252835.0,4777.31569615
2968000,2976000,509,8000,253338.0,4780.76371019
2976000,2984000,510,8000,253841.0,4784.07209148
2984000,2992000,511,8000,254344.0,4784.97837313
2992000,3000000,512,8000,254846.0,4785.94400294
3000000,3008000,513,8000,255349.0,4786.92037012
3008000,3016000,514,8000,255853.0,4785.00181687
3016000,3024000,515,8000,256357.0,4786.0576687
3024000,3032000,516,8000,256860.0,4787.12064259
3032000,3040000,517,8000,257364.0,4788.13571123
3040000,3048000,518,8000,257867.0,4789.13216693
3048000,3056000,519,8000,258371.0,4792.39327471
3056000,3064000,520,8000,258875.0,4793.38043705
3064000,3072000,521,8000,259378.0,4796.6182483
3072000,3080000,522,8000,259882.0,4799.02900148
3080000,3088000,523,8000,260386.0,4797.66933619
3088000,3096000,524,8000,260889.0,4798.59639885
3096000,3104000,525,8000,261393.0,4799.52010071
3104000,3112000,526,8000,261889.0,4800.32387946
3112000,3120000,527,8000,262376.0,4800.88237607
3120000,3128000,528,8000,262863.0,4803.61074591
3128000,3136000,529,8000,263351.0,4805.55170677
3136000,3144000,530,8000,263838.0,4806.03772832
3144000,3152000,531,8000,264326.0,4808.81272646
3152000,3160000,532,8000,264813.0,4810.5811279
3160000,3168000,533,8000,265300.0,4812.45624028
3168000,3176000,534,8000,265788.0,4814.34317573
3176000,3184000,535,8000,266275.0,4813.69703625
3184000,3192000,536,8000,266762.0,4816.37950815
3192000,3200000,537,8000,267249.0,4818.30747851
3200000,3208000,538,8000,267737.0,4821.07391421
3208000,3216000,539,8000,268218.0,4821.72664501
3216000,3224000,540,8000,268700.0,4819.59789556
3224000,3232000,541,8000,269181.0,4813.15856058
3232000,3240000,542,8000,269663.0,4811.05215109
3240000,3248000,543,8000,270144.0,4804.65182835
3248000,3256000,544,8000,270626.0,4798.28823454
3256000,3264000,545,8000,271107.0,4791.95540473
3264000,3272000,546,8000,271589.0,4794.89889097
3272000,3280000,547,8000,272071.0,4794.23567537
3280000,3288000,548,8000,272552.0,4796.29210321
3288000,3296000,549,8000,273034.0,4798.38373642
3296000,3304000,550,8000,273515.0,4800.43777925
3304000,3312000,551,8000,274006.0,4802.44800217
3312000,3320000,552,8000,274505.0,4803.0756453
3320000,3328000,553,8000,275005.0,4805.06316353
3328000,3336000,554,8000,275505.0,4807.05468291
3336000,3344000,555,8000,276004.0,4809.00678421
3344000,3352000,556,8000,276503.0,4810.93816983
3352000,3360000,557,8000,277002.0,4813.66565018
3360000,3368000,558,8000,277502.0,4814.22415833
3368000,3376000,559,8000,278001.0,4812.09910553
3376000,3384000,560,8000,278501.0,4806.24307772
3384000,3392000,561,8000,279000.0,4804.19908901
3392000,3400000,562,8000,279499.0,4802.18863783
3400000,3408000,563,8000,279999.0,4796.07412604
3408000,3416000,564,8000,280492.0,4789.88227808
3416000,3424000,565,8000,280985.0,4792.63081173
3424000,3432000,566,8000,281478.0,4795.02198971
3432000,3440000,567,8000,281971.0,4796.85949529
