BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1504820340000 ms, 2017-09-07T16:39:18, 5, 68293, 2708,1_Producer_Count
1504820400000 ms, 2017-09-07T16:40:53, 0, 225590, 7883,1_Producer_Count
1504820460000 ms, 2017-09-07T16:43:08, 90630, 509346, 9241,1_Producer_Count
1504820520000 ms, 2017-09-07T16:46:02, 335104, 727973, 19311,1_Producer_Count
1504820580000 ms, 2017-09-07T16:49:31, 519360, 974831, 26974,1_Producer_Count
