t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1504820328,1,11.867514,11.867514,11.867514,0.000000,11.867514,11.867514,11.867514,11.867514,11.867514,11.867514,0.096375,0.184009,0.196694,0.198892,calls/second,milliseconds
1504820338,1,11.867514,11.867514,11.867514,0.000000,11.867514,11.867514,11.867514,11.867514,11.867514,11.867514,0.049210,0.155760,0.190246,0.196694,calls/second,milliseconds
1504820348,52,99.909305,2.221866,0.009074,13.768467,0.015697,0.020785,4.152188,11.867514,99.909305,99.909305,1.715046,0.884745,0.349923,0.250730,calls/second,milliseconds
1504820358,97,99.909305,1.289872,0.009074,9.645223,0.312942,0.379749,0.668876,4.152188,11.867514,99.909305,2.405816,1.446785,0.486279,0.297716,calls/second,milliseconds
1504820368,250,99.909305,0.800880,0.006332,6.061193,0.020317,0.331438,0.823193,5.666626,14.392907,99.909305,4.967764,3.476974,0.967805,0.463022,calls/second,milliseconds
1504820378,275,99.909305,0.746492,0.006332,5.695112,0.123227,0.341087,0.713211,5.666626,14.392907,99.909305,4.558875,3.334023,1.018337,0.485564,calls/second,milliseconds
1504820388,346,99.909305,0.606755,0.003087,4.895163,0.020097,0.317688,0.668876,4.152188,10.945745,99.909305,4.920343,3.930708,1.218510,0.558740,calls/second,milliseconds
1504820398,352,99.909305,0.598807,0.003087,4.827544,0.021974,0.317688,0.667418,4.152188,10.945745,99.909305,4.382496,3.423219,1.198397,0.559214,calls/second,milliseconds
1504820408,407,99.909305,0.535258,0.003087,4.309378,0.022187,0.313303,0.641195,4.074218,9.805292,99.909305,4.506157,3.700472,1.332399,0.611546,calls/second,milliseconds
1504820418,441,99.909305,0.484965,0.003087,4.016319,0.022467,0.308377,0.583512,1.106939,9.805292,99.909305,4.395976,3.672262,1.406193,0.644506,calls/second,milliseconds
1504820428,540,99.909305,0.390519,0.003087,3.336445,0.024865,0.283883,0.493396,0.824364,9.470153,27.759460,4.894782,4.689066,1.687249,0.747067,calls/second,milliseconds
1504820438,552,99.909305,0.389794,0.003087,3.265341,0.158002,0.287680,0.516412,0.823193,9.470153,27.759460,4.587731,4.154709,1.671329,0.752078,calls/second,milliseconds
1504820448,581,99.909305,0.378042,0.003087,3.089639,0.176939,0.292240,0.483029,0.713211,9.470153,27.759460,4.458260,3.962728,1.711637,0.775814,calls/second,milliseconds
1504820458,738,99.909305,0.383441,0.000565,2.689143,0.021879,0.274422,0.490899,3.889444,8.307724,27.759460,5.259467,5.858589,2.174246,0.941172,calls/second,milliseconds
1504820468,739,99.909305,0.400859,0.000565,2.705543,0.022187,0.274882,0.493396,5.180630,8.307724,27.759460,4.916182,4.973901,2.106217,0.931874,calls/second,milliseconds
1504820478,739,99.909305,0.400859,0.000565,2.705543,0.022187,0.274882,0.493396,5.180630,8.307724,27.759460,4.609548,4.210316,2.037167,0.921577,calls/second,milliseconds
1504820488,739,99.909305,0.400859,0.000565,2.705543,0.022187,0.274882,0.493396,5.180630,8.307724,27.759460,4.338924,3.563956,1.970381,0.911394,calls/second,milliseconds
1504820498,753,99.909305,0.386482,0.000565,2.625018,0.023023,0.274422,0.483079,3.889444,8.307724,27.759460,4.175940,3.230470,1.951627,0.916787,calls/second,milliseconds
1504820508,775,99.909305,0.360262,0.000565,2.493314,0.023023,0.271833,0.476279,3.889444,6.636668,21.873111,4.072096,3.073553,1.959824,0.930972,calls/second,milliseconds
1504820518,811,99.909305,0.325014,0.000565,2.289453,0.023023,0.267899,0.428491,0.722665,6.636668,21.873111,4.048562,3.092965,2.000482,0.956044,calls/second,milliseconds
1504820528,823,99.909305,0.316584,0.000565,2.224130,0.023023,0.268760,0.439197,0.722665,5.485129,21.873111,3.913067,2.858653,1.987134,0.963135,calls/second,milliseconds
1504820538,837,99.909305,0.306992,0.000565,2.143342,0.029969,0.271210,0.447265,0.695650,5.485129,21.873111,3.799045,2.620011,1.964635,0.966860,calls/second,milliseconds
1504820548,858,99.909305,0.319437,0.000565,2.065436,0.037497,0.266745,0.483079,0.823193,6.178763,21.873111,3.725264,2.565760,1.972788,0.980535,calls/second,milliseconds
1504820558,888,99.909305,0.290219,0.000565,1.898622,0.037497,0.264258,0.418607,0.695650,6.178763,21.873111,3.695110,2.633702,2.006518,1.002856,calls/second,milliseconds
