BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1509076440000 ms, 2017-10-26T22:54:07, 5, 8960, 2792,1_Producer_Count
1509076500000 ms, 2017-10-26T22:55:09, 0, 28007, 14466,1_Producer_Count
1509076560000 ms, 2017-10-26T22:56:06, 0, 20939, 12408,1_Producer_Count
1509076620000 ms, 2017-10-26T22:57:08, 1, 24787, 15022,1_Producer_Count
1509076680000 ms, 2017-10-26T22:58:07, 0, 24433, 15214,1_Producer_Count
1509076740000 ms, 2017-10-26T22:59:07, 1, 24122, 15358,1_Producer_Count
1509076800000 ms, 2017-10-26T23:00:07, 0, 23453, 15209,1_Producer_Count
1509076860000 ms, 2017-10-26T23:01:08, 0, 24677, 15212,1_Producer_Count
1509076920000 ms, 2017-10-26T23:02:08, 0, 26485, 15928,1_Producer_Count
1509076980000 ms, 2017-10-26T23:03:08, 0, 25659, 15787,1_Producer_Count
1509077040000 ms, 2017-10-26T23:04:07, 1, 25098, 16122,1_Producer_Count
1509077100000 ms, 2017-10-26T23:05:07, 1, 23043, 14236,1_Producer_Count
1509077160000 ms, 2017-10-26T23:06:02, 1, 6297, 3645,1_Producer_Count
1509077220000 ms, 2017-10-26T23:07:01, 0, 5358, 2631,1_Producer_Count
1509077280000 ms, 2017-10-26T23:08:01, 0, 3500, 1503,1_Producer_Count
1509077340000 ms, 2017-10-26T23:09:01, 1, 3705, 1619,1_Producer_Count
1509077400000 ms, 2017-10-26T23:10:00, 1, 2129, 624,1_Producer_Count
1509077460000 ms, 2017-10-26T23:11:00, 2, 1638, 0,1_Producer_Count
1509077520000 ms, 2017-10-26T23:12:00, 1, 1592, 0,1_Producer_Count
1509077580000 ms, 2017-10-26T23:13:00, 1, 1606, 0,1_Producer_Count
1509077640000 ms, 2017-10-26T23:14:00, 1, 1598, 0,1_Producer_Count
1509077700000 ms, 2017-10-26T23:15:00, 1, 1634, 0,1_Producer_Count
1509077760000 ms, 2017-10-26T23:16:00, 1, 1585, 0,1_Producer_Count
1509077820000 ms, 2017-10-26T23:17:00, 0, 1618, 0,1_Producer_Count
1509077880000 ms, 2017-10-26T23:18:00, 1, 1598, 0,1_Producer_Count
1509077940000 ms, 2017-10-26T23:19:00, 1, 1608, 0,1_Producer_Count
1509078000000 ms, 2017-10-26T23:20:00, 1, 1602, 0,1_Producer_Count
1509078060000 ms, 2017-10-26T23:21:00, 1, 1646, 0,1_Producer_Count
1509078120000 ms, 2017-10-26T23:22:00, 1, 1670, 0,1_Producer_Count
1509078180000 ms, 2017-10-26T23:23:00, 1, 1590, 0,1_Producer_Count
1509078240000 ms, 2017-10-26T23:24:00, 1, 1617, 0,1_Producer_Count
1509078300000 ms, 2017-10-26T23:25:00, 0, 1597, 0,1_Producer_Count
1509078360000 ms, 2017-10-26T23:26:00, 1, 1579, 0,1_Producer_Count
1509078420000 ms, 2017-10-26T23:27:00, 1, 1595, 0,1_Producer_Count
1509078480000 ms, 2017-10-26T23:28:00, 0, 1597, 0,1_Producer_Count
1509078540000 ms, 2017-10-26T23:29:00, 0, 1650, 0,1_Producer_Count
1509078600000 ms, 2017-10-26T23:30:00, 1, 1687, 0,1_Producer_Count
1509078660000 ms, 2017-10-26T23:31:00, 1, 1641, 0,1_Producer_Count
1509078720000 ms, 2017-10-26T23:32:00, 0, 1625, 0,1_Producer_Count
1509078780000 ms, 2017-10-26T23:33:00, 1, 1611, 0,1_Producer_Count
1509078840000 ms, 2017-10-26T23:34:00, 1, 1582, 0,1_Producer_Count
1509078900000 ms, 2017-10-26T23:35:00, 0, 1660, 0,1_Producer_Count
1509078960000 ms, 2017-10-26T23:36:00, 1, 1650, 0,1_Producer_Count
1509079020000 ms, 2017-10-26T23:37:00, 1, 1620, 0,1_Producer_Count
1509079080000 ms, 2017-10-26T23:38:00, 1, 1655, 0,1_Producer_Count
1509079140000 ms, 2017-10-26T23:39:00, 0, 1596, 0,1_Producer_Count
1509079200000 ms, 2017-10-26T23:40:00, 1, 1587, 0,1_Producer_Count
1509079260000 ms, 2017-10-26T23:41:00, 0, 1606, 0,1_Producer_Count
1509079320000 ms, 2017-10-26T23:42:00, 2, 1597, 0,1_Producer_Count
1509079380000 ms, 2017-10-26T23:43:00, 1, 1619, 0,1_Producer_Count
1509079440000 ms, 2017-10-26T23:44:00, 1, 1569, 0,1_Producer_Count
1509079500000 ms, 2017-10-26T23:45:00, 0, 1603, 0,1_Producer_Count
1509079560000 ms, 2017-10-26T23:46:00, 1, 1614, 0,1_Producer_Count
1509079620000 ms, 2017-10-26T23:47:00, 1, 1636, 0,1_Producer_Count
1509079680000 ms, 2017-10-26T23:48:00, 0, 1659, 0,1_Producer_Count
1509079740000 ms, 2017-10-26T23:49:00, 1, 1651, 0,1_Producer_Count
1509079800000 ms, 2017-10-26T23:50:00, 1, 1620, 0,1_Producer_Count
1509079860000 ms, 2017-10-26T23:51:00, 1, 1656, 0,1_Producer_Count
1509079920000 ms, 2017-10-26T23:52:00, 1, 1651, 0,1_Producer_Count
1509079980000 ms, 2017-10-26T23:53:00, 0, 1623, 0,1_Producer_Count
1509080040000 ms, 2017-10-26T23:54:00, 0, 1675, 0,1_Producer_Count
1509080100000 ms, 2017-10-26T23:55:00, 0, 1618, 0,1_Producer_Count
1509080160000 ms, 2017-10-26T23:56:00, 1, 1585, 0,1_Producer_Count
1509080220000 ms, 2017-10-26T23:57:00, 0, 1594, 0,1_Producer_Count
1509080280000 ms, 2017-10-26T23:58:00, 0, 1594, 0,1_Producer_Count
1509080340000 ms, 2017-10-26T23:59:00, 1, 1619, 0,1_Producer_Count
1509080400000 ms, 2017-10-27T00:00:00, 1, 1607, 0,1_Producer_Count
1509080460000 ms, 2017-10-27T00:01:00, 0, 1661, 0,1_Producer_Count
1509080520000 ms, 2017-10-27T00:02:00, 1, 1601, 0,1_Producer_Count
1509080580000 ms, 2017-10-27T00:03:00, 1, 1590, 0,1_Producer_Count
1509080640000 ms, 2017-10-27T00:04:00, 1, 1597, 0,1_Producer_Count
1509080700000 ms, 2017-10-27T00:05:00, 1, 1594, 0,1_Producer_Count
1509080760000 ms, 2017-10-27T00:06:00, 1, 1610, 0,1_Producer_Count
1509080820000 ms, 2017-10-27T00:07:00, 1, 1602, 0,1_Producer_Count
1509080880000 ms, 2017-10-27T00:08:00, 1, 1621, 0,1_Producer_Count
1509080940000 ms, 2017-10-27T00:09:00, 1, 1611, 0,1_Producer_Count
1509081000000 ms, 2017-10-27T00:10:00, 1, 1602, 0,1_Producer_Count
1509081060000 ms, 2017-10-27T00:11:00, 1, 1632, 0,1_Producer_Count
1509081120000 ms, 2017-10-27T00:12:00, 1, 1598, 0,1_Producer_Count
1509081180000 ms, 2017-10-27T00:13:00, 0, 1601, 0,1_Producer_Count
1509081240000 ms, 2017-10-27T00:14:00, 1, 1567, 0,1_Producer_Count
1509081300000 ms, 2017-10-27T00:15:00, 1, 1588, 0,1_Producer_Count
1509081360000 ms, 2017-10-27T00:16:00, 1, 1594, 0,1_Producer_Count
1509081420000 ms, 2017-10-27T00:17:00, 0, 1623, 0,1_Producer_Count
1509081480000 ms, 2017-10-27T00:18:00, 1, 1622, 0,1_Producer_Count
1509081540000 ms, 2017-10-27T00:19:00, 1, 1613, 0,1_Producer_Count
1509081600000 ms, 2017-10-27T00:20:00, 0, 1633, 0,1_Producer_Count
1509081660000 ms, 2017-10-27T00:21:00, 1, 1591, 0,1_Producer_Count
1509081720000 ms, 2017-10-27T00:22:00, 1, 1573, 0,1_Producer_Count
1509081780000 ms, 2017-10-27T00:23:00, 1, 1615, 0,1_Producer_Count
1509081840000 ms, 2017-10-27T00:24:00, 0, 1597, 0,1_Producer_Count
1509081900000 ms, 2017-10-27T00:25:00, 1, 1629, 0,1_Producer_Count
1509081960000 ms, 2017-10-27T00:26:00, 0, 1618, 0,1_Producer_Count
1509082020000 ms, 2017-10-27T00:27:00, 1, 1600, 0,1_Producer_Count
1509082080000 ms, 2017-10-27T00:28:00, 1, 1615, 0,1_Producer_Count
1509082140000 ms, 2017-10-27T00:29:00, 0, 1606, 0,1_Producer_Count
1509082200000 ms, 2017-10-27T00:30:00, 0, 1596, 0,1_Producer_Count
1509082260000 ms, 2017-10-27T00:31:00, 1, 1592, 0,1_Producer_Count
1509082320000 ms, 2017-10-27T00:32:00, 0, 1601, 0,1_Producer_Count
1509082380000 ms, 2017-10-27T00:33:00, 1, 1599, 0,1_Producer_Count
1509082440000 ms, 2017-10-27T00:34:00, 1, 1585, 0,1_Producer_Count
1509082500000 ms, 2017-10-27T00:35:00, 1, 1601, 0,1_Producer_Count
1509082560000 ms, 2017-10-27T00:36:00, 0, 1635, 0,1_Producer_Count
1509082620000 ms, 2017-10-27T00:37:00, 1, 1601, 0,1_Producer_Count
1509082680000 ms, 2017-10-27T00:38:00, 1, 1637, 0,1_Producer_Count
1509082740000 ms, 2017-10-27T00:39:00, 0, 1581, 0,1_Producer_Count
