t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1506035270,1,5.005981,5.005981,5.005981,0.000000,5.005981,5.005981,5.005981,5.005981,5.005981,5.005981,0.096386,0.184009,0.196694,0.198892,calls/second,milliseconds
1506035280,50,96.487137,2.044548,0.007401,13.540153,0.013306,0.016684,0.819402,96.487137,96.487137,96.487137,2.460230,0.171751,0.193552,0.197802,calls/second,milliseconds
1506035290,587,96.487137,0.450463,0.002312,4.110635,0.113237,0.226716,0.468932,3.294460,7.736293,96.487137,19.355316,8.936334,2.096951,0.841107,calls/second,milliseconds
1506035300,587,96.487137,0.450463,0.002312,4.110635,0.113237,0.226716,0.468932,3.294460,7.736293,96.487137,14.558062,7.564444,2.028204,0.831813,calls/second,milliseconds
1506035310,587,96.487137,0.450463,0.002312,4.110635,0.113237,0.226716,0.468932,3.294460,7.736293,96.487137,11.664815,6.403163,1.961712,0.822622,calls/second,milliseconds
1506035320,587,96.487137,0.450463,0.002312,4.110635,0.113237,0.226716,0.468932,3.294460,7.736293,96.487137,9.731142,5.420161,1.897399,0.813533,calls/second,milliseconds
1506035330,587,96.487137,0.450463,0.002312,4.110635,0.113237,0.226716,0.468932,3.294460,7.736293,96.487137,8.347516,4.588067,1.835195,0.804543,calls/second,milliseconds
1506035340,636,96.487137,0.399243,0.001345,3.781145,0.013397,0.204054,0.389340,3.294460,6.917606,96.487137,7.918248,4.667280,1.937010,0.849947,calls/second,milliseconds
1506035350,977,96.487137,0.306267,0.000766,2.603432,0.114869,0.233112,0.389340,0.886072,5.439470,22.431801,10.817017,9.007307,2.962834,1.208240,calls/second,milliseconds
1506035360,1076,96.487137,0.285945,0.000766,2.451006,0.094075,0.226716,0.360059,0.776560,6.408093,22.431801,10.725663,9.198763,3.213566,1.312792,calls/second,milliseconds
1506035370,1076,96.487137,0.285945,0.000766,2.451006,0.094075,0.226716,0.360059,0.776560,6.408093,22.431801,9.753575,7.786584,3.108212,1.298286,calls/second,milliseconds
1506035380,1076,96.487137,0.285945,0.000766,2.451006,0.094075,0.226716,0.360059,0.776560,6.408093,22.431801,8.942857,6.591201,3.006313,1.283941,calls/second,milliseconds
1506035390,1076,96.487137,0.285945,0.000766,2.451006,0.094075,0.226716,0.360059,0.776560,6.408093,22.431801,8.256631,5.579332,2.907754,1.269754,calls/second,milliseconds
1506035400,1125,96.487137,0.249243,0.000766,2.283505,0.010427,0.215201,0.336118,0.764879,4.652735,12.955653,8.017415,5.506367,2.974407,1.310017,calls/second,milliseconds
1506035410,1324,12.955653,0.203230,0.000766,0.776956,0.010176,0.222372,0.317875,0.776560,4.786242,7.794530,8.807965,7.788292,3.532381,1.515776,calls/second,milliseconds
1506035420,1428,12.955653,0.197997,0.000766,0.740403,0.013157,0.217049,0.314341,0.651647,5.245696,7.688373,8.907182,8.099719,3.748458,1.611451,calls/second,milliseconds
1506035430,1565,12.955653,0.194139,0.000529,0.739476,0.082965,0.216653,0.295705,0.641912,4.786242,8.275174,9.188573,8.901307,4.077468,1.746808,calls/second,milliseconds
1506035440,1565,12.955653,0.194139,0.000529,0.739476,0.082965,0.216653,0.295705,0.641912,4.786242,8.275174,8.679082,7.534794,3.943792,1.727506,calls/second,milliseconds
1506035450,1565,12.955653,0.194139,0.000529,0.739476,0.082965,0.216653,0.295705,0.641912,4.786242,8.275174,8.222971,6.378065,3.814499,1.708418,calls/second,milliseconds
1506035460,1614,20.257014,0.226831,0.000529,1.267163,0.006879,0.207374,0.286159,0.651647,5.245696,20.257014,8.057239,6.182480,3.851425,1.743834,calls/second,milliseconds
1506035470,1814,20.257014,0.218620,0.000529,1.087442,0.007622,0.217869,0.306517,0.657892,4.652735,20.257014,8.624977,8.372117,4.381139,1.944855,calls/second,milliseconds
1506035480,1911,20.257014,0.212898,0.000529,1.030107,0.010646,0.217869,0.301254,0.634814,4.652735,20.257014,8.673777,8.529951,4.556168,2.031356,calls/second,milliseconds
1506035490,2054,20.257014,0.202903,0.000529,0.973121,0.081068,0.212174,0.283916,0.502777,4.162814,20.257014,8.918099,9.324341,4.871702,2.166481,calls/second,milliseconds
1506035500,2054,20.257014,0.202903,0.000529,0.973121,0.081068,0.212174,0.283916,0.502777,4.162814,20.257014,8.547001,7.892884,4.711988,2.142542,calls/second,milliseconds
1506035510,2054,20.257014,0.202903,0.000529,0.973121,0.081068,0.212174,0.283916,0.502777,4.162814,20.257014,8.205533,6.681182,4.557511,2.118868,calls/second,milliseconds
1506035520,2103,20.257014,0.197291,0.000592,0.987568,0.006273,0.204974,0.279302,0.502777,5.358691,20.257014,8.078596,6.439063,4.570078,2.149749,calls/second,milliseconds
1506035530,2304,20.257014,0.196071,0.000592,0.868412,0.007160,0.211988,0.275011,0.634814,4.419714,8.213125,8.523298,8.591237,5.078936,2.347325,calls/second,milliseconds
1506035540,2425,8.213125,0.179542,0.000592,0.625594,0.069544,0.216934,0.257712,0.502777,4.403938,7.203103,8.650837,9.020542,5.293951,2.450438,calls/second,milliseconds
1506035550,2543,8.375982,0.175879,0.000592,0.650096,0.081402,0.215819,0.252822,0.444255,4.403938,8.375982,8.759388,9.445366,5.520277,2.558894,calls/second,milliseconds
1506035560,2543,8.375982,0.175879,0.000592,0.650096,0.081402,0.215819,0.252822,0.444255,4.403938,8.375982,8.467769,7.995330,5.339300,2.530620,calls/second,milliseconds
1506035570,2543,8.375982,0.175879,0.000592,0.650096,0.081402,0.215819,0.252822,0.444255,4.403938,8.375982,8.194827,6.767901,5.164257,2.502657,calls/second,milliseconds
1506035580,2592,8.375982,0.165950,0.000592,0.662721,0.004904,0.211988,0.250661,0.444255,4.419714,8.375982,8.091949,6.512469,5.156933,2.529297,calls/second,milliseconds
1506035590,2791,8.375982,0.165348,0.000592,0.591330,0.006252,0.198319,0.250661,0.539917,3.701401,8.375982,8.449489,8.655282,5.644011,2.721657,calls/second,milliseconds
1506035600,2888,8.375982,0.163034,0.000592,0.593173,0.006252,0.193629,0.246206,0.501715,3.701401,7.203103,8.486243,8.821419,5.777228,2.798793,calls/second,milliseconds
1506035610,3032,8.375982,0.164927,0.000769,0.579863,0.086839,0.196726,0.249775,0.437447,3.701401,7.203103,8.655013,9.712355,6.061391,2.927148,calls/second,milliseconds
1506035620,3032,8.375982,0.164927,0.000769,0.579863,0.086839,0.196726,0.249775,0.437447,3.701401,7.203103,8.414828,8.221331,5.862675,2.894804,calls/second,milliseconds
1506035630,3032,8.375982,0.164927,0.000769,0.579863,0.086839,0.196726,0.249775,0.437447,3.701401,7.203103,8.187580,6.959206,5.670474,2.862817,calls/second,milliseconds
1506035640,3081,8.375982,0.152769,0.000769,0.572592,0.005804,0.191394,0.246903,0.431146,3.643159,7.203103,8.101150,6.674406,5.646553,2.885478,calls/second,milliseconds
1506035650,3280,6.131817,0.161973,0.000769,0.535202,0.007765,0.197789,0.259776,0.539917,4.162814,5.454981,8.403450,8.808980,6.118290,3.073982,calls/second,milliseconds
1506035660,3377,6.131817,0.167161,0.000769,0.540148,0.007765,0.198408,0.271258,0.653574,4.221706,5.454981,8.435816,8.984765,6.237379,3.147384,calls/second,milliseconds
1506035670,3521,6.810866,0.174628,0.000769,0.565059,0.088586,0.202593,0.264291,0.653574,4.221706,6.810866,8.581158,9.891539,6.508205,3.272083,calls/second,milliseconds
1506035680,3521,6.810866,0.174628,0.000769,0.565059,0.088586,0.202593,0.264291,0.653574,4.221706,6.810866,8.377008,8.373007,6.294840,3.235928,calls/second,milliseconds
1506035690,3521,6.810866,0.174628,0.000769,0.565059,0.088586,0.202593,0.264291,0.653574,4.221706,6.810866,8.182315,7.087597,6.088471,3.200172,calls/second,milliseconds
1506035700,3570,6.810866,0.162034,0.000877,0.563352,0.006200,0.198829,0.259776,0.653574,3.763118,6.810866,8.107785,6.783086,6.050847,3.219105,calls/second,milliseconds
1506035710,3769,6.810866,0.163020,0.000802,0.547714,0.006591,0.197980,0.249725,0.499628,3.763118,6.810866,8.369641,8.897141,6.509165,3.403904,calls/second,milliseconds
