TIMESTAMP        scratch-RQ       scratch-RD       scratch-WR       
1483656377 990405 2217865488601 482922847327
1483656378 990465 2218066831121 482922853978
1483656379 990530 2218360448313 482922859084
1483656380 990588 2218821837677 482922864190
1483656381 990646 2219237089685 482922869295
1483656382 990704 2219652341693 482922874402
1483656383 990762 2220067593705 482922879508
1483656385 990820 2220516400149 482922884618
1483656386 990878 2220931652161 482922889725
1483656387 990936 2221393041517 482922894832
1483656388 990996 2221854430873 482922899939
1483656389 991054 2222307431621 482922905045
1483656390 991112 2222747849457 482922910150
1483656391 991170 2223200850205 482922915256
1483656392 991228 2223637073749 482922920366
1483656393 991286 2224085880193 482922925473
1483656395 991344 2224530492333 482922930578
1483656396 991402 2224966715865 482922935683
1483656397 991464 2225398745105 482922940792
1483656398 991522 2225818191421 482922945903
1483656399 991580 2226233443433 482922951010
1483656400 991638 2226493506197 482922956117
1483656401 991696 2226883592385 482922961225
1483656402 991756 2227286261485 482922966330
1483656403 991816 2227739262233 482922971434
1483656405 991874 2228167097157 482922976542
1483656406 991932 2228599126385 482922981649
1483656407 991990 2229052127133 482922986757
1483656408 992048 2229412853193 482922991867
1483656409 992106 2229748413429 482922996974
1483656410 992170 2230079779361 482923002083
1483656411 992228 2230415339597 482923007192
1483656413 992286 2230746705529 482923012299
1483656414 992346 2230914493605 482923017411
1483656415 992414 2231245859537 482923022519
1483656416 992472 2231577225469 482923027628
1483656417 992532 2231912785705 482923032735
1483656418 992590 2232248345941 482923037844
1483656419 992648 2232579711873 482923042954
1483656421 992714 2232919466413 482923048062
1483656422 992772 2233255026649 482923053170
1483656423 992832 2233590586885 482923058278
1483656424 992890 2233921952817 482923063388
1483656425 992958 2234265901661 482923068495
1483656426 993016 2234597267593 482923073606
1483656427 993076 2234932827829 482923078715
1483656429 993134 2235264193761 482923083824
1483656430 993200 2235599753997 482923088933
1483656431 993258 2235931119929 482923094037
1483656432 993316 2236262485861 482923099144
1483656433 993374 2236593851793 482923104251
1483656434 993432 2236925217725 482923109360
1483656435 993500 2237126560245 482923114471
1483656436 993558 2237457926177 482923119578
1483656438 993618 2237793486413 482923124686
1483656439 993676 2238124852345 482923129793
1483656440 993742 2238464606885 482923134903
1483656441 993800 2238795972821 482923140013
1483656442 993858 2239127338757 482923145122
1483656443 993916 2239454510389 482923150229
1483656444 993974 2239785876325 482923155336
1483656446 994040 2240104659349 482923160444
1483656447 994098 2240431830981 482923165555
1483656448 994156 2240738031105 482923170670
1483656449 994214 2240922596401 482923175778
1483656450 994282 2241253962337 482923180889
1483656451 994340 2241576939665 482923185997
1483656452 994398 2241908305605 482923191106
1483656453 994456 2242239671545 482923196213
1483656455 994522 2242571037485 482923201321
1483656456 994580 2242902403425 482923206428
1483656457 994638 2243233769365 482923211536
1483656458 994696 2243565135305 482923216646
1483656459 994754 2243896501245 482923221753
1483656460 994822 2244232061489 482923226862
1483656461 994880 2244563427429 482923231970
1483656463 994938 2244894793369 482923237081
1483656464 994996 2245226159309 482923242192
1483656465 995062 2245561719553 482923247302
1483656466 995120 2245893085493 482923252413
1483656467 995178 2246228645737 482923257523
1483656468 995236 2246555817377 482923262632
1483656469 995294 2246882989017 482923267744
1483656470 995362 2247063360017 482923272856
1483656472 995420 2247394725961 482923277966
1483656473 995478 2247726091905 482923283076
1483656474 995536 2248053263545 482923288189
1483656475 995604 2248384629489 482923293300
1483656476 995662 2248703412521 482923298409
1483656477 995720 2249034778465 482923303523
1483656478 995778 2249366144409 482923308630
1483656480 995836 2249697510353 482923313742
1483656481 995902 2250028876297 482923318851
1483656482 995960 2250360242241 482923323964
1483656483 996018 2250653859461 482923329080
1483656484 996076 2250926505149 482923334190
1483656485 996144 2251257871093 482923339300
1483656486 996202 2251589237037 482923344414
1483656487 996262 2251908020069 482923349525
1483656489 996320 2252230997405 482923354635
1483656490 996386 2252583334869 482923359746
1483656491 996444 2252910506509 482923364856
1483656492 996502 2253237678149 482923369966
1483656493 996560 2253564849789 482923375077
1483656494 996618 2253900410037 482923380187
1483656495 996686 2254231775981 482923385296
1483656497 996744 2254563141925 482923390405
1483656498 996802 2254894507869 482923395515
1483656499 996860 2255217485205 482923400624
1483656500 996928 2255540462541 482923405735
1483656501 996986 2255871828485 482923410847
1483656502 997044 2256203194429 482923415959
1483656503 997102 2256530366069 482923421068
1483656505 997160 2256861732013 482923426179
1483656506 997226 2256987577061 482923431296
1483656507 997286 2257310554397 482923436405
1483656508 997344 2257541257045 482923441518
1483656509 997402 2257809708429 482923446628
1483656510 997470 2258120102853 482923451739
1483656511 997528 2258447274493 482923456851
1483656513 997586 2258778640437 482923461961
1483656514 997644 2259105812077 482923467070
1483656515 997710 2259458149541 482923472179
1483656516 997768 2259768543965 482923477291
1483656517 997826 2260095715605 482923482400
1483656518 997884 2260330612569 482923487517
1483656519 997942 2260657784209 482923492626
1483656521 998008 2260989150153 482923497734
1483656522 998066 2261312127489 482923502845
1483656523 998124 2261643493433 482923507957
1483656524 998182 2261974859377 482923513066
1483656525 998250 2262297836713 482923518177
1483656526 998308 2262616619745 482923523291
1483656527 998366 2262943791385 482923528406
1483656528 998424 2263270963025 482923533512
1483656530 998482 2263589746057 482923538624
1483656531 998548 2263912723393 482923543733
1483656532 998606 2264244089337 482923548848
1483656533 998664 2264571260977 482923553956
1483656534 998722 2264902626921 482923559067
1483656535 998790 2265233992865 482923564180
1483656536 998848 2265561164505 482923569290
1483656538 998906 2265879947537 482923574402
