t,count
1502296946,0
1502296956,0
1502296966,0
1502296976,0
1502296986,0
1502296996,0
1502297006,0
1502297016,0
1502297026,0
1502297036,0
1502297046,0
1502297056,0
1502297066,0
1502297076,0
1502297086,0
1502297096,0
1502297106,0
1502297116,0
1502297126,0
1502297136,0
1502297146,0
1502297156,0
1502297166,0
1502297176,0
1502297186,0
1502297196,0
1502297206,0
1502297216,0
1502297226,0
1502297236,0
1502297246,0
1502297256,0
1502297266,0
1502297276,0
1502297286,0
1502297296,0
1502297306,0
1502297316,0
1502297326,0
1502297336,0
1502297346,0
1502297356,0
1502297366,0
1502297376,0
1502297386,0
1502297396,0
1502297406,0
1502297416,0
1502297426,0
1502297436,0
1502297446,0
1502297456,0
1502297466,0
1502297476,0
1502297486,0
1502297496,0
1502297506,0
1502297516,0
1502297526,0
1502297536,0
1502297546,0
1502297556,0
1502297566,0
1502297576,0
1502297586,0
1502297596,0
1502297606,0
1502297616,0
1502297626,0
1502297636,0
1502297646,0
1502297656,0
1502297666,0
1502297676,0
1502297686,0
1502297696,0
1502297706,0
1502297716,0
1502297726,0
1502297736,0
1502297743,0
