Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171027-153752
5000,10000,1,5000,311.0,6003.14115173,20171027-153752
0,5000,2,5000,623.0,6593.9189567,20171027-153752
5000,10000,3,5000,937.0,8191.41946484,20171027-153752
10000,15000,4,5000,1242.0,9017.43232675,20171027-153752
15000,20000,5,5000,1550.0,9132.57719852,20171027-153752
20000,25000,6,5000,1862.0,9246.331913,20171027-153752
25000,30000,7,5000,2176.0,9323.84634889,20171027-153752
30000,35000,8,5000,2484.0,9376.19625966,20171027-153752
35000,40000,9,5000,2800.0,9551.38703525,20171027-153752
40000,45000,10,5000,3112.0,9589.39640908,20171027-153752
45000,50000,11,5000,3422.0,9609.41350134,20171027-153752
50000,55000,12,5000,3733.0,9816.5244295,20171027-153752
55000,60000,13,5000,4039.0,10003.4921157,20171027-153752
60000,65000,14,5000,4350.0,10258.8507303,20171027-153752
65000,70000,15,5000,4659.0,10225.491716,20171027-153752
70000,75000,16,5000,4966.0,10359.8603679,20171027-153752
75000,80000,17,5000,5275.0,10489.7669916,20171027-153752
80000,85000,18,5000,5585.0,10602.8133508,20171027-153752
85000,90000,19,5000,5896.0,10546.1778293,20171027-153752
90000,95000,20,5000,6206.0,10649.997514,20171027-153752
95000,100000,21,5000,6520.0,10606.2104374,20171027-153752
0,5000,22,5000,6835.0,8461.93153432,20171027-153752
5000,10000,23,5000,7151.0,7624.27617889,20171027-153752
10000,15000,24,5000,7467.0,6990.47858118,20171027-153753
15000,20000,25,5000,7772.0,6766.65084674,20171027-153753
20000,25000,26,5000,8076.0,6746.957056,20171027-153753
25000,30000,27,5000,8397.0,6876.76608577,20171027-153753
30000,35000,28,5000,8718.0,6914.70114227,20171027-153753
35000,40000,29,5000,9038.0,7053.72851158,20171027-153753
40000,45000,30,5000,9359.0,7172.67975484,20171027-153753
45000,50000,31,5000,9672.0,7278.72574339,20171027-153753
50000,55000,32,5000,9985.0,7382.39984037,20171027-153753
55000,60000,33,5000,10278.0,7469.40077877,20171027-153753
60000,65000,34,5000,10572.0,7557.54923295,20171027-153753
65000,70000,35,5000,10877.0,7646.86940141,20171027-153753
70000,75000,36,5000,11182.0,7731.41427821,20171027-153753
75000,80000,37,5000,11499.0,7822.64548375,20171027-153753
80000,85000,38,5000,11815.0,7864.45520673,20171027-153753
85000,90000,39,5000,12127.0,7949.58655943,20171027-153753
90000,95000,40,5000,12439.0,7990.48171842,20171027-153753
95000,100000,41,5000,12747.0,8092.27960209,20171027-153753
100000,105000,42,5000,13055.0,8165.37034002,20171027-153753
105000,110000,43,5000,13356.0,8261.82888721,20171027-153753
110000,115000,44,5000,13658.0,8330.00884567,20171027-153753
115000,120000,45,5000,13977.0,8284.12384347,20171027-153753
120000,125000,46,5000,14296.0,8316.55946269,20171027-153753
125000,130000,47,5000,14616.0,8238.67715308,20171027-153753
130000,135000,48,5000,14936.0,8199.41216381,20171027-153753
135000,140000,49,5000,15237.0,8153.29420126,20171027-153753
140000,145000,50,5000,15537.0,8107.13083842,20171027-153753
145000,150000,51,5000,15855.0,8071.72103936,20171027-153754
150000,155000,52,5000,16172.0,8101.44068261,20171027-153754
155000,160000,53,5000,16471.0,8060.67163072,20171027-153754
160000,165000,54,5000,16770.0,8020.82198442,20171027-153754
165000,170000,55,5000,17086.0,8049.0453192,20171027-153754
170000,175000,56,5000,17403.0,8017.14025791,20171027-153754
175000,180000,57,5000,17706.0,8040.25855334,20171027-153754
180000,185000,58,5000,18010.0,8063.93800562,20171027-153754
185000,190000,59,5000,18316.0,8084.49912223,20171027-153754
190000,195000,60,5000,18621.0,8048.45747789,20171027-153754
195000,200000,61,5000,18930.0,8109.05590138,20171027-153754
200000,205000,62,5000,19239.0,8130.21187279,20171027-153754
205000,210000,63,5000,19548.0,8150.9876137,20171027-153754
210000,215000,64,5000,19858.0,8198.15226524,20171027-153754
215000,220000,65,5000,20172.0,8248.78110085,20171027-153754
220000,225000,66,5000,20487.0,8246.17027115,20171027-153754
225000,230000,67,5000,20788.0,8262.4196905,20171027-153754
