BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1508428320000 ms, 2017-10-19T10:52:06, 4, 2074, 0,1_Producer_Count
1508428380000 ms, 2017-10-19T10:53:18, 1, 44536, 9765,1_Producer_Count
1508428440000 ms, 2017-10-19T10:54:16, 0, 40839, 9850,1_Producer_Count
1508428500000 ms, 2017-10-19T10:55:20, 1, 52810, 12333,1_Producer_Count
1508428560000 ms, 2017-10-19T10:56:21, 0, 55476, 13664,1_Producer_Count
1508428620000 ms, 2017-10-19T10:57:23, 0, 57350, 14366,1_Producer_Count
1508428680000 ms, 2017-10-19T10:58:20, 0, 50692, 13462,1_Producer_Count
1508428740000 ms, 2017-10-19T10:59:23, 0, 56105, 14094,1_Producer_Count
1508428800000 ms, 2017-10-19T11:00:23, 0, 57795, 14322,1_Producer_Count
1508428860000 ms, 2017-10-19T11:01:25, 0, 61736, 14288,1_Producer_Count
1508428920000 ms, 2017-10-19T11:02:22, 4276, 60007, 13762,1_Producer_Count
1508428980000 ms, 2017-10-19T11:03:21, 973, 57155, 14320,1_Producer_Count
1508429040000 ms, 2017-10-19T11:04:23, 0, 57073, 14456,1_Producer_Count
1508429100000 ms, 2017-10-19T11:05:18, 1805, 46897, 11659,1_Producer_Count
1508429160000 ms, 2017-10-19T11:06:08, 0, 19871, 4865,1_Producer_Count
1508429220000 ms, 2017-10-19T11:07:04, 1, 11338, 2570,1_Producer_Count
1508429280000 ms, 2017-10-19T11:08:00, 0, 1202, 0,1_Producer_Count
1508429340000 ms, 2017-10-19T11:09:00, 1, 1223, 0,1_Producer_Count
1508429400000 ms, 2017-10-19T11:10:00, 1, 1179, 0,1_Producer_Count
1508429460000 ms, 2017-10-19T11:11:00, 0, 1203, 0,1_Producer_Count
1508429520000 ms, 2017-10-19T11:12:00, 0, 1216, 0,1_Producer_Count
1508429580000 ms, 2017-10-19T11:13:00, 1, 1206, 0,1_Producer_Count
1508429640000 ms, 2017-10-19T11:14:00, 1, 1172, 0,1_Producer_Count
1508429700000 ms, 2017-10-19T11:15:00, 0, 1193, 0,1_Producer_Count
1508429760000 ms, 2017-10-19T11:16:00, 0, 1173, 0,1_Producer_Count
1508429820000 ms, 2017-10-19T11:17:00, 1, 1191, 0,1_Producer_Count
1508429880000 ms, 2017-10-19T11:18:00, 0, 1192, 0,1_Producer_Count
1508429940000 ms, 2017-10-19T11:19:00, 0, 1187, 0,1_Producer_Count
1508430000000 ms, 2017-10-19T11:20:00, 0, 1181, 0,1_Producer_Count
1508430060000 ms, 2017-10-19T11:21:00, 1, 1192, 0,1_Producer_Count
1508430120000 ms, 2017-10-19T11:22:00, 0, 1171, 0,1_Producer_Count
1508430180000 ms, 2017-10-19T11:23:00, 0, 1181, 0,1_Producer_Count
1508430240000 ms, 2017-10-19T11:24:00, 1, 1195, 0,1_Producer_Count
1508430300000 ms, 2017-10-19T11:25:00, 0, 1161, 0,1_Producer_Count
1508430360000 ms, 2017-10-19T11:26:00, 0, 1183, 0,1_Producer_Count
1508430420000 ms, 2017-10-19T11:27:00, 1, 1163, 0,1_Producer_Count
1508430480000 ms, 2017-10-19T11:28:00, 1, 1165, 0,1_Producer_Count
1508430540000 ms, 2017-10-19T11:29:00, 0, 1171, 0,1_Producer_Count
1508430600000 ms, 2017-10-19T11:30:00, 1, 1153, 0,1_Producer_Count
1508430660000 ms, 2017-10-19T11:31:00, 0, 1162, 0,1_Producer_Count
1508430720000 ms, 2017-10-19T11:32:00, 1, 1164, 0,1_Producer_Count
1508430780000 ms, 2017-10-19T11:33:00, 0, 1158, 0,1_Producer_Count
1508430840000 ms, 2017-10-19T11:34:00, 0, 1168, 0,1_Producer_Count
1508430900000 ms, 2017-10-19T11:35:00, 0, 1157, 0,1_Producer_Count
1508430960000 ms, 2017-10-19T11:36:00, 0, 1192, 0,1_Producer_Count
1508431020000 ms, 2017-10-19T11:37:00, 0, 1151, 0,1_Producer_Count
1508431080000 ms, 2017-10-19T11:38:00, 1, 1144, 0,1_Producer_Count
1508431140000 ms, 2017-10-19T11:39:00, 1, 1134, 0,1_Producer_Count
1508431200000 ms, 2017-10-19T11:40:00, 0, 1145, 0,1_Producer_Count
1508431260000 ms, 2017-10-19T11:41:00, 0, 1166, 0,1_Producer_Count
1508431320000 ms, 2017-10-19T11:42:00, 1, 1158, 0,1_Producer_Count
1508431380000 ms, 2017-10-19T11:43:00, 1, 1150, 0,1_Producer_Count
1508431440000 ms, 2017-10-19T11:44:00, 1, 1151, 0,1_Producer_Count
1508431500000 ms, 2017-10-19T11:45:00, 0, 1151, 0,1_Producer_Count
1508431560000 ms, 2017-10-19T11:46:00, 0, 1185, 0,1_Producer_Count
1508431620000 ms, 2017-10-19T11:47:00, 0, 1193, 0,1_Producer_Count
1508431680000 ms, 2017-10-19T11:48:00, 0, 1177, 0,1_Producer_Count
1508431740000 ms, 2017-10-19T11:49:00, 0, 1146, 0,1_Producer_Count
1508431800000 ms, 2017-10-19T11:50:00, 1, 1150, 0,1_Producer_Count
1508431860000 ms, 2017-10-19T11:51:00, 0, 1147, 0,1_Producer_Count
1508431920000 ms, 2017-10-19T11:52:00, 1, 1151, 0,1_Producer_Count
1508431980000 ms, 2017-10-19T11:53:00, 1, 1151, 0,1_Producer_Count
1508432040000 ms, 2017-10-19T11:54:00, 0, 1150, 0,1_Producer_Count
1508432100000 ms, 2017-10-19T11:55:00, 1, 1157, 0,1_Producer_Count
1508432160000 ms, 2017-10-19T11:56:00, 1, 1183, 0,1_Producer_Count
1508432220000 ms, 2017-10-19T11:57:00, 0, 1150, 0,1_Producer_Count
1508432280000 ms, 2017-10-19T11:58:00, 5, 1148, 0,1_Producer_Count
1508432340000 ms, 2017-10-19T11:59:00, 1, 1134, 0,1_Producer_Count
1508432400000 ms, 2017-10-19T12:00:00, 1, 1216, 0,1_Producer_Count
1508432460000 ms, 2017-10-19T12:01:00, 0, 1174, 0,1_Producer_Count
1508432520000 ms, 2017-10-19T12:02:00, 0, 1178, 0,1_Producer_Count
1508432580000 ms, 2017-10-19T12:03:00, 0, 1161, 0,1_Producer_Count
1508432640000 ms, 2017-10-19T12:04:00, 0, 1149, 0,1_Producer_Count
1508432700000 ms, 2017-10-19T12:05:00, 0, 1154, 0,1_Producer_Count
1508432760000 ms, 2017-10-19T12:06:00, 2, 1194, 0,1_Producer_Count
1508432820000 ms, 2017-10-19T12:07:00, 0, 1144, 0,1_Producer_Count
1508432880000 ms, 2017-10-19T12:08:00, 1, 1142, 0,1_Producer_Count
1508432940000 ms, 2017-10-19T12:09:00, 0, 1147, 0,1_Producer_Count
1508433000000 ms, 2017-10-19T12:10:00, 1, 1134, 0,1_Producer_Count
1508433060000 ms, 2017-10-19T12:11:00, 0, 1149, 0,1_Producer_Count
1508433120000 ms, 2017-10-19T12:12:00, 0, 1138, 0,1_Producer_Count
1508433180000 ms, 2017-10-19T12:13:00, 1, 1144, 0,1_Producer_Count
1508433240000 ms, 2017-10-19T12:14:00, 1, 1131, 0,1_Producer_Count
1508433300000 ms, 2017-10-19T12:15:00, 1, 1130, 0,1_Producer_Count
1508433360000 ms, 2017-10-19T12:16:00, 1, 1149, 0,1_Producer_Count
1508433420000 ms, 2017-10-19T12:17:00, 1, 1143, 0,1_Producer_Count
1508433480000 ms, 2017-10-19T12:18:00, 1, 1124, 0,1_Producer_Count
