Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171027-153752
5000,10000,1,5000,311.0,3298.79305863,20171027-153752
0,5000,2,5000,621.0,3004.57121237,20171027-153752
5000,10000,3,5000,930.0,3867.84537355,20171027-153752
10000,15000,4,5000,1235.0,4613.5999145,20171027-153752
15000,20000,5,5000,1546.0,5302.32971389,20171027-153752
20000,25000,6,5000,1861.0,5964.8021519,20171027-153752
25000,30000,7,5000,2169.0,6204.12627237,20171027-153752
30000,35000,8,5000,2480.0,6329.30678586,20171027-153752
35000,40000,9,5000,2789.0,6395.13328632,20171027-153752
40000,45000,10,5000,3101.0,6587.23584735,20171027-153752
45000,50000,11,5000,3411.0,6909.3473245,20171027-153752
50000,55000,12,5000,3724.0,7055.83567149,20171027-153752
55000,60000,13,5000,4039.0,7230.57710277,20171027-153752
60000,65000,14,5000,4353.0,7409.0838788,20171027-153752
65000,70000,15,5000,4663.0,7572.85423079,20171027-153752
70000,75000,16,5000,4976.0,7698.98559939,20171027-153752
75000,80000,17,5000,5286.0,7836.37068557,20171027-153752
80000,85000,18,5000,5601.0,7929.57601472,20171027-153752
85000,90000,19,5000,5911.0,7896.87490353,20171027-153752
90000,95000,20,5000,6222.0,7973.64281435,20171027-153752
95000,100000,21,5000,6532.0,8039.72197554,20171027-153752
0,5000,22,5000,6842.0,6816.71788801,20171027-153753
5000,10000,23,5000,7145.0,6301.4059597,20171027-153753
10000,15000,24,5000,7447.0,5891.4697444,20171027-153753
15000,20000,25,5000,7752.0,5559.07383798,20171027-153753
20000,25000,26,5000,8057.0,5463.09910478,20171027-153753
25000,30000,27,5000,8372.0,5498.51462759,20171027-153753
30000,35000,28,5000,8687.0,5507.09720465,20171027-153753
35000,40000,29,5000,8999.0,5429.69665055,20171027-153753
40000,45000,30,5000,9312.0,5429.1899226,20171027-153753
45000,50000,31,5000,9626.0,5512.9138425,20171027-153753
50000,55000,32,5000,9940.0,5604.02908944,20171027-153753
55000,60000,33,5000,10248.0,5686.90066837,20171027-153753
60000,65000,34,5000,10556.0,5793.81145065,20171027-153753
65000,70000,35,5000,10870.0,5903.31315975,20171027-153753
70000,75000,36,5000,11183.0,5995.22114903,20171027-153753
75000,80000,37,5000,11493.0,6054.52433553,20171027-153753
80000,85000,38,5000,11803.0,6136.73697018,20171027-153753
85000,90000,39,5000,12114.0,6218.41427189,20171027-153754
90000,95000,40,5000,12424.0,6296.53088023,20171027-153754
95000,100000,41,5000,12745.0,6392.13373635,20171027-153754
100000,105000,42,5000,13066.0,6471.41798165,20171027-153754
105000,110000,43,5000,13383.0,6546.53687103,20171027-153754
110000,115000,44,5000,13699.0,6621.98560279,20171027-153754
115000,120000,45,5000,14009.0,6689.26225793,20171027-153754
120000,125000,46,5000,14319.0,6681.51182549,20171027-153754
125000,130000,47,5000,14638.0,6656.56215893,20171027-153754
130000,135000,48,5000,14958.0,6656.23884815,20171027-153754
135000,140000,49,5000,15274.0,6735.6430855,20171027-153754
140000,145000,50,5000,15590.0,6801.91672642,20171027-153754
145000,150000,51,5000,15891.0,6863.05577778,20171027-153754
150000,155000,52,5000,16192.0,6898.53822826,20171027-153754
155000,160000,53,5000,16503.0,6936.35340163,20171027-153754
160000,165000,54,5000,16814.0,6972.54795309,20171027-153754
165000,170000,55,5000,17136.0,7035.31492242,20171027-153754
170000,175000,56,5000,17458.0,7108.96015296,20171027-153754
175000,180000,57,5000,17758.0,7173.62504653,20171027-153754
180000,185000,58,5000,18058.0,7238.47044341,20171027-153754
185000,190000,59,5000,18365.0,7291.61620441,20171027-153754
190000,195000,60,5000,18673.0,7321.69717321,20171027-153754
195000,200000,61,5000,18972.0,7371.37120673,20171027-153754
200000,205000,62,5000,19271.0,7435.7001284,20171027-153754
205000,210000,63,5000,19585.0,7489.21742135,20171027-153754
210000,215000,64,5000,19899.0,7553.62342847,20171027-153754
215000,220000,65,5000,20208.0,7601.81080142,20171027-153754
220000,225000,66,5000,20518.0,7627.99996596,20171027-153754
225000,230000,67,5000,20825.0,7673.48422421,20171027-153754
230000,235000,68,5000,21132.0,7728.74061946,20171027-153754
235000,240000,69,5000,21433.0,7768.31294154,20171027-153754
240000,245000,70,5000,21733.0,7821.38770543,20171027-153754
245000,250000,71,5000,22044.0,7842.010212,20171027-153754
250000,255000,72,5000,22355.0,7885.17510653,20171027-153754
255000,260000,73,5000,22664.0,7938.11175202,20171027-153754
260000,265000,74,5000,22973.0,7956.86864666,20171027-153754
265000,270000,75,5000,23270.0,7993.20964681,20171027-153754
270000,275000,76,5000,23567.0,8029.6371871,20171027-153755
275000,280000,77,5000,23881.0,8072.63699027,20171027-153755
280000,285000,78,5000,24194.0,8114.23912687,20171027-153755
285000,290000,79,5000,24502.0,8151.66864873,20171027-153755
290000,295000,80,5000,24810.0,8166.92519323,20171027-153755
295000,300000,81,5000,25122.0,8203.76370389,20171027-153755
300000,305000,82,5000,25434.0,8240.91438043,20171027-153755
305000,310000,83,5000,25734.0,8273.97293134,20171027-153755
310000,315000,84,5000,26035.0,8285.80168093,20171027-153755
315000,320000,85,5000,26345.0,8294.65688203,20171027-153755
320000,325000,86,5000,26655.0,8337.48332174,20171027-153755
325000,330000,87,5000,26969.0,8382.92965231,20171027-153755
330000,335000,88,5000,27282.0,8395.94221651,20171027-153755
335000,340000,89,5000,27597.0,8439.90372679,20171027-153755
340000,345000,90,5000,27913.0,8453.97616811,20171027-153755
345000,350000,91,5000,28236.0,8489.04546983,20171027-153755
350000,355000,92,5000,28560.0,8522.7730396,20171027-153755
355000,360000,93,5000,28870.0,8554.25415376,20171027-153755
360000,365000,94,5000,29180.0,8585.32010307,20171027-153755
365000,370000,95,5000,29492.0,8614.49518258,20171027-153755
370000,375000,96,5000,29804.0,8653.36604371,20171027-153755
375000,380000,97,5000,30128.0,8684.51569228,20171027-153755
380000,385000,98,5000,30453.0,8694.93714845,20171027-153755
385000,390000,99,5000,30766.0,8722.57612107,20171027-153755
390000,395000,100,5000,31080.0,8751.22932182,20171027-153755
395000,400000,101,5000,31394.0,8780.25655402,20171027-153755
400000,405000,102,5000,31708.0,8807.84625962,20171027-153755
405000,410000,103,5000,32016.0,8833.11602361,20171027-153755
410000,415000,104,5000,32323.0,8839.03307121,20171027-153755
415000,420000,105,5000,32640.0,8845.86667563,20171027-153755
420000,425000,106,5000,32958.0,8873.29027964,20171027-153755
425000,430000,107,5000,33264.0,8897.81703686,20171027-153755
430000,435000,108,5000,33571.0,8921.991669,20171027-153755
435000,440000,109,5000,33880.0,8946.02736016,20171027-153755
440000,445000,110,5000,34190.0,8969.61949723,20171027-153755
445000,450000,111,5000,34505.0,8992.88113601,20171027-153755
450000,455000,112,5000,34820.0,8998.23672947,20171027-153755
455000,460000,113,5000,35132.0,9030.44345253,20171027-153755
460000,465000,114,5000,35444.0,9065.24943009,20171027-153755
465000,470000,115,5000,35750.0,9096.05570427,20171027-153755
470000,475000,116,5000,36055.0,9098.45888603,20171027-153756
475000,480000,117,5000,36367.0,9130.32139703,20171027-153756
480000,485000,118,5000,36678.0,9154.70162653,20171027-153756
485000,490000,119,5000,36987.0,9185.496443,20171027-153756
490000,495000,120,5000,37297.0,9207.96939352,20171027-153756
495000,500000,121,5000,37604.0,9209.3398408,20171027-153756
500000,505000,122,5000,37911.0,9229.09946656,20171027-153756
505000,510000,123,5000,38217.0,9230.46388832,20171027-153756
510000,515000,124,5000,38523.0,9231.54805005,20171027-153756
515000,520000,125,5000,38838.0,9253.0472168,20171027-153756
520000,525000,126,5000,39152.0,9273.97144709,20171027-153756
525000,530000,127,5000,39465.0,9293.36937386,20171027-153756
530000,535000,128,5000,39777.0,9295.43561749,20171027-153756
535000,540000,129,5000,40090.0,9316.23600671,20171027-153756
540000,545000,130,5000,40404.0,9345.0422168,20171027-153756
545000,550000,131,5000,40706.0,9361.81804147,20171027-153756
550000,555000,132,5000,41007.0,9386.61429362,20171027-153756
555000,560000,133,5000,41312.0,9412.10364406,20171027-153756
560000,565000,134,5000,41616.0,9429.92852245,20171027-153756
565000,570000,135,5000,41930.0,9431.90388839,20171027-153756
570000,575000,136,5000,42244.0,9451.31185873,20171027-153756
575000,580000,137,5000,42554.0,9468.02064729,20171027-153756
580000,585000,138,5000,42864.0,9483.61408333,20171027-153756
585000,590000,139,5000,43167.0,9512.00518555,20171027-153756
590000,595000,140,5000,43470.0,9510.18947157,20171027-153756
595000,600000,141,5000,43794.0,9537.98259971,20171027-153756
600000,605000,142,5000,44117.0,9541.62922954,20171027-153756
605000,610000,143,5000,44429.0,9542.99777921,20171027-153756
610000,615000,144,5000,44740.0,9543.29945337,20171027-153756
615000,620000,145,5000,45053.0,9559.70387063,20171027-153756
620000,625000,146,5000,45367.0,9561.48120071,20171027-153756
625000,630000,147,5000,45667.0,9558.24481019,20171027-153756
630000,635000,148,5000,45967.0,9574.13060037,20171027-153756
635000,640000,149,5000,46276.0,9598.53774044,20171027-153756
640000,645000,150,5000,46585.0,9598.98746694,20171027-153756
645000,650000,151,5000,46891.0,9598.88231169,20171027-153756
650000,655000,152,5000,47197.0,9624.6203563,20171027-153756
655000,660000,153,5000,47500.0,9647.19298241,20171027-153756
660000,665000,154,5000,47803.0,9661.98544343,20171027-153757
665000,670000,155,5000,48105.0,9647.6102011,20171027-153757
670000,675000,156,5000,48407.0,9618.24294788,20171027-153757
675000,680000,157,5000,48722.0,9605.07648664,20171027-153757
680000,685000,158,5000,49036.0,9601.07254221,20171027-153757
685000,690000,159,5000,49359.0,9590.6074889,20171027-153757
690000,695000,160,5000,49682.0,9566.39483538,20171027-153757
695000,700000,161,5000,49991.0,9530.1096705,20171027-153757
700000,705000,162,5000,50299.0,9517.96135551,20171027-153757
705000,710000,163,5000,50596.0,9538.7429277,20171027-153757
710000,715000,164,5000,50892.0,9552.41165488,20171027-153757
715000,720000,165,5000,51188.0,9573.26365634,20171027-153757
720000,725000,166,5000,51485.0,9593.79939773,20171027-153757
725000,730000,167,5000,51795.0,9615.38822039,20171027-153757
730000,735000,168,5000,52105.0,9629.81787507,20171027-153757
735000,740000,169,5000,52411.0,9650.73889077,20171027-153757
740000,745000,170,5000,52718.0,9664.69833749,20171027-153757
745000,750000,171,5000,53038.0,9679.66313871,20171027-153757
750000,755000,172,5000,53358.0,9692.33138121,20171027-153757
755000,760000,173,5000,53674.0,9705.1038762,20171027-153757
760000,765000,174,5000,53991.0,9706.13028886,20171027-153757
765000,770000,175,5000,54303.0,9725.51231616,20171027-153757
770000,775000,176,5000,54615.0,9747.26564228,20171027-153757
775000,780000,177,5000,54926.0,9761.28708601,20171027-153757
780000,785000,178,5000,55238.0,9775.11986383,20171027-153757
785000,790000,179,5000,55538.0,9776.27834582,20171027-153757
790000,795000,180,5000,55838.0,9775.16993645,20171027-153757
795000,800000,181,5000,56152.0,9771.09672677,20171027-153757
800000,805000,182,5000,56466.0,9772.66531672,20171027-153757
805000,810000,183,5000,56791.0,9768.4931946,20171027-153757
810000,815000,184,5000,57116.0,9779.29992188,20171027-153757
815000,820000,185,5000,57439.0,9781.5212109,20171027-153757
820000,825000,186,5000,57763.0,9784.20649527,20171027-153757
825000,830000,187,5000,58061.0,9770.0775464,20171027-153758
830000,835000,188,5000,58359.0,9765.15695921,20171027-153758
835000,840000,189,5000,58672.0,9776.02705098,20171027-153758
840000,845000,190,5000,58984.0,9769.49682837,20171027-153758
845000,850000,191,5000,59301.0,9764.83619467,20171027-153758
850000,855000,192,5000,59617.0,9746.84889528,20171027-153758
855000,860000,193,5000,59923.0,9727.03488415,20171027-153758
860000,865000,194,5000,60229.0,9730.69602043,20171027-153758
865000,870000,195,5000,60537.0,9711.39507453,20171027-153758
870000,875000,196,5000,60844.0,9705.21950761,20171027-153758
875000,880000,197,5000,61144.0,9710.64982894,20171027-153758
880000,885000,198,5000,61444.0,9721.78598581,20171027-153758
885000,890000,199,5000,61761.0,9731.65885872,20171027-153758
890000,895000,200,5000,62077.0,9750.9478469,20171027-153758
895000,900000,201,5000,62389.0,9763.42988033,20171027-153758
900000,905000,202,5000,62701.0,9775.41223433,20171027-153758
905000,910000,203,5000,63003.0,9792.55546962,20171027-153758
910000,915000,204,5000,63305.0,9803.47065358,20171027-153758
915000,920000,205,5000,63612.0,9814.68124689,20171027-153758
920000,925000,206,5000,63919.0,9825.73958933,20171027-153758
925000,930000,207,5000,64233.0,9838.8063642,20171027-153758
930000,935000,208,5000,64547.0,9851.77994276,20171027-153758
935000,940000,209,5000,64845.0,9862.13991312,20171027-153758
940000,945000,210,5000,65144.0,9879.09258853,20171027-153758
945000,950000,211,5000,65442.0,9894.84317696,20171027-153758
950000,955000,212,5000,65740.0,9878.96692264,20171027-153758
955000,960000,213,5000,66054.0,9890.86710889,20171027-153758
960000,965000,214,5000,66368.0,9889.53860041,20171027-153758
965000,970000,215,5000,66675.0,9899.6730036,20171027-153758
970000,975000,216,5000,66982.0,9909.52843691,20171027-153758
975000,980000,217,5000,67292.0,9907.76287246,20171027-153758
980000,985000,218,5000,67602.0,9903.93322381,20171027-153758
985000,990000,219,5000,67900.0,9913.36983661,20171027-153758
990000,995000,220,5000,68198.0,9928.67890119,20171027-153758
995000,1000000,221,5000,68508.0,9944.7224885,20171027-153758
0,5000,222,5000,68819.0,8005.08088621,20171027-153800
5000,10000,223,5000,69133.0,7921.31774138,20171027-153800
10000,15000,224,5000,69447.0,7884.77126384,20171027-153800
15000,20000,225,5000,69760.0,7904.11818683,20171027-153800
20000,25000,226,5000,70074.0,7911.75479411,20171027-153800
25000,30000,227,5000,70388.0,7930.07103176,20171027-153800
30000,35000,228,5000,70701.0,7944.3460044,20171027-153800
35000,40000,229,5000,71015.0,7958.69353002,20171027-153800
40000,45000,230,5000,71329.0,7972.78239214,20171027-153801
45000,50000,231,5000,71643.0,7987.11762741,20171027-153801
50000,55000,232,5000,71956.0,7998.77901842,20171027-153801
55000,60000,233,5000,72270.0,8001.08491252,20171027-153801
60000,65000,234,5000,72584.0,8014.87439799,20171027-153801
65000,70000,235,5000,72897.0,8027.29799263,20171027-153801
70000,75000,236,5000,73211.0,8024.09063099,20171027-153801
75000,80000,237,5000,73525.0,8016.98370525,20171027-153801
80000,85000,238,5000,73838.0,8019.20230233,20171027-153801
85000,90000,239,5000,74152.0,8028.40303129,20171027-153801
90000,95000,240,5000,74466.0,8024.25575487,20171027-153801
95000,100000,241,5000,74780.0,8020.24310346,20171027-153801
100000,105000,242,5000,75094.0,8025.45176555,20171027-153801
105000,110000,243,5000,75406.0,8033.29997655,20171027-153801
110000,115000,244,5000,75720.0,8039.11358838,20171027-153801
115000,120000,245,5000,76032.0,8051.57454535,20171027-153801
120000,125000,246,5000,76345.0,8064.19934586,20171027-153801
125000,130000,247,5000,76658.0,8076.5764063,20171027-153801
130000,135000,248,5000,76971.0,8092.43057125,20171027-153801
135000,140000,249,5000,77284.0,8104.70303385,20171027-153801
140000,145000,250,5000,77597.0,8110.25112101,20171027-153801
145000,150000,251,5000,77910.0,8126.88758833,20171027-153801
150000,155000,252,5000,78223.0,8141.67511442,20171027-153801
155000,160000,253,5000,78536.0,8146.81796151,20171027-153801
160000,165000,254,5000,78849.0,8151.9547349,20171027-153801
165000,170000,255,5000,79162.0,8163.85539644,20171027-153801
170000,175000,256,5000,79475.0,8162.53889784,20171027-153801
175000,180000,257,5000,79788.0,8174.31828908,20171027-153801
180000,185000,258,5000,80101.0,8179.36549199,20171027-153801
185000,190000,259,5000,80414.0,8190.80277156,20171027-153801
190000,195000,260,5000,80727.0,8202.58797304,20171027-153801
195000,200000,261,5000,81039.0,8207.38282156,20171027-153801
200000,205000,262,5000,81352.0,8218.90625596,20171027-153801
205000,210000,263,5000,81654.0,8221.16008318,20171027-153801
210000,215000,264,5000,81956.0,8217.7435876,20171027-153802
215000,220000,265,5000,82257.0,8217.91686055,20171027-153802
220000,225000,266,5000,82559.0,8217.74335901,20171027-153802
225000,230000,267,5000,82861.0,8225.91767238,20171027-153802
230000,235000,268,5000,83163.0,8233.62461747,20171027-153802
235000,240000,269,5000,83464.0,8238.63123213,20171027-153802
240000,245000,270,5000,83766.0,8233.80121357,20171027-153802
245000,250000,271,5000,84067.0,8231.00184545,20171027-153802
250000,255000,272,5000,84369.0,8234.22360288,20171027-153802
255000,260000,273,5000,84671.0,8227.76415556,20171027-153802
260000,265000,274,5000,84973.0,8231.41455372,20171027-153802
265000,270000,275,5000,85274.0,8216.33211373,20171027-153802
270000,275000,276,5000,85576.0,8226.47842977,20171027-153802
275000,280000,277,5000,85878.0,8230.37694746,20171027-153802
280000,285000,278,5000,86179.0,8243.56547905,20171027-153802
285000,290000,279,5000,86481.0,8253.77186472,20171027-153802
290000,295000,280,5000,86783.0,8267.12396463,20171027-153802
295000,300000,281,5000,87084.0,8277.30709566,20171027-153802
300000,305000,282,5000,87386.0,8290.70001862,20171027-153802
305000,310000,283,5000,87696.0,8304.38106879,20171027-153802
310000,315000,284,5000,88006.0,8314.82163451,20171027-153802
315000,320000,285,5000,88316.0,8328.18144036,20171027-153802
320000,325000,286,5000,88626.0,8341.09708241,20171027-153802
325000,330000,287,5000,88936.0,8354.39870248,20171027-153802
330000,335000,288,5000,89246.0,8364.45430965,20171027-153802
335000,340000,289,5000,89556.0,8377.56793777,20171027-153802
340000,345000,290,5000,89866.0,8390.73607576,20171027-153802
345000,350000,291,5000,90176.0,8400.82093938,20171027-153802
350000,355000,292,5000,90486.0,8413.85533107,20171027-153802
355000,360000,293,5000,90796.0,8427.11082673,20171027-153802
360000,365000,294,5000,91105.0,8424.61194611,20171027-153802
365000,370000,295,5000,91415.0,8437.51206545,20171027-153802
370000,375000,296,5000,91725.0,8447.37483725,20171027-153802
375000,380000,297,5000,92035.0,8457.00373631,20171027-153802
380000,385000,298,5000,92345.0,8466.7139288,20171027-153802
385000,390000,299,5000,92655.0,8469.79425275,20171027-153803
390000,395000,300,5000,92965.0,8482.01850404,20171027-153803
395000,400000,301,5000,93275.0,8491.53625286,20171027-153803
400000,405000,302,5000,93585.0,8501.05483188,20171027-153803
405000,410000,303,5000,93900.0,8511.06564761,20171027-153803
410000,415000,304,5000,94215.0,8520.64999379,20171027-153803
415000,420000,305,5000,94529.0,8530.4235275,20171027-153803
420000,425000,306,5000,94844.0,8540.11517551,20171027-153803
425000,430000,307,5000,95159.0,8543.65359882,20171027-153803
430000,435000,308,5000,95474.0,8552.65442257,20171027-153803
435000,440000,309,5000,95788.0,8555.88489263,20171027-153803
440000,445000,310,5000,96103.0,8565.52140552,20171027-153803
445000,450000,311,5000,96418.0,8577.9215489,20171027-153803
450000,455000,312,5000,96733.0,8581.55000149,20171027-153803
455000,460000,313,5000,97048.0,8585.89405936,20171027-153803
460000,465000,314,5000,97363.0,8598.41812764,20171027-153803
465000,470000,315,5000,97677.0,8611.89661571,20171027-153803
470000,475000,316,5000,97992.0,8621.34580135,20171027-153803
475000,480000,317,5000,98307.0,8624.79654481,20171027-153803
480000,485000,318,5000,98622.0,8627.95389032,20171027-153803
485000,490000,319,5000,98937.0,8630.95573161,20171027-153803
490000,495000,320,5000,99251.0,8634.09552411,20171027-153803
495000,500000,321,5000,99566.0,8646.30230139,20171027-153803
500000,505000,322,5000,99881.0,8655.59686616,20171027-153803
505000,510000,323,5000,100196.0,8655.14582262,20171027-153803
510000,515000,324,5000,100511.0,8650.34605378,20171027-153803
515000,520000,325,5000,100827.0,8655.03477305,20171027-153803
520000,525000,326,5000,101142.0,8656.06802389,20171027-153803
525000,530000,327,5000,101457.0,8656.7953616,20171027-153803
530000,535000,328,5000,101773.0,8657.27328677,20171027-153803
535000,540000,329,5000,102088.0,8660.46190815,20171027-153803
540000,545000,330,5000,102403.0,8665.00982316,20171027-153803
545000,550000,331,5000,102719.0,8668.96498958,20171027-153803
550000,555000,332,5000,103034.0,8662.63094292,20171027-153803
555000,560000,333,5000,103349.0,8666.05751355,20171027-153803
560000,565000,334,5000,103665.0,8657.85583272,20171027-153804
565000,570000,335,5000,103980.0,8669.49152114,20171027-153804
570000,575000,336,5000,104295.0,8678.592223,20171027-153804
575000,580000,337,5000,104611.0,8687.59958214,20171027-153804
580000,585000,338,5000,104926.0,8696.75781965,20171027-153804
585000,590000,339,5000,105242.0,8700.00831471,20171027-153804
590000,595000,340,5000,105557.0,8709.09565768,20171027-153804
595000,600000,341,5000,105872.0,8718.1160951,20171027-153804
600000,605000,342,5000,106188.0,8721.12012842,20171027-153804
605000,610000,343,5000,106495.0,8731.768682,20171027-153804
610000,615000,344,5000,106803.0,8739.51930197,20171027-153804
615000,620000,345,5000,107111.0,8741.66633268,20171027-153804
