BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1504802400000 ms, 2017-09-07T11:40:00, 1, 1275, 0,1_Producer_Count
1504802460000 ms, 2017-09-07T11:41:00, 1, 1271, 0,1_Producer_Count
1504802520000 ms, 2017-09-07T11:42:00, 0, 1254, 0,1_Producer_Count
1504802580000 ms, 2017-09-07T11:43:00, 1, 1272, 0,1_Producer_Count
1504802640000 ms, 2017-09-07T11:44:00, 0, 1288, 0,1_Producer_Count
1504802700000 ms, 2017-09-07T11:45:00, 0, 1262, 0,1_Producer_Count
1504802760000 ms, 2017-09-07T11:46:00, 1, 1269, 0,1_Producer_Count
1504802820000 ms, 2017-09-07T11:47:00, 1, 1249, 0,1_Producer_Count
1504802880000 ms, 2017-09-07T11:48:00, 0, 1256, 0,1_Producer_Count
1504802940000 ms, 2017-09-07T11:49:00, 1, 1316, 0,1_Producer_Count
1504803000000 ms, 2017-09-07T11:50:00, 1, 1293, 0,1_Producer_Count
1504803060000 ms, 2017-09-07T11:51:00, 1, 1268, 0,1_Producer_Count
1504803120000 ms, 2017-09-07T11:52:00, 0, 1294, 0,1_Producer_Count
1504803180000 ms, 2017-09-07T11:53:00, 1, 1301, 0,1_Producer_Count
1504803240000 ms, 2017-09-07T11:54:00, 0, 1277, 0,1_Producer_Count
1504803300000 ms, 2017-09-07T11:55:00, 0, 1264, 0,1_Producer_Count
1504803360000 ms, 2017-09-07T11:56:00, 1, 1278, 0,1_Producer_Count
1504803420000 ms, 2017-09-07T11:57:00, 0, 1256, 0,1_Producer_Count
1504803480000 ms, 2017-09-07T11:58:00, 0, 1247, 0,1_Producer_Count
1504803540000 ms, 2017-09-07T11:59:00, 0, 1240, 0,1_Producer_Count
1504803600000 ms, 2017-09-07T12:00:00, 0, 1295, 0,1_Producer_Count
1504803660000 ms, 2017-09-07T12:01:00, 1, 1274, 0,1_Producer_Count
1504803720000 ms, 2017-09-07T12:02:00, 1, 1264, 0,1_Producer_Count
1504803780000 ms, 2017-09-07T12:03:00, 1, 1278, 0,1_Producer_Count
1504803840000 ms, 2017-09-07T12:04:00, 0, 1262, 0,1_Producer_Count
1504803900000 ms, 2017-09-07T12:05:00, 1, 1504, 0,1_Producer_Count
1504803960000 ms, 2017-09-07T12:06:00, 1, 1264, 0,1_Producer_Count
1504804020000 ms, 2017-09-07T12:07:00, 0, 1254, 0,1_Producer_Count
1504804080000 ms, 2017-09-07T12:08:00, 0, 1269, 0,1_Producer_Count
1504804140000 ms, 2017-09-07T12:09:00, 0, 1277, 0,1_Producer_Count
1504804200000 ms, 2017-09-07T12:10:00, 0, 1264, 0,1_Producer_Count
1504804260000 ms, 2017-09-07T12:11:00, 0, 1271, 0,1_Producer_Count
1504804320000 ms, 2017-09-07T12:12:00, 0, 1261, 0,1_Producer_Count
