Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.13492
100,1000,3,8000,120,48,1.22274
100,10000,3,8000,120,48,12.25990
100,100000,3,8000,120,48,123.35017
100,1000000,3,8000,120,48,1293.07521
