BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1524241920000 ms, 2018-04-20T11:32:00, 5, 235148, 235153, 96,test
1524241980000 ms, 2018-04-20T11:33:00, 175206, 80803, 256009, 32,test
1524242040000 ms, 2018-04-20T11:34:00, 196011, 132, 196143, 0,test
1524242100000 ms, 2018-04-20T11:35:00, 136142, 156, 136298, 0,test
1524242160000 ms, 2018-04-20T11:36:00, 76297, 152, 76449, 0,test
1524242220000 ms, 2018-04-20T11:37:00, 16452, 157, 16609, 0,test
1524242280000 ms, 2018-04-20T11:38:00, 1, 153, 154, 0,test
