Application,Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Number_Messages,Interval,Number_Partitions,Number_Processes,Number_Nodes,Number_Cores_Per_Node, Number_Brokers, Time,Points_per_sec,Records_per_sec,Dask_Config
light,-1,-1,-1,-1,320,0,48,8,1,48,1,8.17291,39.15373,39.15373,dask-distributed
light,-1,-1,-1,-1,320,0,48,8,1,48,1,19.66990,16.26851,16.26851,dask-distributed
