Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171107-234146
5000,10000,1,5000,310.0,3735.12464451,20171107-234146
0,5000,2,5000,621.0,2683.35208386,20171107-234146
5000,10000,3,5000,933.0,2579.31532976,20171107-234146
10000,15000,4,5000,1237.0,3243.6031346,20171107-234146
15000,20000,5,5000,1545.0,3744.13966597,20171107-234146
20000,25000,6,5000,1851.0,4162.11339205,20171107-234146
25000,30000,7,5000,2160.0,4531.87406771,20171107-234146
30000,35000,8,5000,2469.0,4853.44463483,20171107-234146
35000,40000,9,5000,2773.0,5178.82172906,20171107-234146
40000,45000,10,5000,3083.0,5512.238587,20171107-234146
45000,50000,11,5000,3401.0,5753.54520026,20171107-234146
50000,55000,12,5000,3710.0,5802.86854551,20171107-234146
55000,60000,13,5000,4013.0,5842.01195423,20171107-234146
60000,65000,14,5000,4319.0,6007.02098339,20171107-234146
65000,70000,15,5000,4630.0,6039.11177951,20171107-234146
70000,75000,16,5000,4940.0,6186.64004085,20171107-234146
75000,80000,17,5000,5252.0,6327.8023085,20171107-234146
80000,85000,18,5000,5560.0,6335.28684153,20171107-234147
85000,90000,19,5000,5873.0,6456.89059629,20171107-234147
90000,95000,20,5000,6182.0,6649.33647595,20171107-234147
95000,100000,21,5000,6494.0,6810.69038698,20171107-234147
0,5000,22,5000,6807.0,5931.94953196,20171107-234147
5000,10000,23,5000,7122.0,5570.36892675,20171107-234147
10000,15000,24,5000,7437.0,5473.91690495,20171107-234147
15000,20000,25,5000,7753.0,5575.69670183,20171107-234147
20000,25000,26,5000,8070.0,5672.345813,20171107-234147
25000,30000,27,5000,8385.0,5789.5229985,20171107-234147
30000,35000,28,5000,8699.0,5869.41415265,20171107-234147
35000,40000,29,5000,9015.0,5985.39231655,20171107-234147
40000,45000,30,5000,9331.0,6097.95553891,20171107-234147
45000,50000,31,5000,9656.0,6179.82019772,20171107-234147
