TIMESTAMP        home1-RQ         home1-RD         home1-WR         
2.000000          0.000000          0.000000          0.000000         
3.000000          22.000000         18.344195         0.000000         
4.000000          21.000000         6.121911          0.000000         
5.000000          37.000000         24.459994         0.000000         
6.000000          18.000000         0.008528          0.000000         
7.000000          244.000000        0.004004          0.000000         
8.000000          146.000000        0.272646          0.000000         
9.000000          25.000000         25.935076         0.015462         
10.000000         161.000000        118.708399        0.002030         
12.000000         0.000000          0.000000          0.000000         
13.000000         0.000000          0.000000          0.000000         
14.000000         4.000000          0.000000          0.000000         
15.000000         0.000000          0.000000          0.000000         
16.000000         4.000000          0.000000          0.000000         
17.000000         0.000000          0.000000          0.000000         
18.000000         0.000000          0.000000          0.000000         
19.000000         4.000000          0.000000          0.000000         
21.000000         2.000000          0.000000          0.000000         
22.000000         0.000000          0.000000          0.000000         
23.000000         1.000000          0.000000          0.000000         
24.000000         4.000000          0.000000          0.000000         
25.000000         6.000000          0.000000          0.000000         
26.000000         0.000000          0.000000          0.000000         
27.000000         5.000000          0.000000          0.000000         
29.000000         0.500000          0.000000          0.000000         
30.000000         24.000000         0.000000          0.000000         
31.000000         1.000000          0.000000          0.000000         
32.000000         1.000000          0.000000          0.000000         
33.000000         20.000000         0.003338          0.000000         
